pitch_type,zone,stand,type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,bat_score,fld_score,years_since_2015
1,2.0,1,1,0,0,1,1,1,1,1,5,1,0,0,3.1512662559890487
4,8.0,1,1,0,1,1,1,1,1,1,5,2,0,0,3.1512662559890487
1,11.0,1,0,0,2,1,1,1,1,1,5,3,0,0,3.1512662559890487
4,5.0,1,1,1,2,1,1,1,1,1,5,4,0,0,3.1512662559890487
4,8.0,1,1,1,2,1,1,1,1,1,5,5,0,0,3.1512662559890487
1,3.0,0,1,0,0,1,1,1,2,1,6,1,0,0,3.1512662559890487
1,12.0,0,1,0,1,1,1,1,2,1,6,2,0,0,3.1512662559890487
1,12.0,0,1,0,2,1,1,1,2,1,6,3,0,0,3.1512662559890487
2,14.0,1,1,0,0,0,0,0,0,2,11,1,0,0,3.1512662559890487
2,6.0,1,1,0,1,0,0,0,0,2,11,2,0,0,3.1512662559890487
1,11.0,1,2,0,2,0,0,0,0,2,11,3,0,0,3.1512662559890487
1,3.0,1,1,0,0,0,0,0,1,2,12,1,0,0,3.1512662559890487
4,11.0,1,2,0,1,0,0,0,1,2,12,2,0,0,3.1512662559890487
1,4.0,0,1,0,0,0,0,0,2,2,13,1,0,0,3.1512662559890487
1,4.0,0,1,0,1,0,0,0,2,2,13,2,0,0,3.1512662559890487
1,11.0,0,1,0,2,0,0,0,2,2,13,3,0,0,3.1512662559890487
5,6.0,0,1,0,2,0,0,0,2,2,13,4,0,0,3.1512662559890487
2,9.0,0,1,0,2,0,0,0,2,2,13,5,0,0,3.1512662559890487
5,8.0,0,1,0,0,0,0,0,0,3,19,1,0,0,3.1512662559890487
3,14.0,0,0,0,1,0,0,0,0,3,19,2,0,0,3.1512662559890487
3,13.0,0,1,1,1,0,0,0,0,3,19,3,0,0,3.1512662559890487
2,12.0,0,1,1,2,0,0,0,0,3,19,4,0,0,3.1512662559890487
5,9.0,0,1,1,2,0,0,0,0,3,19,5,0,0,3.1512662559890487
3,4.0,0,1,0,0,0,0,0,1,3,20,1,0,0,3.1512662559890487
1,12.0,0,0,0,1,0,0,0,1,3,20,2,0,0,3.1512662559890487
3,1.0,0,1,1,1,0,0,0,1,3,20,3,0,0,3.1512662559890487
2,14.0,0,0,1,2,0,0,0,1,3,20,4,0,0,3.1512662559890487
1,2.0,0,2,2,2,0,0,0,1,3,20,5,0,0,3.1512662559890487
3,13.0,1,1,0,0,0,0,0,2,3,21,1,0,0,3.1512662559890487
3,14.0,1,0,0,1,0,0,0,2,3,21,2,0,0,3.1512662559890487
3,5.0,1,1,1,1,0,0,0,2,3,21,3,0,0,3.1512662559890487
5,14.0,1,1,1,2,0,0,0,2,3,21,4,0,0,3.1512662559890487
2,14.0,0,1,0,0,0,0,0,0,4,26,1,0,0,3.1512662559890487
3,7.0,0,1,0,1,0,0,0,0,4,26,2,0,0,3.1512662559890487
2,14.0,0,1,0,2,0,0,0,0,4,26,3,0,0,3.1512662559890487
2,14.0,1,0,0,0,0,0,0,1,4,27,1,0,0,3.1512662559890487
5,14.0,1,1,1,0,0,0,0,1,4,27,2,0,0,3.1512662559890487
3,14.0,1,0,1,1,0,0,0,1,4,27,3,0,0,3.1512662559890487
3,7.0,1,1,2,1,0,0,0,1,4,27,4,0,0,3.1512662559890487
4,12.0,1,0,2,2,0,0,0,1,4,27,5,0,0,3.1512662559890487
1,12.0,1,0,3,2,0,0,0,1,4,27,6,0,0,3.1512662559890487
3,4.0,0,1,0,0,0,0,1,1,4,28,1,0,0,3.1512662559890487
2,14.0,0,0,0,1,0,0,1,1,4,28,2,0,0,3.1512662559890487
3,11.0,0,0,1,1,0,0,1,1,4,28,3,0,0,3.1512662559890487
3,11.0,0,2,2,1,0,0,1,1,4,28,4,0,0,3.1512662559890487
2,14.0,1,0,0,0,0,0,1,2,4,29,1,0,0,3.1512662559890487
2,6.0,1,1,1,0,0,0,1,2,4,29,2,0,0,3.1512662559890487
4,11.0,1,1,1,1,0,0,1,2,4,29,3,0,0,3.1512662559890487
5,14.0,1,1,1,2,0,0,1,2,4,29,4,0,0,3.1512662559890487
5,6.0,1,1,0,0,0,0,0,0,5,33,1,0,0,3.1512662559890487
3,14.0,1,0,0,1,0,0,0,0,5,33,2,0,0,3.1512662559890487
3,13.0,1,1,1,1,0,0,0,0,5,33,3,0,0,3.1512662559890487
2,5.0,1,1,1,2,0,0,0,0,5,33,4,0,0,3.1512662559890487
5,14.0,1,1,1,2,0,0,0,0,5,33,5,0,0,3.1512662559890487
1,2.0,0,1,0,0,0,0,0,1,5,34,1,0,0,3.1512662559890487
1,1.0,0,0,0,1,0,0,0,1,5,34,2,0,0,3.1512662559890487
1,11.0,0,0,1,1,0,0,0,1,5,34,3,0,0,3.1512662559890487
2,6.0,0,2,2,1,0,0,0,1,5,34,4,0,0,3.1512662559890487
4,14.0,0,0,0,0,0,0,0,2,5,35,1,0,0,3.1512662559890487
1,7.0,0,1,1,0,0,0,0,2,5,35,2,0,0,3.1512662559890487
3,4.0,0,2,1,1,0,0,0,2,5,35,3,0,0,3.1512662559890487
5,8.0,0,1,0,0,0,0,0,0,6,39,1,0,0,3.1512662559890487
1,12.0,0,1,0,1,0,0,0,0,6,39,2,0,0,3.1512662559890487
2,3.0,0,2,0,2,0,0,0,0,6,39,3,0,0,3.1512662559890487
4,6.0,1,1,0,0,0,0,1,0,6,40,1,0,0,3.1512662559890487
4,11.0,1,2,0,1,0,0,1,0,6,40,2,0,0,3.1512662559890487
1,12.0,0,0,0,0,1,0,1,0,6,41,1,0,0,3.1512662559890487
1,11.0,0,0,1,0,1,0,1,0,6,41,2,0,0,3.1512662559890487
1,11.0,0,0,2,0,1,0,1,0,6,41,3,0,0,3.1512662559890487
1,3.0,0,2,3,0,1,0,1,0,6,41,4,0,0,3.1512662559890487
2,3.0,1,2,0,0,0,1,1,0,6,42,1,1,0,3.1512662559890487
1,12.0,0,0,0,0,1,1,0,1,6,43,1,1,0,3.1512662559890487
1,12.0,0,1,1,0,1,1,0,1,6,43,2,1,0,3.1512662559890487
1,12.0,0,0,1,1,1,1,0,1,6,43,3,1,0,3.1512662559890487
2,12.0,1,1,0,0,1,1,1,1,6,44,1,1,0,3.1512662559890487
4,2.0,1,1,0,1,1,1,1,1,6,44,2,1,0,3.1512662559890487
1,12.0,1,1,0,2,1,1,1,1,6,44,3,1,0,3.1512662559890487
3,13.0,1,1,0,2,1,1,1,1,6,44,4,1,0,3.1512662559890487
2,14.0,1,0,0,0,1,1,1,2,6,45,1,1,0,3.1512662559890487
2,9.0,1,1,1,0,1,1,1,2,6,45,2,1,0,3.1512662559890487
4,8.0,1,1,1,1,1,1,1,2,6,45,3,1,0,3.1512662559890487
3,13.0,1,1,1,2,1,1,1,2,6,45,4,1,0,3.1512662559890487
2,14.0,1,0,1,2,1,1,1,2,6,45,5,1,0,3.1512662559890487
2,14.0,1,1,2,2,1,1,1,2,6,45,6,1,0,3.1512662559890487
5,13.0,0,1,0,0,0,0,0,0,7,50,1,1,1,3.1512662559890487
3,13.0,0,1,0,1,0,0,0,0,7,50,2,1,1,3.1512662559890487
1,2.0,0,1,0,2,0,0,0,0,7,50,3,1,1,3.1512662559890487
2,13.0,0,1,0,2,0,0,0,0,7,50,4,1,1,3.1512662559890487
3,14.0,0,0,0,0,0,0,0,1,7,51,1,1,1,3.1512662559890487
3,11.0,0,0,1,0,0,0,0,1,7,51,2,1,1,3.1512662559890487
1,3.0,0,2,2,0,0,0,0,1,7,51,3,1,1,3.1512662559890487
3,5.0,0,1,0,0,0,0,0,2,7,52,1,1,1,3.1512662559890487
3,13.0,0,1,0,1,0,0,0,2,7,52,2,1,1,3.1512662559890487
1,2.0,0,1,0,2,0,0,0,2,7,52,3,1,1,3.1512662559890487
2,13.0,0,0,0,2,0,0,0,2,7,52,4,1,1,3.1512662559890487
2,11.0,0,2,1,2,0,0,0,2,7,52,5,1,1,3.1512662559890487
3,2.0,1,1,0,0,0,1,0,2,7,53,1,1,1,3.1512662559890487
3,11.0,1,1,0,1,0,1,0,2,7,53,2,1,1,3.1512662559890487
2,12.0,1,1,0,2,0,1,0,2,7,53,3,1,1,3.1512662559890487
2,14.0,1,0,0,2,0,1,0,2,7,53,4,1,1,3.1512662559890487
3,1.0,1,1,1,2,0,1,0,2,7,53,5,1,1,3.1512662559890487
1,1.0,0,1,0,0,0,0,0,0,1,1,1,0,0,3.167693360711841
3,2.0,0,2,0,1,0,0,0,0,1,1,2,0,0,3.167693360711841
1,14.0,1,0,0,0,0,0,0,1,1,2,1,0,0,3.167693360711841
2,14.0,1,1,1,0,0,0,0,1,1,2,2,0,0,3.167693360711841
4,13.0,1,0,1,1,0,0,0,1,1,2,3,0,0,3.167693360711841
2,14.0,1,0,2,1,0,0,0,1,1,2,4,0,0,3.167693360711841
1,14.0,1,0,3,1,0,0,0,1,1,2,5,0,0,3.167693360711841
1,8.0,0,1,0,0,0,0,1,1,1,3,1,0,0,3.167693360711841
1,12.0,0,1,0,1,0,0,1,1,1,3,2,0,0,3.167693360711841
1,11.0,0,0,0,2,0,0,1,1,1,3,3,0,0,3.167693360711841
1,6.0,0,1,1,2,0,0,1,1,1,3,4,0,0,3.167693360711841
2,14.0,0,2,1,2,0,0,1,1,1,3,5,0,0,3.167693360711841
2,8.0,1,2,0,0,0,0,0,0,2,8,1,0,1,3.167693360711841
1,5.0,1,1,0,0,0,0,0,1,2,9,1,0,1,3.167693360711841
2,14.0,1,0,0,1,0,0,0,1,2,9,2,0,1,3.167693360711841
2,14.0,1,1,1,1,0,0,0,1,2,9,3,0,1,3.167693360711841
1,6.0,1,1,1,2,0,0,0,1,2,9,4,0,1,3.167693360711841
2,6.0,1,1,1,2,0,0,0,1,2,9,5,0,1,3.167693360711841
2,14.0,1,1,1,2,0,0,0,1,2,9,6,0,1,3.167693360711841
1,11.0,0,0,0,0,0,0,0,2,2,10,1,0,1,3.167693360711841
1,11.0,0,0,1,0,0,0,0,2,2,10,2,0,1,3.167693360711841
1,2.0,0,2,2,0,0,0,0,2,2,10,3,0,1,3.167693360711841
5,14.0,1,0,0,0,0,0,0,0,3,14,1,0,1,3.167693360711841
2,14.0,1,0,1,0,0,0,0,0,3,14,2,0,1,3.167693360711841
2,6.0,1,2,2,0,0,0,0,0,3,14,3,0,1,3.167693360711841
1,14.0,1,0,0,0,0,0,0,1,3,15,1,0,1,3.167693360711841
1,6.0,1,2,1,0,0,0,0,1,3,15,2,0,1,3.167693360711841
1,6.0,1,1,0,0,0,0,0,2,3,16,1,0,1,3.167693360711841
1,11.0,1,0,0,1,0,0,0,2,3,16,2,0,1,3.167693360711841
2,6.0,1,1,1,1,0,0,0,2,3,16,3,0,1,3.167693360711841
5,6.0,1,1,1,2,0,0,0,2,3,16,4,0,1,3.167693360711841
1,3.0,1,1,1,2,0,0,0,2,3,16,5,0,1,3.167693360711841
5,11.0,0,0,0,0,0,0,0,0,4,20,1,0,1,3.167693360711841
3,11.0,0,0,1,0,0,0,0,0,4,20,2,0,1,3.167693360711841
1,8.0,0,2,2,0,0,0,0,0,4,20,3,0,1,3.167693360711841
2,14.0,1,0,0,0,0,0,1,0,4,21,1,0,1,3.167693360711841
4,8.0,1,2,1,0,0,0,1,0,4,21,2,0,1,3.167693360711841
1,13.0,0,0,0,0,0,0,0,2,4,22,1,0,1,3.167693360711841
3,1.0,0,1,1,0,0,0,0,2,4,22,2,0,1,3.167693360711841
1,12.0,0,1,1,1,0,0,0,2,4,22,3,0,1,3.167693360711841
1,12.0,0,1,1,2,0,0,0,2,4,22,4,0,1,3.167693360711841
2,6.0,1,1,0,0,0,0,0,0,5,26,1,0,1,3.167693360711841
4,7.0,1,1,0,1,0,0,0,0,5,26,2,0,1,3.167693360711841
1,14.0,1,0,0,2,0,0,0,0,5,26,3,0,1,3.167693360711841
1,12.0,1,1,1,2,0,0,0,0,5,26,4,0,1,3.167693360711841
2,14.0,1,0,0,0,0,0,0,1,5,27,1,0,1,3.167693360711841
2,6.0,1,1,1,0,0,0,0,1,5,27,2,0,1,3.167693360711841
4,6.0,1,1,1,1,0,0,0,1,5,27,3,0,1,3.167693360711841
1,12.0,1,1,1,2,0,0,0,1,5,27,4,0,1,3.167693360711841
3,9.0,0,0,0,0,0,0,0,2,5,28,1,0,1,3.167693360711841
1,5.0,0,1,1,0,0,0,0,2,5,28,2,0,1,3.167693360711841
2,4.0,0,1,1,1,0,0,0,2,5,28,3,0,1,3.167693360711841
1,11.0,0,1,1,2,0,0,0,2,5,28,4,0,1,3.167693360711841
2,14.0,0,1,1,2,0,0,0,2,5,28,5,0,1,3.167693360711841
5,14.0,0,0,1,2,0,0,0,2,5,28,6,0,1,3.167693360711841
2,14.0,0,0,2,2,0,0,0,2,5,28,7,0,1,3.167693360711841
1,8.0,0,2,3,2,0,0,0,2,5,28,8,0,1,3.167693360711841
5,3.0,1,2,0,0,0,0,0,0,6,32,1,0,1,3.167693360711841
1,6.0,1,1,0,0,0,0,0,1,6,33,1,0,1,3.167693360711841
5,5.0,1,1,0,1,0,0,0,1,6,33,2,0,1,3.167693360711841
1,12.0,1,0,0,2,0,0,0,1,6,33,3,0,1,3.167693360711841
2,14.0,1,2,1,2,0,0,0,1,6,33,4,0,1,3.167693360711841
2,14.0,1,1,0,0,0,0,1,1,6,34,1,0,1,3.167693360711841
4,9.0,1,0,0,1,0,0,1,1,6,34,2,0,1,3.167693360711841
2,14.0,1,2,1,1,0,0,1,1,6,34,3,0,1,3.167693360711841
3,11.0,0,0,0,0,0,1,1,1,6,35,1,0,1,3.167693360711841
5,6.0,0,1,1,0,0,1,1,1,6,35,2,0,1,3.167693360711841
1,11.0,0,0,1,1,0,1,1,1,6,35,3,0,1,3.167693360711841
3,11.0,0,0,2,1,0,1,1,1,6,35,4,0,1,3.167693360711841
5,14.0,0,0,3,1,0,1,1,1,6,35,5,0,1,3.167693360711841
4,1.0,1,1,0,0,1,1,1,1,6,36,1,0,1,3.167693360711841
4,5.0,1,2,0,1,1,1,1,1,6,36,2,0,1,3.167693360711841
1,3.0,0,1,0,0,1,1,0,2,6,37,1,1,1,3.167693360711841
1,12.0,0,0,0,1,1,1,0,2,6,37,2,1,1,3.167693360711841
1,11.0,0,0,1,1,1,1,0,2,6,37,3,1,1,3.167693360711841
1,2.0,0,1,2,1,1,1,0,2,6,37,4,1,1,3.167693360711841
1,11.0,0,0,2,2,1,1,0,2,6,37,5,1,1,3.167693360711841
2,11.0,0,1,3,2,1,1,0,2,6,37,6,1,1,3.167693360711841
1,11.0,1,0,0,0,0,0,0,0,7,41,1,1,1,3.167693360711841
4,13.0,1,1,1,0,0,0,0,0,7,41,2,1,1,3.167693360711841
4,11.0,1,2,1,1,0,0,0,0,7,41,3,1,1,3.167693360711841
2,5.0,1,1,0,0,0,0,0,1,7,42,1,1,1,3.167693360711841
4,8.0,1,2,0,1,0,0,0,1,7,42,2,1,1,3.167693360711841
4,13.0,0,2,0,0,0,0,0,2,7,43,1,1,1,3.167693360711841
5,8.0,1,1,0,0,0,0,0,0,8,49,1,1,1,3.167693360711841
2,14.0,1,2,0,1,0,0,0,0,8,49,2,1,1,3.167693360711841
5,9.0,0,1,0,0,0,0,0,1,8,50,1,1,1,3.167693360711841
1,11.0,0,0,0,1,0,0,0,1,8,50,2,1,1,3.167693360711841
3,14.0,0,0,1,1,0,0,0,1,8,50,3,1,1,3.167693360711841
2,9.0,0,1,2,1,0,0,0,1,8,50,4,1,1,3.167693360711841
2,7.0,0,1,2,2,0,0,0,1,8,50,5,1,1,3.167693360711841
5,9.0,1,1,0,0,0,0,0,2,8,51,1,1,1,3.167693360711841
4,4.0,1,2,0,1,0,0,0,2,8,51,2,1,1,3.167693360711841
4,11.0,0,0,0,0,0,0,1,2,8,52,1,1,1,3.167693360711841
3,5.0,0,2,1,0,0,0,1,2,8,52,2,1,1,3.167693360711841
4,11.0,1,0,0,0,0,0,0,2,8,53,1,3,1,3.167693360711841
2,14.0,1,0,1,0,0,0,0,2,8,53,2,3,1,3.167693360711841
2,8.0,1,1,2,0,0,0,0,2,8,53,3,3,1,3.167693360711841
4,7.0,1,1,2,1,0,0,0,2,8,53,4,3,1,3.167693360711841
1,11.0,1,0,2,2,0,0,0,2,8,53,5,3,1,3.167693360711841
3,9.0,1,1,3,2,0,0,0,2,8,53,6,3,1,3.167693360711841
1,12.0,0,1,0,0,0,0,0,0,1,4,1,0,0,3.1813826146475015
1,12.0,0,0,0,1,0,0,0,0,1,4,2,0,0,3.1813826146475015
1,9.0,0,1,1,1,0,0,0,0,1,4,3,0,0,3.1813826146475015
2,14.0,0,0,1,2,0,0,0,0,1,4,4,0,0,3.1813826146475015
1,5.0,0,2,2,2,0,0,0,0,1,4,5,0,0,3.1813826146475015
1,7.0,1,1,0,0,0,0,0,1,1,5,1,0,0,3.1813826146475015
1,8.0,1,1,0,1,0,0,0,1,1,5,2,0,0,3.1813826146475015
1,8.0,1,2,0,2,0,0,0,1,1,5,3,0,0,3.1813826146475015
1,6.0,0,2,0,0,0,0,0,2,1,6,1,0,0,3.1813826146475015
1,12.0,0,2,0,0,0,0,0,0,2,10,1,0,0,3.1813826146475015
1,12.0,1,1,0,0,0,0,0,1,2,11,1,0,0,3.1813826146475015
1,12.0,1,0,0,1,0,0,0,1,2,11,2,0,0,3.1813826146475015
1,2.0,1,1,1,1,0,0,0,1,2,11,3,0,0,3.1813826146475015
1,3.0,1,1,1,2,0,0,0,1,2,11,4,0,0,3.1813826146475015
1,3.0,1,1,1,2,0,0,0,1,2,11,5,0,0,3.1813826146475015
2,14.0,1,1,1,2,0,0,0,1,2,11,6,0,0,3.1813826146475015
1,5.0,1,1,0,0,0,0,0,2,2,12,1,0,0,3.1813826146475015
1,1.0,1,2,0,1,0,0,0,2,2,12,2,0,0,3.1813826146475015
1,11.0,0,0,0,0,0,0,0,0,3,16,1,0,0,3.1813826146475015
1,2.0,0,1,1,0,0,0,0,0,3,16,2,0,0,3.1813826146475015
2,5.0,0,1,1,1,0,0,0,0,3,16,3,0,0,3.1813826146475015
1,12.0,0,2,1,2,0,0,0,0,3,16,4,0,0,3.1813826146475015
1,14.0,0,0,0,0,0,0,0,1,3,17,1,0,0,3.1813826146475015
1,12.0,0,1,1,0,0,0,0,1,3,17,2,0,0,3.1813826146475015
1,12.0,0,0,1,1,0,0,0,1,3,17,3,0,0,3.1813826146475015
3,2.0,0,1,2,1,0,0,0,1,3,17,4,0,0,3.1813826146475015
1,12.0,0,1,2,2,0,0,0,1,3,17,5,0,0,3.1813826146475015
2,14.0,0,0,2,2,0,0,0,1,3,17,6,0,0,3.1813826146475015
2,2.0,0,1,3,2,0,0,0,1,3,17,7,0,0,3.1813826146475015
1,5.0,1,1,0,0,0,0,0,2,3,18,1,0,0,3.1813826146475015
1,1.0,1,2,0,1,0,0,0,2,3,18,2,0,0,3.1813826146475015
1,3.0,0,2,0,0,0,0,0,0,4,22,1,0,0,3.1813826146475015
1,14.0,1,1,0,0,0,0,0,1,4,23,1,0,0,3.1813826146475015
4,2.0,1,2,0,1,0,0,0,1,4,23,2,0,0,3.1813826146475015
1,12.0,0,0,0,0,0,1,0,1,4,24,1,0,0,3.1813826146475015
2,14.0,0,1,1,0,0,1,0,1,4,24,2,0,0,3.1813826146475015
1,2.0,0,1,1,1,0,1,0,1,4,24,3,0,0,3.1813826146475015
1,12.0,0,1,1,2,0,1,0,1,4,24,4,0,0,3.1813826146475015
2,8.0,0,2,1,2,0,1,0,1,4,24,5,0,0,3.1813826146475015
2,9.0,0,1,0,0,0,0,1,1,4,25,1,1,0,3.1813826146475015
1,12.0,0,0,0,1,0,0,1,1,4,25,2,1,0,3.1813826146475015
4,4.0,0,2,1,1,0,0,1,1,4,25,3,1,0,3.1813826146475015
2,14.0,1,2,0,0,0,0,1,2,4,26,1,1,0,3.1813826146475015
1,12.0,1,1,0,0,1,0,1,2,4,27,1,1,0,3.1813826146475015
4,6.0,1,1,0,1,1,0,1,2,4,27,2,1,0,3.1813826146475015
2,14.0,1,1,0,2,1,0,1,2,4,27,3,1,0,3.1813826146475015
1,12.0,0,0,0,0,0,0,0,0,5,31,1,1,0,3.1813826146475015
5,5.0,0,2,1,0,0,0,0,0,5,31,2,1,0,3.1813826146475015
1,12.0,0,1,0,0,0,0,0,1,5,32,1,1,0,3.1813826146475015
2,8.0,0,1,0,1,0,0,0,1,5,32,2,1,0,3.1813826146475015
4,4.0,0,1,0,2,0,0,0,1,5,32,3,1,0,3.1813826146475015
1,12.0,0,2,0,2,0,0,0,1,5,32,4,1,0,3.1813826146475015
3,11.0,1,0,0,0,0,0,1,1,5,33,1,1,0,3.1813826146475015
1,6.0,1,1,1,0,0,0,1,1,5,33,2,1,0,3.1813826146475015
2,14.0,1,1,1,1,0,0,1,1,5,33,3,1,0,3.1813826146475015
3,5.0,1,1,1,2,0,0,1,1,5,33,4,1,0,3.1813826146475015
5,14.0,0,1,0,0,0,0,1,2,5,34,1,1,0,3.1813826146475015
2,3.0,0,2,0,1,0,0,1,2,5,34,2,1,0,3.1813826146475015
5,9.0,1,2,0,0,1,0,1,2,5,35,1,1,0,3.1813826146475015
3,5.0,0,1,0,0,0,0,0,0,6,39,1,1,0,3.1813826146475015
3,13.0,0,1,0,1,0,0,0,0,6,39,2,1,0,3.1813826146475015
3,4.0,0,1,0,2,0,0,0,0,6,39,3,1,0,3.1813826146475015
3,11.0,0,0,0,0,0,0,0,1,6,40,1,1,0,3.1813826146475015
3,4.0,0,1,1,0,0,0,0,1,6,40,2,1,0,3.1813826146475015
3,8.0,0,2,1,1,0,0,0,1,6,40,3,1,0,3.1813826146475015
3,11.0,1,0,0,0,0,0,0,2,6,41,1,1,0,3.1813826146475015
5,3.0,1,1,1,0,0,0,0,2,6,41,2,1,0,3.1813826146475015
3,8.0,1,1,1,1,0,0,0,2,6,41,3,1,0,3.1813826146475015
2,14.0,1,1,1,2,0,0,0,2,6,41,4,1,0,3.1813826146475015
2,3.0,1,1,0,0,0,0,0,0,7,46,1,1,0,3.1813826146475015
3,14.0,1,0,0,1,0,0,0,0,7,46,2,1,0,3.1813826146475015
3,11.0,1,1,1,1,0,0,0,0,7,46,3,1,0,3.1813826146475015
1,12.0,1,2,1,2,0,0,0,0,7,46,4,1,0,3.1813826146475015
2,13.0,0,0,0,0,0,0,0,1,7,47,1,1,0,3.1813826146475015
2,14.0,0,0,1,0,0,0,0,1,7,47,2,1,0,3.1813826146475015
1,14.0,0,0,2,0,0,0,0,1,7,47,3,1,0,3.1813826146475015
1,9.0,0,1,3,0,0,0,0,1,7,47,4,1,0,3.1813826146475015
1,2.0,0,2,3,1,0,0,0,1,7,47,5,1,0,3.1813826146475015
4,2.0,0,1,0,0,0,0,0,2,7,48,1,1,0,3.1813826146475015
1,11.0,0,0,0,1,0,0,0,2,7,48,2,1,0,3.1813826146475015
3,14.0,0,0,1,1,0,0,0,2,7,48,3,1,0,3.1813826146475015
2,5.0,0,2,2,1,0,0,0,2,7,48,4,1,0,3.1813826146475015
1,12.0,0,0,0,0,0,1,0,2,7,49,1,1,0,3.1813826146475015
1,12.0,0,1,1,0,0,1,0,2,7,49,2,1,0,3.1813826146475015
1,2.0,0,1,1,1,0,1,0,2,7,49,3,1,0,3.1813826146475015
3,13.0,0,1,1,2,0,1,0,2,7,49,4,1,0,3.1813826146475015
1,8.0,1,1,0,0,0,0,0,0,1,5,1,0,1,3.1950718685831623
1,8.0,1,2,0,1,0,0,0,0,1,5,2,0,1,3.1950718685831623
1,4.0,0,1,0,0,0,0,0,1,1,6,1,0,1,3.1950718685831623
3,5.0,0,2,0,1,0,0,0,1,1,6,2,0,1,3.1950718685831623
1,5.0,1,1,0,0,0,0,0,2,1,7,1,0,1,3.1950718685831623
2,14.0,1,1,0,1,0,0,0,2,1,7,2,0,1,3.1950718685831623
2,6.0,1,2,0,2,0,0,0,2,1,7,3,0,1,3.1950718685831623
1,4.0,0,2,0,0,0,0,0,0,2,12,1,0,2,3.1950718685831623
2,11.0,1,1,0,0,0,1,0,0,2,13,1,0,2,3.1950718685831623
1,1.0,1,2,0,1,0,1,0,0,2,13,2,0,2,3.1950718685831623
5,11.0,0,0,0,0,0,1,0,1,2,14,1,0,2,3.1950718685831623
3,13.0,0,1,1,0,0,1,0,1,2,14,2,0,2,3.1950718685831623
1,12.0,0,0,1,1,0,1,0,1,2,14,3,0,2,3.1950718685831623
3,5.0,0,2,2,1,0,1,0,1,2,14,4,0,2,3.1950718685831623
5,9.0,1,1,0,0,0,1,0,1,2,15,1,1,2,3.1950718685831623
1,14.0,1,0,0,1,0,1,0,1,2,15,2,1,2,3.1950718685831623
1,5.0,1,1,1,1,0,1,0,1,2,15,3,1,2,3.1950718685831623
1,6.0,1,1,1,2,0,1,0,1,2,15,4,1,2,3.1950718685831623
2,9.0,1,2,1,2,0,1,0,1,2,15,5,1,2,3.1950718685831623
2,14.0,1,0,0,0,1,0,0,2,2,16,1,1,2,3.1950718685831623
2,14.0,1,1,1,0,1,0,0,2,2,16,2,1,2,3.1950718685831623
1,12.0,1,1,1,1,1,0,0,2,2,16,3,1,2,3.1950718685831623
1,12.0,1,1,1,2,1,0,0,2,2,16,4,1,2,3.1950718685831623
1,3.0,0,1,0,0,0,0,0,0,3,21,1,1,2,3.1950718685831623
1,5.0,0,1,0,1,0,0,0,0,3,21,2,1,2,3.1950718685831623
1,2.0,0,1,0,2,0,0,0,0,3,21,3,1,2,3.1950718685831623
5,12.0,1,1,0,0,0,0,0,1,3,22,1,1,2,3.1950718685831623
2,14.0,1,0,0,1,0,0,0,1,3,22,2,1,2,3.1950718685831623
2,14.0,1,0,1,1,0,0,0,1,3,22,3,1,2,3.1950718685831623
1,6.0,1,2,2,1,0,0,0,1,3,22,4,1,2,3.1950718685831623
3,8.0,0,2,0,0,0,1,0,1,3,23,1,1,2,3.1950718685831623
2,12.0,1,0,0,0,0,1,0,2,3,24,1,1,2,3.1950718685831623
2,14.0,1,0,1,0,0,1,0,2,3,24,2,1,2,3.1950718685831623
3,8.0,1,1,2,0,0,1,0,2,3,24,3,1,2,3.1950718685831623
3,11.0,1,0,2,1,0,1,0,2,3,24,4,1,2,3.1950718685831623
2,6.0,1,1,3,1,0,1,0,2,3,24,5,1,2,3.1950718685831623
1,14.0,1,1,3,2,0,1,0,2,3,24,6,1,2,3.1950718685831623
3,14.0,1,1,3,2,0,1,0,2,3,24,7,1,2,3.1950718685831623
1,12.0,1,1,3,2,0,1,0,2,3,24,8,1,2,3.1950718685831623
1,12.0,0,0,0,0,0,0,0,0,4,30,1,1,3,3.1950718685831623
5,13.0,0,1,1,0,0,0,0,0,4,30,2,1,3,3.1950718685831623
1,3.0,0,1,1,1,0,0,0,0,4,30,3,1,3,3.1950718685831623
2,14.0,0,2,1,2,0,0,0,0,4,30,4,1,3,3.1950718685831623
1,14.0,1,0,0,0,0,0,0,1,4,31,1,1,3,3.1950718685831623
1,3.0,1,1,1,0,0,0,0,1,4,31,2,1,3,3.1950718685831623
2,14.0,1,0,1,1,0,0,0,1,4,31,3,1,3,3.1950718685831623
2,14.0,1,1,2,1,0,0,0,1,4,31,4,1,3,3.1950718685831623
5,14.0,1,0,2,2,0,0,0,1,4,31,5,1,3,3.1950718685831623
2,3.0,1,0,3,2,0,0,0,1,4,31,6,1,3,3.1950718685831623
5,6.0,0,2,0,0,0,0,1,1,4,32,1,1,3,3.1950718685831623
2,11.0,1,1,0,0,0,0,0,0,5,37,1,1,3,3.1950718685831623
5,9.0,1,2,0,1,0,0,0,0,5,37,2,1,3,3.1950718685831623
1,12.0,1,0,0,0,0,0,0,1,5,38,1,1,3,3.1950718685831623
2,12.0,1,1,1,0,0,0,0,1,5,38,2,1,3,3.1950718685831623
