,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
4,18401,Ronald Acuna Jr.,23,562,0.271,0.155,0.258,0.6,0.399,0.591,6.1,45.0,1.67,2.69,3.7,0.75,1.58,3.55,,0.23800000000000002,0.682,0.419,0.627,0.792,0.736,0.409,0.5429999999999999,0.111
53,11493,Manny Machado,28,894,0.286,0.1,0.155,0.64,0.353,0.515,4.7,34.0,0.74,1.58,1.6,0.13,1.18,2.25,,0.314,0.7170000000000001,0.47600000000000003,0.636,0.893,0.792,0.402,0.615,0.099
28,13611,Mookie Betts,28,796,0.273,0.11599999999999999,0.156,0.74,0.367,0.511,5.6,37.7,1.33,0.7,4.55,1.53,2.04,-0.82,,0.23399999999999999,0.629,0.40399999999999997,0.6940000000000001,0.938,0.858,0.43,0.613,0.057999999999999996
54,17929,Cedric Mullins II,26,828,0.287,0.081,0.196,0.41,0.352,0.497,6.4,31.1,0.73,1.18,5.28,1.04,1.3,2.57,,0.306,0.652,0.456,0.7140000000000001,0.873,0.812,0.434,0.5920000000000001,0.086
13,15640,Aaron Judge,29,747,0.283,0.114,0.254,0.45,0.367,0.545,2.8,43.3,1.74,0.88,0.6,3.49,-0.09,-2.73,,0.26899999999999996,0.677,0.425,0.54,0.8420000000000001,0.725,0.384,0.588,0.11699999999999999
64,9241,Starling Marte,32,776,0.301,0.071,0.18,0.39,0.369,0.449,7.3,24.6,1.04,1.71,4.04,0.66,-0.63,-3.35,,0.354,0.7190000000000001,0.498,0.63,0.882,0.774,0.39399999999999996,0.6509999999999999,0.113
9,19611,Vladimir Guerrero Jr.,22,941,0.298,0.113,0.157,0.72,0.383,0.564,3.7,64.1,2.43,1.19,1.98,3.76,-0.94,1.71,,0.281,0.764,0.474,0.5720000000000001,0.84,0.745,0.4,0.613,0.121
30,18345,Kyle Tucker,24,795,0.287,0.08900000000000001,0.171,0.52,0.349,0.544,6.5,37.5,1.5,0.36,3.26,0.41,1.7,2.18,7.88,0.309,0.8140000000000001,0.519,0.696,0.875,0.813,0.415,0.5770000000000001,0.09699999999999999
77,12533,Marcus Semien,30,960,0.255,0.095,0.204,0.46,0.327,0.498,5.2,27.7,1.31,-0.57,-0.47,1.54,0.29,-2.9,,0.254,0.713,0.44799999999999995,0.647,0.877,0.802,0.42200000000000004,0.603,0.08900000000000001
57,19326,Bryan Reynolds,26,854,0.274,0.11199999999999999,0.20600000000000002,0.55,0.362,0.481,4.8,30.3,1.79,0.84,0.3,-0.84,0.66,0.41,,0.292,0.762,0.48200000000000004,0.5870000000000001,0.875,0.7709999999999999,0.405,0.568,0.11
97,11739,J.T. Realmuto,30,732,0.263,0.087,0.242,0.36,0.344,0.453,5.5,16.2,0.9,-0.43,-1.32,2.54,0.36,7.45,,0.318,0.7170000000000001,0.484,0.649,0.8109999999999999,0.7490000000000001,0.41600000000000004,0.608,0.122
221,12916,Francisco Lindor,27,790,0.24,0.10400000000000001,0.17300000000000001,0.6,0.327,0.413,4.7,1.9,0.4,-0.51,-1.42,-0.26,0.51,-6.64,,0.315,0.72,0.47600000000000003,0.665,0.867,0.787,0.39799999999999996,0.5760000000000001,0.10099999999999999
277,19339,Nicky Lopez,26,757,0.275,0.08900000000000001,0.152,0.58,0.345,0.35,6.0,-4.0,0.09,-0.01,-0.17,0.24,-0.76,0.09,-79.97,0.282,0.647,0.44299999999999995,0.74,0.9109999999999999,0.85,0.441,0.621,0.066
39,12161,Xander Bogaerts,28,828,0.296,0.1,0.18600000000000003,0.54,0.368,0.496,4.3,35.9,1.62,0.25,1.23,-0.48,1.48,-1.53,,0.324,0.64,0.451,0.6970000000000001,0.866,0.794,0.40299999999999997,0.5820000000000001,0.09300000000000001
58,15711,Tyler O'Neill,26,694,0.261,0.076,0.304,0.25,0.331,0.515,5.5,24.4,0.79,1.44,1.29,0.83,1.07,1.74,,0.313,0.74,0.488,0.514,0.773,0.675,0.409,0.618,0.159
67,19612,Bo Bichette,23,818,0.299,0.055,0.2,0.27,0.341,0.489,6.1,26.1,0.69,0.53,-1.76,3.17,2.92,-1.07,1.23,0.429,0.7959999999999999,0.5770000000000001,0.6829999999999999,0.892,0.799,0.402,0.6579999999999999,0.11599999999999999
12,13624,Corey Seager,27,641,0.306,0.10099999999999999,0.161,0.63,0.381,0.545,3.4,39.8,3.27,0.55,-0.31,2.19,0.41,0.85,-22.02,0.326,0.847,0.542,0.52,0.868,0.745,0.414,0.638,0.138
25,19197,Will Smith,26,638,0.265,0.122,0.193,0.63,0.373,0.513,3.6,31.0,2.06,-0.29,0.72,-0.46,1.45,3.6,,0.23199999999999998,0.645,0.41,0.71,0.861,0.813,0.43200000000000005,0.564,0.077
29,13066,Teoscar Hernandez,28,802,0.295,0.062,0.263,0.24,0.345,0.538,4.2,38.0,1.54,0.72,3.58,-0.05,1.16,5.97,,0.34299999999999997,0.7340000000000001,0.504,0.522,0.8059999999999999,0.6920000000000001,0.41100000000000003,0.633,0.155
71,13621,Jeimer Candelario,27,832,0.278,0.102,0.221,0.46,0.356,0.458,3.3,24.8,1.43,-0.42,0.4,-0.47,0.31,4.74,,0.317,0.701,0.46799999999999997,0.624,0.875,0.773,0.395,0.611,0.106
52,14344,Matt Olson,27,918,0.25,0.133,0.207,0.64,0.355,0.508,2.9,34.9,0.74,1.5,1.57,0.6,0.82,0.96,,0.27,0.726,0.457,0.654,0.816,0.76,0.41100000000000003,0.537,0.11
93,18036,Jake Cronenworth,27,835,0.271,0.087,0.14400000000000002,0.61,0.343,0.464,5.3,19.8,0.51,1.11,-2.45,4.36,1.56,-0.53,,0.259,0.619,0.42,0.738,0.9359999999999999,0.8690000000000001,0.449,0.611,0.055
49,5235,Justin Turner,36,787,0.284,0.1,0.158,0.64,0.37,0.469,3.2,30.6,0.73,0.67,0.81,2.35,2.82,1.13,,0.26899999999999996,0.6809999999999999,0.442,0.72,0.894,0.8320000000000001,0.418,0.5489999999999999,0.07400000000000001
157,18314,Dansby Swanson,27,917,0.256,0.081,0.26,0.31,0.321,0.453,4.5,10.7,0.95,-0.46,0.37,0.69,0.15,6.6,,0.289,0.735,0.478,0.5770000000000001,0.7979999999999999,0.721,0.424,0.604,0.133
34,15676,Jose Abreu,34,921,0.278,0.086,0.21899999999999997,0.39,0.356,0.521,2.5,41.7,0.51,0.35,1.79,1.04,2.92,6.67,,0.36,0.67,0.484,0.601,0.85,0.7390000000000001,0.4,0.612,0.126
3,10264,Brandon Belt,33,560,0.285,0.139,0.248,0.56,0.393,0.595,3.7,45.2,1.51,2.69,1.18,1.47,2.23,-0.32,,0.23,0.775,0.45799999999999996,0.644,0.812,0.763,0.418,0.552,0.109
11,14161,Byron Buxton,27,389,0.288,0.039,0.252,0.15,0.326,0.622,5.3,24.8,1.16,3.79,4.03,3.26,-1.1,-0.14,,0.397,0.8009999999999999,0.5670000000000001,0.584,0.82,0.7240000000000001,0.42,0.6709999999999999,0.156
116,5417,Jose Altuve,31,888,0.264,0.09300000000000001,0.146,0.64,0.335,0.454,3.7,16.4,0.68,0.39,1.26,-0.71,0.64,1.51,0.65,0.355,0.6709999999999999,0.47600000000000003,0.754,0.9129999999999999,0.84,0.384,0.644,0.076
38,7304,Salvador Perez,31,821,0.284,0.038,0.251,0.15,0.323,0.561,2.1,36.5,2.1,1.12,-1.19,-0.7,0.95,1.04,,0.48100000000000004,0.7859999999999999,0.588,0.5720000000000001,0.845,0.7,0.35200000000000004,0.648,0.177
18,11368,Yasmani Grandal,32,569,0.236,0.20600000000000002,0.24600000000000002,0.84,0.396,0.484,1.4,30.3,1.84,1.8,-1.31,-0.08,-0.23,-3.73,,0.203,0.509,0.326,0.59,0.845,0.75,0.401,0.49,0.081
132,14128,Joey Gallo,27,842,0.194,0.166,0.34700000000000003,0.48,0.337,0.436,3.8,13.0,0.92,0.12,-1.23,0.13,-0.14,-3.99,,0.223,0.682,0.41100000000000003,0.434,0.726,0.633,0.41100000000000003,0.5429999999999999,0.151
231,16505,Matt Chapman,28,774,0.215,0.114,0.331,0.34,0.306,0.431,4.1,0.5,0.11,0.62,-2.78,-1.62,0.66,1.54,,0.266,0.687,0.447,0.594,0.7490000000000001,0.696,0.428,0.5920000000000001,0.136
24,12927,Brandon Nimmo,28,611,0.288,0.142,0.2,0.71,0.402,0.454,4.6,30.1,0.82,1.8,2.64,2.28,0.86,5.11,,0.205,0.679,0.418,0.636,0.861,0.8,0.44799999999999995,0.612,0.084
33,19755,Shohei Ohtani,26,814,0.242,0.145,0.294,0.49,0.355,0.542,6.8,37.4,1.32,2.23,-0.03,0.47,1.01,2.38,,0.298,0.708,0.456,0.54,0.7709999999999999,0.679,0.386,0.561,0.146
45,17350,Rafael Devers,24,912,0.275,0.08199999999999999,0.23,0.36,0.341,0.522,3.1,35.8,0.26,2.73,-1.49,1.18,2.77,4.71,-3.77,0.379,0.784,0.5379999999999999,0.6629999999999999,0.782,0.731,0.392,0.633,0.145
120,17232,Yoan Moncada,26,847,0.253,0.132,0.27,0.49,0.36,0.404,3.5,14.7,0.44,-0.23,1.87,2.65,-1.13,1.31,,0.27699999999999997,0.655,0.426,0.563,0.85,0.737,0.395,0.5579999999999999,0.11199999999999999
20,9166,Buster Posey,34,454,0.304,0.12300000000000001,0.192,0.64,0.39,0.499,1.5,24.2,1.59,0.62,1.35,-0.58,2.13,-4.88,,0.272,0.687,0.445,0.695,0.825,0.779,0.41700000000000004,0.564,0.098
56,13301,Max Muncy,30,840,0.233,0.145,0.214,0.68,0.357,0.487,3.4,30.7,1.86,0.37,2.4,-0.93,0.03,0.56,,0.188,0.623,0.373,0.5720000000000001,0.85,0.769,0.425,0.539,0.086
212,19352,Sean Murphy,26,588,0.22,0.109,0.257,0.42,0.32,0.417,1.3,2.6,0.42,-0.72,0.45,-0.26,-0.89,-1.05,,0.297,0.6829999999999999,0.45899999999999996,0.5670000000000001,0.86,0.75,0.419,0.604,0.115
80,12564,Trevor Story,28,854,0.263,0.09,0.237,0.38,0.337,0.486,7.2,24.0,0.92,-0.38,0.17,0.82,3.38,-8.08,,0.326,0.736,0.493,0.597,0.852,0.752,0.406,0.601,0.122
135,13152,Jorge Polanco,27,870,0.266,0.067,0.17600000000000002,0.38,0.318,0.464,4.2,12.6,0.73,0.33,-0.14,1.55,-0.23,-3.72,,0.319,0.695,0.478,0.698,0.9009999999999999,0.823,0.423,0.586,0.085
1,10155,Mike Trout,29,387,0.301,0.16,0.251,0.64,0.419,0.611,4.5,34.2,2.15,2.04,0.94,2.84,5.29,-0.73,,0.192,0.612,0.377,0.6509999999999999,0.8440000000000001,0.789,0.442,0.594,0.08
51,18360,Austin Riley,24,868,0.288,0.078,0.25,0.31,0.351,0.503,2.0,33.4,0.56,1.19,-0.62,4.25,1.52,-5.23,1.71,0.35200000000000004,0.758,0.51,0.614,0.823,0.735,0.391,0.637,0.135
129,16556,Ozzie Albies,24,810,0.261,0.064,0.195,0.33,0.31,0.485,6.6,13.2,1.18,-0.51,0.12,1.02,0.93,-1.99,,0.381,0.8370000000000001,0.569,0.6809999999999999,0.821,0.7659999999999999,0.41200000000000003,0.616,0.133
161,9777,Nolan Arenado,30,854,0.254,0.076,0.136,0.56,0.31,0.48,2.9,9.6,-0.69,0.62,-0.11,-0.25,2.61,10.72,,0.335,0.6729999999999999,0.47100000000000003,0.7070000000000001,0.929,0.835,0.40299999999999997,0.5870000000000001,0.078
115,11445,Mark Canha,32,868,0.235,0.131,0.21,0.63,0.366,0.393,6.0,16.1,1.11,-0.45,1.18,-0.57,0.9,5.18,,0.23600000000000002,0.623,0.39799999999999996,0.657,0.873,0.799,0.42,0.5589999999999999,0.08
256,11281,Whit Merrifield,32,985,0.279,0.053,0.138,0.38,0.319,0.407,6.5,-2.8,0.32,-1.0,0.99,0.38,0.06,5.16,,0.325,0.73,0.496,0.763,0.8909999999999999,0.843,0.424,0.604,0.078
269,15491,J.P. Crawford,26,919,0.269,0.08800000000000001,0.166,0.53,0.338,0.367,3.6,-3.6,-0.33,-0.21,0.88,-0.42,1.06,0.06,,0.252,0.644,0.43200000000000005,0.7340000000000001,0.915,0.858,0.46,0.581,0.061
46,20043,Luis Robert,23,523,0.294,0.065,0.256,0.25,0.345,0.512,5.0,20.0,0.82,1.42,-4.43,3.16,2.82,-0.29,,0.43799999999999994,0.8420000000000001,0.595,0.519,0.812,0.68,0.38799999999999996,0.6940000000000001,0.19
59,19290,Randy Arozarena,26,680,0.275,0.091,0.282,0.32,0.359,0.479,6.1,24.2,2.18,-0.25,0.25,0.09,0.09,-4.68,,0.28600000000000003,0.672,0.43799999999999994,0.5760000000000001,0.759,0.687,0.395,0.5720000000000001,0.13699999999999998
83,15986,Willy Adames,25,760,0.261,0.10099999999999999,0.303,0.33,0.336,0.481,3.7,20.7,1.67,-0.68,0.13,0.85,0.56,-4.19,,0.309,0.7290000000000001,0.48100000000000004,0.527,0.775,0.6809999999999999,0.41,0.614,0.154
103,13265,Mike Zunino,30,459,0.203,0.087,0.368,0.24,0.29,0.522,3.3,9.5,0.25,1.3,0.5,-1.21,1.98,-9.33,,0.317,0.6890000000000001,0.46799999999999997,0.48700000000000004,0.7340000000000001,0.635,0.406,0.588,0.171
89,13757,Chris Taylor,30,796,0.259,0.11199999999999999,0.27899999999999997,0.4,0.35,0.448,6.2,19.3,1.59,-0.37,-1.09,0.08,0.9,2.72,39.39,0.23800000000000002,0.7340000000000001,0.452,0.505,0.782,0.6990000000000001,0.43200000000000005,0.616,0.136
125,5933,Jean Segura,31,784,0.283,0.079,0.157,0.5,0.348,0.432,4.7,13.2,0.25,0.49,-2.37,-0.1,3.29,5.17,3.94,0.342,0.647,0.47600000000000003,0.723,0.893,0.8240000000000001,0.439,0.626,0.084
159,18564,Trent Grisham,24,779,0.245,0.109,0.235,0.46,0.335,0.427,6.0,8.9,0.09,0.58,-1.11,3.46,-0.24,5.12,,0.20600000000000002,0.639,0.39399999999999996,0.647,0.865,0.8,0.435,0.5579999999999999,0.079
225,12979,Javier Baez,28,782,0.246,0.045,0.331,0.14,0.294,0.453,5.9,0.8,-0.52,1.08,1.03,0.12,-0.21,-1.42,,0.449,0.759,0.556,0.528,0.738,0.627,0.345,0.6409999999999999,0.209
233,9785,Kyle Seager,33,918,0.22,0.099,0.21100000000000002,0.47,0.304,0.437,3.4,0.0,0.89,-0.47,1.16,-1.98,0.08,-0.71,,0.305,0.706,0.47,0.594,0.833,0.742,0.41200000000000003,0.568,0.121
6,13590,Jesse Winker,27,668,0.292,0.121,0.18100000000000002,0.67,0.392,0.552,3.0,47.4,1.72,0.41,-0.01,2.36,3.3,3.08,,0.262,0.69,0.434,0.71,0.853,0.8009999999999999,0.402,0.579,0.086
19,12856,George Springer,31,564,0.264,0.10800000000000001,0.207,0.52,0.355,0.549,4.6,30.0,2.19,0.64,-0.62,3.01,0.38,-1.61,,0.272,0.737,0.46399999999999997,0.5870000000000001,0.845,0.7559999999999999,0.41200000000000003,0.601,0.113
146,18030,Harrison Bader,27,526,0.258,0.076,0.23800000000000002,0.32,0.327,0.457,5.2,7.2,0.32,0.51,3.66,0.07,0.9,-0.84,,0.33399999999999996,0.631,0.457,0.625,0.879,0.7709999999999999,0.41600000000000004,0.603,0.105
79,14854,Mike Yastrzemski,30,757,0.245,0.107,0.24600000000000002,0.44,0.337,0.489,5.6,21.5,1.19,-0.65,0.37,-0.01,2.31,1.98,,0.262,0.66,0.435,0.64,0.841,0.773,0.436,0.589,0.099
96,9874,DJ LeMahieu,32,895,0.292,0.102,0.128,0.79,0.366,0.418,3.9,20.2,0.51,0.12,2.52,2.63,-1.13,1.98,,0.264,0.624,0.42,0.794,0.93,0.882,0.435,0.621,0.05
175,15223,Adam Frazier,29,869,0.285,0.075,0.12,0.63,0.349,0.398,4.1,8.0,0.59,-1.56,-1.6,-0.06,1.5,5.09,,0.292,0.6990000000000001,0.47100000000000003,0.7859999999999999,0.9259999999999999,0.877,0.44,0.612,0.057999999999999996
21,4314,Joey Votto,37,756,0.254,0.151,0.225,0.67,0.369,0.528,2.2,39.1,2.16,-0.5,3.92,1.27,-0.8,1.06,,0.23199999999999998,0.6809999999999999,0.41600000000000004,0.591,0.8290000000000001,0.7509999999999999,0.41100000000000003,0.578,0.10400000000000001
169,10472,Enrique Hernandez,29,733,0.246,0.091,0.192,0.48,0.323,0.44,3.7,7.6,0.86,0.52,0.23,-0.9,-0.28,1.16,-5.05,0.28600000000000003,0.693,0.456,0.61,0.878,0.78,0.418,0.5770000000000001,0.1
210,13853,Joey Wendle,31,685,0.271,0.055,0.21600000000000003,0.26,0.326,0.425,6.0,3.3,0.03,-1.07,-1.01,-0.62,5.16,-0.41,,0.369,0.643,0.483,0.6579999999999999,0.898,0.79,0.415,0.639,0.10099999999999999
31,9256,A.J. Pollock,33,632,0.29,0.066,0.198,0.34,0.342,0.547,4.0,28.9,3.3,0.72,-1.17,-1.04,-2.2,-1.73,,0.363,0.713,0.511,0.613,0.889,0.775,0.42100000000000004,0.65,0.115
44,2434,Nelson Cruz,40,798,0.275,0.095,0.231,0.41,0.351,0.523,2.7,32.0,1.79,0.18,-0.5,0.23,0.79,-2.4,,0.348,0.735,0.5,0.569,0.8109999999999999,0.7090000000000001,0.39399999999999996,0.61,0.145
70,10047,Wil Myers,30,718,0.266,0.1,0.27399999999999997,0.37,0.34,0.488,4.2,21.3,1.1,0.43,0.04,0.09,1.6,0.09,,0.284,0.679,0.447,0.5760000000000001,0.7929999999999999,0.7120000000000001,0.41200000000000003,0.639,0.129
108,5254,Robbie Grossman,31,863,0.239,0.138,0.22399999999999998,0.62,0.354,0.43,5.6,17.8,1.01,-1.45,1.93,1.25,0.49,-2.44,,0.207,0.6459999999999999,0.39399999999999996,0.662,0.877,0.812,0.426,0.541,0.07400000000000001
62,17982,Ty France,25,805,0.294,0.071,0.17800000000000002,0.4,0.368,0.449,2.1,26.3,0.9,0.62,2.72,0.51,1.01,-0.13,,0.33,0.732,0.494,0.6729999999999999,0.91,0.816,0.408,0.579,0.091
101,17027,Alex Verdugo,25,825,0.294,0.08199999999999999,0.171,0.48,0.355,0.44,4.4,17.6,0.7,-0.1,1.16,3.16,0.11,-4.11,16.86,0.295,0.634,0.441,0.7190000000000001,0.9079999999999999,0.836,0.431,0.556,0.07200000000000001
122,11609,Willson Contreras,29,708,0.239,0.102,0.275,0.37,0.345,0.429,3.0,12.2,0.69,-0.24,1.73,0.3,0.01,-4.35,,0.318,0.667,0.45799999999999996,0.48700000000000004,0.816,0.679,0.401,0.609,0.147
288,11038,Kevin Kiermaier,31,549,0.247,0.09699999999999999,0.257,0.38,0.326,0.381,7.1,-3.8,0.15,1.1,-2.29,-0.36,0.49,-5.19,,0.312,0.754,0.49700000000000005,0.5379999999999999,0.815,0.7140000000000001,0.418,0.61,0.142
27,11737,Nick Castellanos,29,827,0.284,0.073,0.23,0.32,0.343,0.55,3.7,39.1,2.41,0.0,1.02,-0.21,0.48,-3.85,,0.397,0.7829999999999999,0.539,0.545,0.8340000000000001,0.7,0.369,0.611,0.162
65,5038,Josh Donaldson,35,645,0.243,0.14300000000000002,0.214,0.67,0.355,0.474,1.3,20.8,0.96,1.25,-0.39,-2.9,-0.25,4.93,,0.261,0.7040000000000001,0.441,0.601,0.81,0.737,0.40700000000000003,0.564,0.11599999999999999
145,18577,Ke'Bryan Hayes,24,491,0.28,0.081,0.218,0.37,0.34,0.432,5.9,7.3,-0.05,1.16,1.82,-2.05,1.57,-4.9,,0.295,0.636,0.436,0.637,0.927,0.8109999999999999,0.413,0.609,0.08199999999999999
35,19556,Yordan Alvarez,24,607,0.277,0.08199999999999999,0.24100000000000002,0.34,0.346,0.532,2.9,27.8,0.59,1.84,3.69,1.25,-0.7,-0.26,16.13,0.3,0.623,0.429,0.628,0.9129999999999999,0.7929999999999999,0.4,0.5539999999999999,0.08900000000000001
100,14894,Tony Kemp,29,511,0.272,0.131,0.127,1.03,0.377,0.392,5.3,10.9,0.31,2.82,2.59,0.27,0.44,2.21,,0.23600000000000002,0.654,0.419,0.7759999999999999,0.9109999999999999,0.868,0.43700000000000006,0.599,0.055
178,12532,Kolten Wong,30,700,0.27,0.073,0.161,0.45,0.34,0.412,5.6,6.3,0.72,1.04,1.0,-0.99,-0.6,4.65,,0.305,0.674,0.46,0.7070000000000001,0.9059999999999999,0.83,0.42100000000000004,0.591,0.078
262,10556,Cesar Hernandez,31,898,0.247,0.092,0.214,0.43,0.321,0.392,2.7,-3.2,-0.57,1.47,-0.63,1.85,-0.63,1.78,,0.28,0.675,0.451,0.64,0.897,0.8059999999999999,0.433,0.614,0.087
322,19470,Tommy Edman,26,918,0.259,0.059000000000000004,0.156,0.38,0.31,0.382,6.0,-11.3,-0.68,1.09,2.96,0.21,-0.22,-0.63,,0.307,0.66,0.461,0.745,0.92,0.8540000000000001,0.436,0.58,0.067
60,19251,Pete Alonso,26,876,0.254,0.096,0.215,0.45,0.339,0.511,3.2,29.9,1.13,1.47,-0.65,-0.96,-0.43,8.79,,0.345,0.7,0.484,0.612,0.862,0.753,0.39,0.5920000000000001,0.12
86,16376,Michael Conforto,28,712,0.262,0.11699999999999999,0.226,0.52,0.367,0.428,2.5,18.7,0.72,-0.15,2.51,-1.18,0.48,6.78,,0.276,0.6859999999999999,0.442,0.6559999999999999,0.846,0.775,0.405,0.598,0.1
118,10059,Max Stassi,30,424,0.25,0.092,0.28800000000000003,0.32,0.333,0.452,2.3,7.7,-0.52,-0.65,4.23,0.73,5.08,-1.77,,0.271,0.677,0.449,0.5579999999999999,0.805,0.721,0.43700000000000006,0.623,0.125
176,11265,Jonathan Schoop,29,851,0.278,0.053,0.20199999999999999,0.26,0.321,0.443,3.3,8.3,0.47,-0.46,0.05,0.9,0.55,-2.35,,0.39799999999999996,0.726,0.532,0.634,0.871,0.7659999999999999,0.408,0.589,0.125
190,7802,Miguel Rojas,32,682,0.273,0.078,0.135,0.58,0.336,0.413,5.4,5.7,0.25,-0.34,-1.06,0.11,2.08,7.77,,0.28800000000000003,0.655,0.44299999999999995,0.695,0.9009999999999999,0.823,0.42,0.575,0.078
265,13723,Jacob Stallings,31,570,0.246,0.11199999999999999,0.21899999999999997,0.51,0.333,0.371,1.4,-2.2,-0.33,-0.54,0.91,0.7,0.96,-2.96,,0.258,0.6629999999999999,0.414,0.5820000000000001,0.897,0.7759999999999999,0.384,0.596,0.09300000000000001
15,9929,Darin Ruf,34,412,0.272,0.14300000000000002,0.267,0.54,0.381,0.519,3.9,23.0,1.04,2.06,1.52,3.72,-0.95,0.32,2.2,0.24100000000000002,0.598,0.38799999999999996,0.606,0.8490000000000001,0.7609999999999999,0.413,0.534,0.09300000000000001
155,10950,Adam Duvall,32,764,0.23,0.065,0.298,0.22,0.287,0.502,3.9,9.5,0.33,-0.34,3.08,3.87,-2.0,-5.43,-8.43,0.369,0.679,0.498,0.583,0.852,0.736,0.415,0.626,0.132
76,4106,Michael Brantley,34,695,0.308,0.07200000000000001,0.11699999999999999,0.62,0.363,0.448,3.6,20.2,0.8,1.31,1.1,-0.59,0.21,3.8,23.43,0.27699999999999997,0.65,0.439,0.8079999999999999,0.9359999999999999,0.89,0.434,0.62,0.048
239,12144,Max Kepler,28,686,0.216,0.111,0.192,0.58,0.31,0.42,5.7,-0.8,0.88,-0.65,0.87,-0.49,-0.52,0.51,,0.259,0.706,0.447,0.628,0.885,0.799,0.42,0.5710000000000001,0.09
282,13338,Omar Narvaez,29,571,0.246,0.1,0.215,0.46,0.331,0.373,1.4,-3.3,0.13,-2.09,-1.91,0.18,0.22,2.73,,0.34600000000000003,0.758,0.514,0.634,0.87,0.775,0.406,0.601,0.115
98,15429,Kris Bryant,29,733,0.253,0.10099999999999999,0.239,0.42,0.341,0.455,5.0,16.0,0.96,0.75,0.39,-0.12,0.23,-1.59,,0.303,0.7609999999999999,0.484,0.539,0.858,0.738,0.396,0.602,0.127
106,17919,Ian Happ,26,766,0.235,0.12,0.28600000000000003,0.42,0.334,0.456,3.6,15.7,0.53,-0.38,0.28,1.07,1.0,-2.18,,0.265,0.68,0.43700000000000006,0.49200000000000005,0.802,0.6920000000000001,0.414,0.581,0.135
113,17678,Alex Bregman,27,580,0.261,0.11699999999999999,0.136,0.86,0.353,0.431,2.6,10.8,-0.01,0.07,-1.15,1.15,2.48,2.67,,0.21,0.643,0.39799999999999996,0.7290000000000001,0.935,0.8740000000000001,0.434,0.5479999999999999,0.05
