,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
181,11200,Kole Calhoun,31,632,0.232,0.111,0.256,0.43,0.325,0.467,3.7,5.4,0.74,0.43,-2.74,0.11,-0.47,-0.26,,0.29,0.752,0.48100000000000004,0.485,0.809,0.695,0.414,0.593,0.147
158,11493,Manny Machado,26,661,0.256,0.098,0.19399999999999998,0.51,0.334,0.462,3.2,8.6,1.15,-1.93,3.97,-0.88,-2.64,-6.26,,0.314,0.698,0.466,0.625,0.8759999999999999,0.774,0.396,0.616,0.105
170,12858,Brian Goodwin,28,458,0.262,0.083,0.282,0.29,0.326,0.47,5.4,4.9,1.23,-0.63,-2.24,0.59,0.8,-8.14,,0.282,0.594,0.42,0.613,0.82,0.743,0.444,0.59,0.10800000000000001
153,3142,Robinson Chirinos,35,437,0.238,0.11699999999999999,0.28600000000000003,0.41,0.347,0.443,2.8,6.2,1.2,-0.01,-2.81,1.1,-1.19,-2.33,,0.335,0.6890000000000001,0.47100000000000003,0.508,0.818,0.6829999999999999,0.384,0.627,0.149
169,12859,James McCann,29,476,0.273,0.063,0.28800000000000003,0.22,0.328,0.46,3.8,5.2,-0.11,0.28,0.53,0.23,1.64,8.61,-4.23,0.353,0.688,0.496,0.569,0.836,0.727,0.428,0.609,0.135
188,17975,Scott Kingery,25,500,0.258,0.068,0.294,0.23,0.315,0.474,6.4,3.8,0.31,1.63,-3.14,-0.4,0.43,-5.26,,0.337,0.733,0.504,0.539,0.8,0.6990000000000001,0.42200000000000004,0.636,0.152
195,4940,Jason Heyward,29,589,0.251,0.115,0.187,0.62,0.343,0.429,4.7,3.9,1.68,-1.83,0.13,-1.42,-2.07,-1.13,,0.303,0.68,0.45399999999999996,0.677,0.878,0.797,0.4,0.545,0.092
223,16375,Oscar Mercado,24,482,0.269,0.057999999999999996,0.174,0.33,0.318,0.443,6.3,0.2,-0.07,0.29,-0.38,0.5,0.09,3.35,,0.311,0.777,0.507,0.5539999999999999,0.898,0.777,0.42200000000000004,0.612,0.113
289,6609,Freddy Galvis,29,589,0.26,0.048,0.24600000000000002,0.19,0.296,0.438,3.2,-6.4,0.14,-2.13,2.35,-0.19,-1.28,-2.3,-3.24,0.402,0.732,0.54,0.634,0.8190000000000001,0.738,0.418,0.613,0.141
136,17027,Alex Verdugo,23,377,0.294,0.069,0.13,0.53,0.342,0.475,4.0,7.0,1.42,-1.48,2.17,-1.36,-0.58,-3.0,,0.311,0.622,0.446,0.721,0.937,0.852,0.435,0.5920000000000001,0.066
145,17696,Kevin Newman,25,531,0.308,0.053,0.11699999999999999,0.45,0.353,0.446,5.5,9.0,0.38,1.64,1.4,-0.52,0.67,12.76,,0.373,0.6940000000000001,0.507,0.772,0.943,0.87,0.418,0.638,0.066
160,5760,Avisail Garcia,28,530,0.282,0.057999999999999996,0.23600000000000002,0.25,0.332,0.464,4.4,6.5,0.46,0.56,0.38,-1.87,-0.66,-0.6,,0.4,0.8190000000000001,0.564,0.544,0.8059999999999999,0.693,0.391,0.623,0.17300000000000001
211,11265,Jonathan Schoop,27,464,0.256,0.043,0.25,0.17,0.304,0.473,2.9,1.7,-1.78,1.83,0.15,1.65,1.24,-5.08,,0.434,0.8079999999999999,0.5820000000000001,0.546,0.818,0.696,0.396,0.625,0.177
219,9368,Evan Longoria,33,508,0.254,0.085,0.22,0.38,0.325,0.437,3.6,1.0,0.67,-0.16,-3.2,0.29,0.19,-5.21,,0.326,0.6659999999999999,0.46799999999999997,0.6759999999999999,0.8290000000000001,0.767,0.41700000000000004,0.604,0.109
236,11902,Hanser Alberto,26,550,0.305,0.028999999999999998,0.091,0.32,0.329,0.422,3.2,-0.8,1.39,-1.31,-0.13,-0.29,0.62,-3.16,,0.47600000000000003,0.737,0.583,0.787,0.9359999999999999,0.865,0.41100000000000003,0.662,0.079
274,9134,Tyler Flowers,33,310,0.229,0.1,0.33899999999999997,0.3,0.319,0.413,3.7,-2.7,0.88,-2.21,-2.34,-2.55,0.21,-5.4,,0.309,0.68,0.469,0.461,0.78,0.66,0.43200000000000005,0.648,0.159
90,16478,Kyle Schwarber,26,610,0.25,0.115,0.256,0.45,0.339,0.531,3.1,19.5,1.46,0.75,1.14,-1.03,0.73,-0.35,,0.264,0.6679999999999999,0.43,0.603,0.816,0.7390000000000001,0.41100000000000003,0.556,0.11199999999999999
99,3410,Ryan Braun,35,508,0.285,0.067,0.207,0.32,0.343,0.505,5.4,15.0,1.07,1.06,-0.19,-0.95,-0.66,0.11,,0.374,0.727,0.513,0.599,0.892,0.763,0.395,0.614,0.122
119,16472,Rhys Hoskins,26,705,0.226,0.165,0.245,0.67,0.364,0.454,3.6,16.4,0.66,0.98,-1.17,-0.27,1.13,-4.87,,0.24,0.61,0.392,0.6809999999999999,0.84,0.782,0.41,0.54,0.085
156,10324,Marcell Ozuna,28,549,0.241,0.113,0.20800000000000002,0.54,0.328,0.472,4.8,7.4,1.22,-1.49,-2.51,-0.46,0.26,-1.59,,0.3,0.6920000000000001,0.449,0.578,0.86,0.743,0.37799999999999995,0.588,0.115
179,14225,Yasiel Puig,28,611,0.267,0.07200000000000001,0.218,0.33,0.327,0.458,4.9,5.5,0.18,1.39,0.75,-0.78,-0.55,-1.71,,0.342,0.778,0.526,0.593,0.8320000000000001,0.742,0.42100000000000004,0.606,0.136
227,15464,Hunter Renfroe,27,494,0.216,0.09300000000000001,0.312,0.3,0.289,0.489,4.2,0.0,-0.11,0.55,0.61,-3.43,3.8,4.8,10.44,0.319,0.667,0.45899999999999996,0.574,0.813,0.7140000000000001,0.40299999999999997,0.623,0.131
191,785,Todd Frazier,33,499,0.251,0.08,0.212,0.38,0.329,0.443,3.0,3.5,1.78,-1.31,-3.05,-0.57,-2.41,1.36,,0.285,0.636,0.42700000000000005,0.609,0.858,0.759,0.405,0.557,0.10300000000000001
238,15518,Amed Rosario,23,655,0.287,0.047,0.18899999999999997,0.25,0.323,0.432,5.6,-1.0,0.96,-1.87,-1.18,0.19,-1.16,7.82,,0.381,0.718,0.517,0.64,0.882,0.7759999999999999,0.40299999999999997,0.623,0.11599999999999999
244,18314,Dansby Swanson,25,545,0.251,0.094,0.228,0.41,0.325,0.422,5.3,-1.4,0.93,-0.63,-1.74,-1.28,-1.63,0.2,,0.27899999999999997,0.7040000000000001,0.45799999999999996,0.5920000000000001,0.825,0.743,0.42200000000000004,0.563,0.11800000000000001
116,5452,Ji-Man Choi,28,487,0.261,0.131,0.222,0.59,0.363,0.459,2.6,11.8,0.53,0.59,-2.12,1.18,1.35,0.54,,0.24100000000000002,0.68,0.42700000000000005,0.5820000000000001,0.8440000000000001,0.759,0.424,0.614,0.10300000000000001
126,13338,Omar Narvaez,27,482,0.278,0.098,0.191,0.51,0.353,0.46,1.3,10.3,1.27,-1.19,3.77,-0.38,-1.18,0.26,,0.289,0.723,0.47700000000000004,0.7290000000000001,0.83,0.7959999999999999,0.433,0.602,0.098
178,13757,Chris Taylor,28,414,0.262,0.08900000000000001,0.278,0.32,0.333,0.462,6.4,4.0,1.41,-1.54,-0.54,0.66,-1.22,-3.16,,0.298,0.7490000000000001,0.496,0.479,0.816,0.703,0.439,0.626,0.147
155,14593,David Bote,26,356,0.257,0.124,0.261,0.47,0.362,0.422,3.6,4.8,0.03,0.22,0.72,-1.24,3.21,-5.0,,0.316,0.669,0.457,0.5379999999999999,0.812,0.698,0.39799999999999996,0.5670000000000001,0.138
177,4962,Asdrubal Cabrera,33,514,0.26,0.111,0.2,0.55,0.342,0.441,3.8,5.1,0.14,-0.6,0.65,-0.95,2.62,4.62,,0.28800000000000003,0.6709999999999999,0.45299999999999996,0.705,0.873,0.812,0.431,0.58,0.085
295,4579,Starlin Castro,29,676,0.27,0.040999999999999995,0.16399999999999998,0.25,0.3,0.436,2.9,-7.8,-0.29,-2.05,-0.14,0.1,0.38,-5.71,,0.345,0.6940000000000001,0.49200000000000005,0.7020000000000001,0.909,0.825,0.42100000000000004,0.602,0.086
299,10231,Jose Iglesias,29,530,0.288,0.038,0.132,0.29,0.318,0.407,3.9,-6.3,-0.31,-1.34,-3.47,-0.51,2.14,-0.78,,0.467,0.6809999999999999,0.5539999999999999,0.816,0.905,0.86,0.406,0.647,0.077
368,10847,Andrelton Simmons,29,424,0.264,0.057,0.087,0.65,0.309,0.364,4.2,-10.9,-1.5,-1.24,-4.32,1.86,-1.21,-9.97,,0.322,0.6859999999999999,0.47700000000000004,0.735,0.951,0.867,0.426,0.604,0.063
44,8252,Hunter Pence,36,316,0.297,0.08199999999999999,0.218,0.38,0.358,0.552,5.1,15.6,1.35,2.6,5.85,-2.14,-0.11,0.58,,0.371,0.75,0.513,0.618,0.772,0.703,0.376,0.6459999999999999,0.153
88,19238,Lourdes Gurriel Jr.,25,343,0.277,0.057999999999999996,0.251,0.23,0.327,0.541,5.1,11.2,-0.43,3.11,0.17,0.44,2.2,9.25,-9.07,0.386,0.6990000000000001,0.507,0.586,0.7829999999999999,0.691,0.386,0.65,0.157
79,18568,Luis Arraez,22,366,0.334,0.098,0.079,1.24,0.399,0.439,3.1,12.8,0.95,1.22,-0.4,0.33,1.69,0.02,,0.26899999999999996,0.621,0.42,0.895,0.9540000000000001,0.9329999999999999,0.428,0.552,0.027999999999999997
146,13620,Carson Kelly,24,365,0.245,0.132,0.21600000000000003,0.61,0.348,0.478,1.2,6.1,0.53,-1.98,-1.04,0.38,3.36,2.5,,0.25,0.643,0.418,0.64,0.868,0.79,0.42700000000000005,0.564,0.08800000000000001
184,17901,Andrew Benintendi,24,615,0.266,0.096,0.228,0.42,0.343,0.431,5.1,5.1,0.23,-0.19,-0.64,5.28,-1.74,-2.72,-7.22,0.32899999999999996,0.7859999999999999,0.512,0.6890000000000001,0.826,0.773,0.39899999999999997,0.618,0.11599999999999999
265,12984,Jackie Bradley Jr.,29,567,0.225,0.099,0.273,0.36,0.317,0.421,4.6,-3.1,0.73,0.27,1.0,-1.03,-1.5,-4.19,-7.12,0.3,0.715,0.48,0.565,0.764,0.6940000000000001,0.434,0.614,0.147
322,8709,Elvis Andrus,30,648,0.275,0.052000000000000005,0.14800000000000002,0.35,0.313,0.393,6.4,-11.3,0.25,-0.56,-1.56,-0.85,-0.9,1.69,,0.349,0.62,0.46399999999999997,0.6859999999999999,0.909,0.812,0.42200000000000004,0.637,0.087
336,9166,Buster Posey,32,445,0.257,0.076,0.16,0.48,0.32,0.368,1.2,-8.5,-0.36,-1.47,-2.82,-0.05,-1.24,-6.99,34.42,0.306,0.693,0.47,0.6779999999999999,0.9109999999999999,0.8240000000000001,0.423,0.598,0.083
354,5913,Leury Garcia,28,618,0.279,0.034,0.225,0.15,0.31,0.378,6.1,-13.6,0.06,-0.49,0.37,-1.51,-1.05,-3.0,42.98,0.385,0.732,0.539,0.635,0.866,0.774,0.44299999999999995,0.628,0.122
359,18030,Harrison Bader,25,406,0.205,0.113,0.28800000000000003,0.39,0.314,0.366,6.5,-9.4,1.48,-1.85,-2.79,-1.21,-1.02,-2.3,,0.282,0.583,0.41200000000000003,0.608,0.851,0.7559999999999999,0.431,0.608,0.1
70,13744,David Dahl,25,413,0.302,0.068,0.266,0.25,0.353,0.524,5.6,15.7,2.15,-0.68,0.83,0.73,1.11,-4.02,,0.379,0.733,0.521,0.622,0.792,0.718,0.401,0.61,0.147
74,5223,Cameron Maybin,32,269,0.285,0.11199999999999999,0.268,0.42,0.364,0.494,4.5,9.9,1.2,-0.54,7.63,-0.72,0.33,-6.21,,0.273,0.634,0.419,0.5770000000000001,0.83,0.732,0.405,0.602,0.11199999999999999
106,19755,Shohei Ohtani,24,425,0.286,0.078,0.259,0.3,0.343,0.505,6.2,11.9,1.37,2.09,-0.11,0.79,-0.98,-0.5,,0.32799999999999996,0.741,0.491,0.6609999999999999,0.81,0.75,0.396,0.584,0.12300000000000001
109,12371,Tommy La Stella,30,321,0.295,0.062,0.087,0.71,0.346,0.486,1.8,8.7,1.29,-0.87,-0.99,6.38,-1.25,-7.9,,0.26,0.5870000000000001,0.41700000000000004,0.8220000000000001,0.935,0.899,0.48100000000000004,0.62,0.042
192,8722,Jason Castro,32,275,0.232,0.12,0.32,0.38,0.332,0.435,1.7,1.9,1.16,-0.25,-1.46,-1.74,-0.24,-1.64,,0.252,0.7090000000000001,0.452,0.506,0.722,0.654,0.43799999999999994,0.556,0.156
199,12037,Jon Berti,29,287,0.273,0.084,0.254,0.33,0.348,0.406,7.1,1.6,-0.59,0.98,4.18,0.85,5.6,-0.13,,0.25,0.631,0.41600000000000004,0.606,0.857,0.772,0.436,0.62,0.095
260,8090,Matt Carpenter,33,492,0.226,0.128,0.262,0.49,0.334,0.392,4.5,-2.2,1.21,-1.03,-1.61,0.65,-2.52,-3.51,,0.228,0.636,0.402,0.603,0.84,0.763,0.42700000000000005,0.547,0.095
348,14712,Manuel Margot,24,441,0.234,0.086,0.2,0.43,0.304,0.387,6.7,-9.2,-0.88,0.46,0.86,-1.11,1.27,-5.64,,0.25,0.6629999999999999,0.431,0.652,0.8740000000000001,0.802,0.439,0.601,0.085
22,7859,Charlie Blackmon,32,634,0.314,0.063,0.16399999999999998,0.38,0.364,0.576,4.6,36.9,1.18,3.26,0.65,4.24,1.06,-1.93,,0.33299999999999996,0.708,0.49700000000000005,0.7020000000000001,0.8859999999999999,0.8170000000000001,0.43700000000000006,0.62,0.091
60,19197,Will Smith,24,196,0.253,0.092,0.265,0.35,0.337,0.571,3.7,8.3,0.96,-0.27,1.61,0.48,4.83,16.18,,0.249,0.652,0.425,0.569,0.8640000000000001,0.767,0.43700000000000006,0.612,0.099
128,15676,Jose Abreu,32,693,0.284,0.052000000000000005,0.21899999999999997,0.24,0.33,0.503,2.3,14.5,1.05,-0.99,-2.15,-0.39,2.42,-5.38,6.38,0.373,0.6709999999999999,0.495,0.621,0.892,0.772,0.41,0.5770000000000001,0.113
137,16578,Yandy Diaz,27,347,0.267,0.10099999999999999,0.17600000000000002,0.57,0.34,0.476,3.6,6.4,0.78,-1.1,-1.43,4.38,1.2,-3.2,,0.253,0.726,0.449,0.655,0.86,0.7929999999999999,0.415,0.605,0.09300000000000001
152,15279,Garrett Cooper,28,421,0.281,0.078,0.261,0.3,0.344,0.446,2.1,6.0,0.14,2.14,-2.34,0.3,-1.17,-5.13,,0.37,0.66,0.484,0.7020000000000001,0.865,0.79,0.395,0.6509999999999999,0.102
263,7739,Travis d'Arnaud,30,391,0.251,0.08199999999999999,0.217,0.38,0.312,0.433,1.9,-2.0,-1.3,1.35,0.81,0.28,3.07,1.17,,0.354,0.701,0.503,0.644,0.82,0.7490000000000001,0.431,0.632,0.126
256,5933,Jean Segura,29,618,0.28,0.049,0.11800000000000001,0.41,0.323,0.42,5.4,-2.6,0.19,-0.44,-1.82,-0.85,1.02,1.61,,0.37200000000000005,0.61,0.47,0.7759999999999999,0.943,0.866,0.414,0.615,0.063
267,5497,Marwin Gonzalez,30,463,0.264,0.067,0.212,0.32,0.322,0.414,2.1,-2.7,0.93,-1.4,-2.29,-0.82,-0.64,-1.97,,0.359,0.6920000000000001,0.499,0.66,0.861,0.777,0.42,0.62,0.111
5,9549,David Freese,36,186,0.315,0.124,0.237,0.52,0.403,0.599,1.9,15.3,1.25,4.15,2.5,0.56,-0.03,-2.99,,0.293,0.6459999999999999,0.44799999999999995,0.585,0.797,0.7190000000000001,0.439,0.624,0.126
85,5827,Wilmer Flores,27,285,0.317,0.053,0.109,0.48,0.361,0.487,1.0,9.5,0.06,0.97,5.77,0.11,-0.6,0.89,,0.313,0.644,0.45899999999999996,0.851,0.927,0.897,0.44,0.635,0.047
197,1433,Wilson Ramos,31,524,0.288,0.084,0.132,0.64,0.351,0.416,1.6,3.1,-0.48,2.28,-0.14,0.4,-1.08,8.38,,0.375,0.7609999999999999,0.539,0.691,0.895,0.813,0.424,0.6409999999999999,0.10099999999999999
479,12976,Austin Hedges,26,347,0.176,0.078,0.314,0.25,0.252,0.311,2.0,-23.3,-1.14,-3.45,3.24,-0.57,-3.66,-8.71,-11.83,0.376,0.696,0.507,0.525,0.805,0.682,0.408,0.591,0.161
27,19612,Bo Bichette,21,212,0.311,0.066,0.23600000000000002,0.28,0.358,0.571,3.3,11.8,1.73,1.46,-1.83,-1.81,1.12,22.02,,0.386,0.75,0.5329999999999999,0.706,0.8109999999999999,0.7659999999999999,0.405,0.6509999999999999,0.125
81,15482,Aristides Aquino,25,225,0.259,0.071,0.267,0.27,0.316,0.576,4.6,7.8,-0.18,1.55,1.28,1.8,0.59,-4.85,,0.41200000000000003,0.83,0.557,0.5479999999999999,0.76,0.657,0.34700000000000003,0.622,0.191
83,14811,Luke Voit,28,510,0.263,0.139,0.278,0.5,0.378,0.464,2.0,17.6,0.63,0.72,6.07,-1.93,1.01,-1.2,11.58,0.266,0.7859999999999999,0.474,0.442,0.7809999999999999,0.667,0.401,0.598,0.158
149,2136,David Peralta,31,423,0.275,0.083,0.20600000000000002,0.4,0.343,0.461,2.8,6.5,0.23,-0.63,0.01,2.02,-0.4,8.93,,0.371,0.6970000000000001,0.504,0.648,0.871,0.774,0.40700000000000003,0.65,0.114
210,15487,Victor Reyes,24,292,0.304,0.048,0.21899999999999997,0.22,0.336,0.431,6.4,1.2,0.3,-1.46,-1.15,1.3,0.08,4.0,,0.39,0.682,0.515,0.745,0.87,0.816,0.428,0.586,0.095
254,10556,Cesar Hernandez,29,667,0.279,0.067,0.15,0.45,0.333,0.408,4.5,-2.7,-0.67,1.69,0.29,1.63,-0.44,2.51,,0.298,0.654,0.455,0.738,0.905,0.8440000000000001,0.442,0.619,0.071
412,16535,Danny Jansen,24,384,0.207,0.081,0.20600000000000002,0.39,0.279,0.36,2.5,-15.0,-1.07,-0.55,0.05,-0.03,-3.67,-9.89,-23.27,0.297,0.72,0.47,0.6779999999999999,0.893,0.813,0.41,0.6559999999999999,0.08800000000000001
403,13608,Mallex Smith,26,566,0.227,0.07400000000000001,0.249,0.3,0.3,0.335,8.8,-20.6,-0.27,-1.21,0.35,-1.09,-1.93,0.32,,0.293,0.6890000000000001,0.473,0.608,0.8029999999999999,0.737,0.456,0.629,0.124
64,17919,Ian Happ,24,156,0.264,0.096,0.25,0.38,0.333,0.564,5.5,6.5,-0.58,10.87,-8.27,3.14,5.71,-10.37,,0.34,0.753,0.519,0.541,0.821,0.7170000000000001,0.434,0.615,0.147
54,3353,Matt Joyce,34,238,0.295,0.16,0.18899999999999997,0.84,0.408,0.45,1.3,10.7,1.92,-1.28,2.07,0.86,1.68,-4.67,,0.255,0.685,0.42700000000000005,0.654,0.825,0.763,0.4,0.542,0.10099999999999999
130,17484,Eloy Jimenez,22,504,0.267,0.06,0.266,0.22,0.315,0.513,2.4,10.2,0.38,1.26,-0.87,0.32,0.25,-2.33,,0.36700000000000005,0.716,0.499,0.565,0.802,0.6940000000000001,0.379,0.669,0.153
125,15937,Aledmys Diaz,28,247,0.271,0.105,0.113,0.93,0.356,0.467,4.4,5.4,0.45,1.16,-4.52,3.55,1.75,1.65,,0.278,0.68,0.451,0.622,0.92,0.816,0.43,0.575,0.083
123,8623,Donovan Solano,31,228,0.33,0.044000000000000004,0.215,0.2,0.36,0.456,2.7,5.1,0.79,-0.03,0.49,1.2,-0.34,5.34,,0.39,0.6629999999999999,0.506,0.7490000000000001,0.89,0.8270000000000001,0.424,0.649,0.087
180,13359,Tyler Naquin,28,294,0.288,0.048,0.22399999999999998,0.21,0.325,0.467,3.2,2.6,-0.39,-2.72,4.4,5.37,1.68,-11.36,,0.397,0.7509999999999999,0.546,0.677,0.8240000000000001,0.762,0.42100000000000004,0.6729999999999999,0.13
144,12927,Brandon Nimmo,26,254,0.221,0.18100000000000002,0.28,0.65,0.375,0.407,4.9,4.3,1.22,2.16,-0.83,-0.97,-3.19,1.92,,0.2,0.6579999999999999,0.40299999999999997,0.521,0.836,0.7490000000000001,0.444,0.575,0.10099999999999999
209,13066,Teoscar Hernandez,26,464,0.23,0.09699999999999999,0.33,0.29,0.306,0.472,4.4,1.9,-0.01,-0.99,1.67,0.93,0.05,-1.46,,0.303,0.7290000000000001,0.473,0.556,0.772,0.6890000000000001,0.39799999999999996,0.653,0.147
270,12180,Jorge Alfaro,26,465,0.262,0.047,0.331,0.14,0.312,0.425,2.6,-3.2,0.58,-1.16,-1.17,0.08,-1.45,-8.29,,0.504,0.8079999999999999,0.612,0.528,0.7659999999999999,0.639,0.35600000000000004,0.632,0.221
305,7802,Miguel Rojas,30,526,0.284,0.061,0.11800000000000001,0.52,0.331,0.379,3.7,-6.8,-0.97,-0.06,-2.8,2.48,-0.1,-2.56,,0.322,0.659,0.47,0.7440000000000001,0.9109999999999999,0.847,0.44,0.669,0.07200000000000001
340,13723,Jacob Stallings,29,210,0.262,0.076,0.19,0.4,0.325,0.382,1.6,-4.1,0.14,-2.34,-1.3,-0.29,1.08,-6.44,,0.38,0.695,0.507,0.617,0.879,0.762,0.40399999999999997,0.614,0.121
313,9077,Lorenzo Cain,33,623,0.26,0.08,0.17,0.47,0.325,0.372,4.2,-9.5,0.0,-0.08,-1.47,-0.75,-1.64,-6.62,,0.28,0.6659999999999999,0.447,0.6629999999999999,0.914,0.825,0.433,0.604,0.078
397,4866,Jarrod Dyson,34,452,0.23,0.10400000000000001,0.19,0.55,0.313,0.32,7.1,-15.4,-1.07,1.97,0.73,-2.29,-0.64,1.08,,0.247,0.6559999999999999,0.424,0.649,0.875,0.8,0.431,0.551,0.085
67,10762,Corey Dickerson,30,279,0.304,0.057,0.201,0.29,0.341,0.565,3.5,11.3,1.22,-1.61,2.82,3.06,1.42,-4.97,,0.462,0.778,0.584,0.716,0.7929999999999999,0.7559999999999999,0.385,0.616,0.142
65,12775,Brad Miller,29,170,0.26,0.08800000000000001,0.265,0.33,0.329,0.565,5.0,7.0,0.66,-0.4,-3.93,8.66,4.04,-3.21,,0.278,0.715,0.455,0.5870000000000001,0.7959999999999999,0.72,0.405,0.5589999999999999,0.127
71,15674,Reese McGuire,24,105,0.299,0.067,0.171,0.39,0.346,0.526,1.3,4.0,-1.46,4.34,2.0,2.1,5.04,10.44,,0.385,0.7,0.522,0.625,0.902,0.7859999999999999,0.435,0.6859999999999999,0.111
86,9847,Andrew McCutchen,32,262,0.256,0.16399999999999998,0.21,0.78,0.378,0.457,4.3,8.7,1.53,-0.46,1.48,-0.61,0.15,2.13,,0.177,0.5660000000000001,0.355,0.58,0.831,0.763,0.457,0.546,0.084
147,14566,Franmil Reyes,23,548,0.249,0.086,0.285,0.3,0.31,0.512,1.0,8.6,-0.29,0.5,1.06,1.23,-0.1,1.85,,0.34299999999999997,0.7759999999999999,0.515,0.483,0.768,0.654,0.39799999999999996,0.626,0.17800000000000002
151,15941,Austin Nola,29,267,0.269,0.086,0.23600000000000002,0.37,0.342,0.454,3.9,3.9,-0.11,-0.18,0.12,0.44,0.48,-2.9,,0.248,0.635,0.424,0.606,0.875,0.789,0.455,0.603,0.09
148,14968,Victor Caratini,25,279,0.266,0.10400000000000001,0.21100000000000002,0.49,0.348,0.447,2.1,4.3,0.12,1.64,2.03,-0.03,0.49,-2.57,,0.27899999999999997,0.711,0.45899999999999996,0.6,0.8909999999999999,0.7879999999999999,0.418,0.609,0.09699999999999999
167,14130,Daniel Vogelbach,26,558,0.208,0.165,0.267,0.62,0.341,0.439,1.2,6.2,1.06,-1.18,-1.14,0.28,0.27,1.59,,0.22,0.522,0.341,0.644,0.8109999999999999,0.746,0.4,0.52,0.086
214,7476,Alex Avila,32,201,0.207,0.179,0.33799999999999997,0.53,0.353,0.421,2.2,0.6,0.04,0.54,-3.0,-1.93,0.2,2.33,,0.16699999999999998,0.594,0.35200000000000004,0.40700000000000003,0.7509999999999999,0.659,0.434,0.512,0.12
166,9345,Brock Holt,31,295,0.297,0.095,0.193,0.49,0.369,0.402,3.9,3.3,0.95,1.65,-2.44,-0.36,-2.36,1.03,,0.273,0.607,0.42,0.7170000000000001,0.9079999999999999,0.838,0.44,0.607,0.068
186,9810,Brian Dozier,32,482,0.238,0.127,0.218,0.58,0.34,0.43,1.9,3.9,0.21,-0.24,3.25,-2.09,1.34,-3.35,,0.223,0.622,0.391,0.61,0.847,0.768,0.42100000000000004,0.56,0.09
196,11241,Mike Freeman,31,213,0.277,0.10300000000000001,0.28600000000000003,0.36,0.362,0.39,2.3,1.3,0.12,0.84,-5.04,1.9,0.56,-7.33,,0.27699999999999997,0.622,0.44,0.645,0.846,0.779,0.47,0.638,0.09699999999999999
312,7007,Yadier Molina,36,452,0.27,0.051,0.128,0.4,0.312,0.399,3.6,-6.8,-0.47,0.1,-4.52,-1.89,1.53,-5.5,,0.415,0.759,0.557,0.763,0.87,0.8240000000000001,0.414,0.6970000000000001,0.098
102,3174,Shin-Soo Choo,36,660,0.265,0.11800000000000001,0.25,0.47,0.371,0.455,5.2,19.0,1.22,1.27,2.89,0.6,-0.61,-1.7,0.16,0.22699999999999998,0.659,0.419,0.503,0.8140000000000001,0.72,0.444,0.5920000000000001,0.11699999999999999
189,12155,Eddie Rosario,27,590,0.276,0.037000000000000005,0.146,0.26,0.3,0.5,3.6,4.4,0.33,-1.38,1.65,1.11,-1.24,10.34,,0.46299999999999997,0.804,0.591,0.753,0.851,0.8029999999999999,0.376,0.595,0.11699999999999999
205,14274,Mitch Haniger,28,283,0.22,0.106,0.28600000000000003,0.37,0.314,0.463,5.9,1.4,-0.25,-1.58,0.43,0.49,5.3,4.71,,0.249,0.638,0.425,0.536,0.838,0.741,0.45299999999999996,0.5870000000000001,0.11
273,4810,Brian McCann,35,316,0.249,0.098,0.168,0.58,0.323,0.412,0.7,-2.3,-0.6,-0.37,0.77,0.46,-0.02,-0.8,,0.295,0.654,0.43700000000000006,0.795,0.861,0.8340000000000001,0.395,0.532,0.073
286,2829,Manny Pina,32,179,0.228,0.08900000000000001,0.27899999999999997,0.32,0.313,0.411,0.1,-1.9,-0.43,0.53,-0.41,-2.02,0.98,,,0.29600000000000004,0.664,0.452,0.6459999999999999,0.815,0.7509999999999999,0.426,0.5589999999999999,0.11199999999999999
234,10951,Greg Garcia,29,372,0.248,0.142,0.223,0.64,0.364,0.354,4.2,-0.4,0.15,-0.26,2.99,0.3,-1.72,2.18,,0.185,0.535,0.33799999999999997,0.6970000000000001,0.941,0.866,0.43799999999999994,0.57,0.045
346,15491,J.P. Crawford,24,396,0.226,0.109,0.21,0.52,0.313,0.371,4.9,-8.2,-0.55,-0.18,2.48,1.11,-1.5,-5.09,,0.226,0.6709999999999999,0.429,0.682,0.863,0.8109999999999999,0.457,0.606,0.081
351,4616,Russell Martin,36,249,0.22,0.12,0.24100000000000002,0.5,0.337,0.33,2.7,-5.4,1.26,-1.08,1.88,-2.78,-3.16,5.67,,0.20600000000000002,0.633,0.40299999999999997,0.45799999999999996,0.8590000000000001,0.7490000000000001,0.462,0.627,0.10099999999999999
17,19363,Austin Hays,23,75,0.309,0.09300000000000001,0.17300000000000001,0.54,0.373,0.574,4.8,4.7,4.61,-3.02,-0.43,6.69,-3.59,23.3,,0.34700000000000003,0.636,0.46399999999999997,0.617,0.84,0.741,0.405,0.68,0.12
53,15585,Mike Ford,26,163,0.259,0.10400000000000001,0.172,0.61,0.35,0.559,2.2,7.4,2.65,-0.83,1.03,-1.26,2.37,0.16,,0.239,0.631,0.401,0.63,0.883,0.795,0.413,0.595,0.08199999999999999
