,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
8,18568,Luis Arraez,26,248,0.402,0.077,0.048,1.58,0.452,0.491,2.3,18.3,1.08,2.65,-0.87,3.24,3.42,4.85,,0.35,0.679,0.494,0.924,0.9570000000000001,0.9440000000000001,0.43700000000000006,0.585,0.027999999999999997
23,19197,Will Smith,28,198,0.288,0.141,0.11599999999999999,1.22,0.389,0.503,2.9,10.6,0.22,1.85,2.53,2.57,6.01,18.31,,0.256,0.6579999999999999,0.42200000000000004,0.78,0.8740000000000001,0.84,0.413,0.5760000000000001,0.067
21,20123,Juan Soto,24,278,0.262,0.201,0.212,0.95,0.414,0.471,3.4,15.2,1.96,0.74,0.36,-0.3,2.76,-0.5,,0.192,0.575,0.34299999999999997,0.612,0.885,0.792,0.39399999999999996,0.568,0.071
28,9218,Paul Goldschmidt,35,283,0.284,0.131,0.21600000000000003,0.61,0.382,0.486,4.6,13.3,-0.14,0.76,1.11,3.22,7.03,25.6,,0.258,0.63,0.415,0.6970000000000001,0.782,0.752,0.42200000000000004,0.565,0.10300000000000001
32,22799,Geraldo Perdomo,23,171,0.287,0.12300000000000001,0.18100000000000002,0.68,0.389,0.469,5.9,8.0,-0.17,3.96,-0.66,2.56,3.5,-1.61,,0.209,0.623,0.395,0.721,0.904,0.85,0.44799999999999995,0.52,0.059000000000000004
15,19755,Shohei Ohtani,28,284,0.281,0.099,0.222,0.44,0.355,0.57,6.0,16.8,1.63,0.35,1.38,5.01,1.53,-1.52,,0.35,0.705,0.49,0.623,0.7959999999999999,0.721,0.39399999999999996,0.5770000000000001,0.136
25,19953,Josh Lowe,25,201,0.299,0.065,0.23399999999999999,0.28,0.343,0.551,5.7,10.3,0.09,4.79,-0.57,-0.96,3.66,14.25,,0.376,0.7609999999999999,0.531,0.619,0.802,0.725,0.40299999999999997,0.642,0.146
101,13510,Jose Ramirez,30,273,0.278,0.10300000000000001,0.08800000000000001,1.17,0.348,0.494,4.7,6.4,0.63,-0.74,-0.98,1.32,2.34,1.41,,0.31,0.752,0.483,0.736,0.93,0.8540000000000001,0.391,0.505,0.07
80,12927,Brandon Nimmo,30,286,0.286,0.115,0.217,0.53,0.375,0.42,5.7,7.9,0.24,2.89,-2.48,2.81,1.86,-1.8,,0.245,0.652,0.42200000000000004,0.621,0.885,0.799,0.436,0.657,0.085
158,12161,Xander Bogaerts,30,252,0.258,0.107,0.187,0.57,0.345,0.394,4.7,2.3,-0.29,1.0,-0.37,2.08,-1.58,-3.42,,0.285,0.597,0.42,0.691,0.853,0.7909999999999999,0.433,0.599,0.087
29,23312,Ryan Noda,27,222,0.241,0.19399999999999998,0.324,0.6,0.401,0.448,4.5,10.4,0.43,1.95,-2.57,-0.23,6.53,8.6,,0.212,0.667,0.409,0.36200000000000004,0.769,0.649,0.43200000000000005,0.649,0.14300000000000002
62,10155,Mike Trout,31,274,0.253,0.109,0.28800000000000003,0.38,0.35,0.477,1.5,8.8,-0.21,0.98,7.13,2.66,4.76,-0.13,,0.22699999999999998,0.731,0.44799999999999995,0.601,0.815,0.754,0.439,0.5329999999999999,0.11
79,17027,Alex Verdugo,27,271,0.286,0.092,0.133,0.69,0.362,0.444,4.9,7.5,0.14,2.91,1.27,0.0,2.38,-3.14,,0.244,0.5660000000000001,0.39299999999999996,0.721,0.9570000000000001,0.879,0.46299999999999997,0.59,0.048
157,23697,Julio Rodriguez,22,274,0.25,0.066,0.27699999999999997,0.24,0.31,0.448,6.2,2.5,-0.09,-0.04,0.99,2.92,1.67,-0.6,,0.4,0.716,0.528,0.564,0.833,0.7120000000000001,0.405,0.653,0.151
14,19354,Luke Raley,28,165,0.257,0.073,0.309,0.24,0.345,0.583,8.8,10.0,2.8,-0.88,-1.41,1.68,3.08,0.51,,0.319,0.805,0.513,0.341,0.816,0.638,0.39899999999999997,0.588,0.18600000000000003
16,19238,Lourdes Gurriel Jr.,29,221,0.309,0.063,0.163,0.39,0.357,0.559,4.3,13.0,0.61,1.16,3.74,3.77,2.7,-2.17,,0.318,0.6729999999999999,0.469,0.7340000000000001,0.925,0.851,0.425,0.652,0.07
35,19251,Pete Alonso,28,261,0.231,0.10300000000000001,0.195,0.53,0.326,0.546,4.4,11.3,-0.12,5.58,4.27,-1.66,-1.01,-8.56,,0.299,0.622,0.426,0.685,0.838,0.773,0.39299999999999996,0.59,0.09699999999999999
55,11038,Kevin Kiermaier,33,180,0.296,0.078,0.19399999999999998,0.4,0.358,0.481,7.6,6.5,3.18,-0.48,-0.67,-3.75,0.48,5.05,,0.303,0.723,0.48,0.609,0.831,0.75,0.42200000000000004,0.594,0.12
51,20036,Isaac Paredes,24,217,0.264,0.07400000000000001,0.184,0.4,0.346,0.492,1.8,8.1,0.5,1.74,-0.02,2.93,1.21,-6.84,,0.313,0.682,0.45399999999999996,0.7340000000000001,0.927,0.845,0.38299999999999995,0.608,0.07
54,17929,Cedric Mullins II,28,224,0.263,0.125,0.183,0.68,0.356,0.479,7.1,8.1,1.03,-0.26,-4.97,5.93,4.81,10.66,,0.256,0.726,0.46299999999999997,0.6920000000000001,0.8340000000000001,0.79,0.44,0.643,0.09699999999999999
68,19709,Fernando Tatis Jr.,24,203,0.266,0.064,0.187,0.34,0.315,0.516,4.8,6.0,0.89,2.45,-4.49,3.59,0.68,-6.68,,0.341,0.846,0.556,0.584,0.8140000000000001,0.733,0.42700000000000005,0.65,0.14800000000000002
22,18126,LaMonte Wade Jr.,29,244,0.273,0.17600000000000002,0.184,0.96,0.413,0.454,4.0,13.3,1.47,1.43,3.24,0.06,0.0,3.06,,0.196,0.618,0.364,0.64,0.897,0.813,0.39799999999999996,0.611,0.068
43,16219,J.D. Davis,30,233,0.285,0.10300000000000001,0.258,0.4,0.366,0.48,3.4,9.1,-0.76,1.15,6.59,0.77,4.57,-6.1,,0.285,0.8109999999999999,0.511,0.493,0.8220000000000001,0.7170000000000001,0.43,0.652,0.14400000000000002
56,26299,Josh Jung,25,257,0.286,0.066,0.265,0.25,0.335,0.508,3.9,9.1,1.77,-0.9,1.36,4.54,-0.25,6.25,,0.32899999999999996,0.7240000000000001,0.491,0.617,0.862,0.765,0.41100000000000003,0.677,0.115
72,22558,Jarred Kelenic,23,242,0.268,0.083,0.326,0.25,0.331,0.5,4.7,7.0,1.7,1.22,-0.55,-2.09,-1.81,3.35,,0.324,0.69,0.48100000000000004,0.539,0.816,0.7090000000000001,0.428,0.5870000000000001,0.139
123,20503,William Contreras,25,206,0.244,0.11699999999999999,0.209,0.56,0.34,0.428,1.2,3.4,0.45,1.89,-5.02,-2.15,-0.98,-3.37,,0.275,0.595,0.40299999999999997,0.632,0.8270000000000001,0.748,0.401,0.626,0.10099999999999999
152,13621,Jeimer Candelario,29,257,0.25,0.08199999999999999,0.198,0.41,0.327,0.434,4.1,2.6,1.52,-0.2,2.01,-3.38,1.27,-1.89,,0.342,0.7390000000000001,0.5,0.682,0.878,0.797,0.396,0.5529999999999999,0.10099999999999999
188,27506,Ha-seong Kim,27,224,0.242,0.125,0.24600000000000002,0.51,0.339,0.374,4.7,0.2,-0.56,1.47,-0.91,-1.41,2.57,-1.9,,0.233,0.5720000000000001,0.38299999999999995,0.72,0.868,0.818,0.44299999999999995,0.5670000000000001,0.07
30,22263,Nolan Gorman,23,226,0.263,0.111,0.28800000000000003,0.38,0.345,0.54,2.7,10.6,1.16,-0.86,1.65,6.23,0.6,2.58,,0.281,0.736,0.47100000000000003,0.503,0.81,0.703,0.41700000000000004,0.5579999999999999,0.14
46,19522,T.J. Friedl,27,163,0.315,0.061,0.196,0.31,0.365,0.479,7.2,6.3,2.5,-3.39,6.52,2.06,-0.91,-6.01,,0.27899999999999997,0.514,0.382,0.6729999999999999,0.9109999999999999,0.8140000000000001,0.44,0.607,0.071
73,25976,Riley Greene,22,224,0.296,0.094,0.28600000000000003,0.33,0.362,0.443,7.1,6.4,-0.29,2.78,-2.62,4.35,0.63,-4.08,,0.3,0.713,0.467,0.633,0.8320000000000001,0.7559999999999999,0.40399999999999997,0.5760000000000001,0.114
211,12916,Francisco Lindor,29,281,0.218,0.078,0.221,0.35,0.292,0.425,4.5,-1.6,0.02,-1.31,-0.78,-0.45,1.5,-1.12,,0.316,0.731,0.488,0.615,0.871,0.774,0.414,0.598,0.11
2,13624,Corey Seager,29,144,0.352,0.09,0.174,0.52,0.403,0.617,1.5,13.1,1.24,1.7,3.49,7.73,2.21,-0.01,,0.322,0.836,0.527,0.62,0.879,0.784,0.4,0.5760000000000001,0.114
37,13185,Orlando Arcia,28,164,0.318,0.073,0.195,0.38,0.372,0.47,1.4,6.7,1.01,-2.81,5.94,1.21,4.95,-0.05,,0.289,0.6729999999999999,0.45299999999999996,0.664,0.8270000000000001,0.767,0.428,0.72,0.105
78,26288,Adley Rutschman,25,282,0.274,0.163,0.142,1.15,0.39,0.41,1.2,7.8,0.87,0.61,2.2,-2.54,0.27,3.55,,0.24100000000000002,0.579,0.371,0.784,0.909,0.8590000000000001,0.386,0.518,0.052000000000000005
115,24770,James Outman,26,219,0.234,0.105,0.34700000000000003,0.3,0.333,0.457,7.8,4.2,-0.26,0.88,-1.66,-0.58,6.9,-2.15,,0.265,0.6940000000000001,0.446,0.4,0.772,0.645,0.42200000000000004,0.589,0.158
107,19566,Nathaniel Lowe,27,285,0.272,0.11199999999999999,0.214,0.52,0.354,0.432,2.8,6.0,0.75,-0.95,2.65,-1.54,4.37,1.41,,0.28,0.669,0.441,0.684,0.903,0.8220000000000001,0.415,0.53,0.078
166,11477,Christian Yelich,31,263,0.253,0.11800000000000001,0.23600000000000002,0.5,0.35,0.389,5.9,1.8,1.11,-1.55,0.19,-1.45,1.03,-0.97,,0.268,0.693,0.439,0.624,0.831,0.755,0.401,0.578,0.107
202,21479,Nico Hoerner,26,253,0.279,0.067,0.107,0.63,0.332,0.378,6.1,-0.7,-0.1,-0.76,-0.16,0.88,3.79,-2.9,,0.337,0.609,0.461,0.83,0.9570000000000001,0.9059999999999999,0.456,0.644,0.043
34,19627,Brent Rooker,28,224,0.262,0.121,0.268,0.45,0.362,0.503,2.3,9.8,0.14,2.07,11.79,-2.86,0.61,-6.86,,0.32,0.6940000000000001,0.47700000000000004,0.479,0.755,0.647,0.419,0.58,0.168
50,26121,Francisco Alvarez,21,146,0.25,0.055,0.24,0.23,0.301,0.559,1.0,5.5,1.66,-0.16,-5.59,0.89,0.73,5.22,,0.295,0.674,0.444,0.5710000000000001,0.779,0.695,0.39299999999999996,0.6579999999999999,0.135
45,22244,Jack Suwinski,24,202,0.238,0.149,0.317,0.47,0.351,0.5,4.0,7.8,0.76,1.26,-1.2,3.89,0.99,1.61,,0.2,0.624,0.38299999999999995,0.586,0.769,0.715,0.43200000000000005,0.525,0.109
52,19363,Austin Hays,27,228,0.307,0.061,0.24100000000000002,0.25,0.346,0.5,5.4,8.4,3.71,0.23,-5.19,-1.73,0.51,-6.21,,0.319,0.634,0.447,0.5529999999999999,0.8759999999999999,0.74,0.408,0.614,0.11599999999999999
74,15998,Cody Bellinger,27,163,0.271,0.086,0.19,0.45,0.337,0.493,7.4,4.6,0.78,2.34,0.71,-0.97,1.79,2.45,-8.56,0.32,0.6809999999999999,0.48200000000000004,0.754,0.8240000000000001,0.799,0.449,0.601,0.09699999999999999
86,19326,Bryan Reynolds,28,261,0.278,0.08800000000000001,0.184,0.48,0.345,0.47,7.0,6.9,-1.38,1.95,2.43,3.77,1.77,-0.96,,0.284,0.78,0.48100000000000004,0.556,0.8390000000000001,0.738,0.397,0.54,0.126
96,24655,Owen Miller,26,174,0.313,0.046,0.161,0.29,0.351,0.448,5.1,4.3,0.66,-1.11,-1.0,5.0,2.61,-2.16,,0.34299999999999997,0.634,0.469,0.772,0.883,0.8370000000000001,0.434,0.615,0.076
120,21523,Jonathan India,26,287,0.275,0.094,0.17800000000000002,0.53,0.359,0.413,5.9,5.3,0.74,-0.48,1.23,1.06,-2.65,7.93,,0.22899999999999998,0.5920000000000001,0.389,0.6779999999999999,0.898,0.825,0.441,0.5920000000000001,0.068
142,20308,Jake Meyers,27,180,0.253,0.078,0.272,0.29,0.328,0.432,4.4,2.2,0.53,0.91,2.99,0.03,-1.25,-9.32,,0.307,0.728,0.486,0.496,0.8440000000000001,0.718,0.424,0.644,0.13699999999999998
190,21636,Jeremy Pena,25,268,0.252,0.049,0.228,0.21,0.307,0.423,4.9,0.0,-0.75,0.77,4.01,-0.36,0.16,2.91,,0.38,0.743,0.526,0.522,0.905,0.74,0.40299999999999997,0.649,0.13699999999999998
209,18577,Ke'Bryan Hayes,26,253,0.262,0.059000000000000004,0.174,0.34,0.304,0.418,6.8,-1.1,0.28,-1.04,-1.4,4.33,-4.05,-1.87,,0.319,0.603,0.439,0.6779999999999999,0.938,0.83,0.425,0.593,0.075
222,27690,Joey Wiemer,24,213,0.224,0.094,0.27699999999999997,0.34,0.296,0.411,5.3,-1.7,0.08,-2.01,4.32,-0.16,0.45,9.42,,0.349,0.6890000000000001,0.479,0.539,0.802,0.684,0.382,0.601,0.151
24,23733,Ezequiel Duran,24,163,0.318,0.049,0.221,0.22,0.368,0.523,3.6,8.7,0.18,4.24,-3.76,0.57,9.65,-7.27,,0.41200000000000003,0.713,0.541,0.633,0.81,0.733,0.42700000000000005,0.589,0.14400000000000002
64,18900,Leody Taveras,24,190,0.297,0.079,0.205,0.38,0.354,0.465,6.0,5.9,0.13,6.16,-2.3,-3.72,3.89,10.35,,0.284,0.731,0.474,0.603,0.853,0.767,0.426,0.5579999999999999,0.11
121,17452,Jose Siri,27,139,0.222,0.07200000000000001,0.331,0.22,0.275,0.54,8.4,2.5,2.1,-0.2,-2.25,-4.34,-0.45,10.4,,0.36700000000000005,0.675,0.49,0.43799999999999994,0.723,0.594,0.4,0.626,0.198
110,13301,Max Muncy,32,247,0.194,0.154,0.28300000000000003,0.54,0.324,0.481,2.4,5.1,1.27,0.09,0.57,-0.73,0.7,-1.51,,0.252,0.5529999999999999,0.369,0.539,0.804,0.6940000000000001,0.38799999999999996,0.555,0.113
113,21454,Lars Nootbaar,25,184,0.266,0.158,0.207,0.76,0.38,0.39,4.1,3.7,1.04,0.47,6.51,0.76,-2.66,-10.64,,0.20199999999999999,0.54,0.35700000000000004,0.723,0.872,0.8270000000000001,0.45799999999999996,0.522,0.062
140,11281,Whit Merrifield,34,236,0.3,0.076,0.161,0.47,0.36,0.39,5.3,2.9,0.32,-0.35,0.33,1.45,1.71,-1.72,,0.354,0.7240000000000001,0.511,0.731,0.875,0.818,0.425,0.674,0.09300000000000001
159,17678,Alex Bregman,29,285,0.247,0.12300000000000001,0.11900000000000001,1.03,0.344,0.397,3.3,2.4,-0.64,1.53,-2.14,1.13,0.83,-1.62,,0.253,0.64,0.4,0.72,0.95,0.86,0.38,0.586,0.055999999999999994
151,19392,Zach McKinstry,28,193,0.253,0.13,0.187,0.69,0.356,0.383,6.6,2.0,-0.04,-0.09,2.42,3.45,0.01,-6.77,,0.26899999999999996,0.6970000000000001,0.44299999999999995,0.718,0.9,0.8340000000000001,0.405,0.575,0.073
17,6184,J.D. Martinez,35,211,0.275,0.052000000000000005,0.28,0.19,0.313,0.632,3.5,12.3,1.87,0.52,-0.43,3.33,2.05,0.15,,0.369,0.785,0.536,0.528,0.797,0.687,0.40299999999999997,0.682,0.16699999999999998
12,29695,Matt McLain,23,114,0.343,0.07,0.263,0.27,0.395,0.533,6.4,7.6,3.19,2.7,-5.15,4.67,-7.48,0.96,,0.281,0.61,0.433,0.6579999999999999,0.879,0.802,0.461,0.675,0.086
40,14221,Jorge Soler,31,255,0.249,0.102,0.255,0.4,0.337,0.524,2.3,10.2,1.27,0.05,1.42,-0.29,2.41,-2.95,,0.302,0.6859999999999999,0.447,0.591,0.853,0.743,0.37799999999999995,0.5529999999999999,0.115
76,13613,Ketel Marte,29,264,0.277,0.083,0.163,0.51,0.345,0.472,7.0,7.5,1.62,0.74,-3.83,4.06,0.49,1.67,,0.289,0.721,0.475,0.631,0.897,0.804,0.429,0.614,0.092
70,16572,Connor Joe,30,200,0.251,0.105,0.27,0.39,0.345,0.469,5.9,5.8,0.27,0.95,-0.13,0.77,2.68,-0.72,,0.19399999999999998,0.61,0.369,0.606,0.8590000000000001,0.782,0.42100000000000004,0.66,0.08
112,9777,Nolan Arenado,32,265,0.276,0.068,0.185,0.37,0.325,0.481,2.7,5.4,0.35,1.64,-1.35,-4.11,-0.27,6.88,,0.376,0.669,0.493,0.662,0.907,0.794,0.39799999999999996,0.589,0.10099999999999999
108,18360,Austin Riley,26,280,0.274,0.086,0.25,0.34,0.339,0.46,2.8,5.9,-1.42,1.31,2.85,5.21,1.99,-5.58,,0.29600000000000004,0.7120000000000001,0.47100000000000003,0.58,0.835,0.742,0.419,0.589,0.121
97,3473,Anthony Rizzo,33,258,0.273,0.078,0.233,0.33,0.345,0.45,1.8,6.3,0.56,1.74,-4.5,-2.73,2.09,6.68,,0.373,0.6629999999999999,0.494,0.625,0.888,0.773,0.419,0.659,0.11199999999999999
84,17919,Ian Happ,28,273,0.266,0.168,0.242,0.7,0.392,0.387,2.5,7.2,0.05,-1.41,2.98,1.26,2.57,-0.04,,0.255,0.691,0.434,0.648,0.825,0.764,0.41,0.604,0.102
95,23401,Jose Caballero,26,111,0.244,0.14400000000000002,0.198,0.73,0.396,0.36,5.5,2.8,0.19,1.98,-4.12,4.47,0.11,-0.39,,0.281,0.605,0.418,0.685,0.87,0.7979999999999999,0.42200000000000004,0.5589999999999999,0.084
177,16530,Mauricio Dubon,28,214,0.305,0.037000000000000005,0.131,0.29,0.332,0.409,6.3,0.9,0.13,-0.22,-2.64,3.15,0.68,3.63,,0.45799999999999996,0.7559999999999999,0.59,0.807,0.866,0.84,0.444,0.71,0.094
191,24679,Brendan Donovan,26,219,0.249,0.114,0.142,0.81,0.347,0.365,4.2,0.0,0.64,0.01,-2.88,-1.05,2.82,-2.35,,0.275,0.621,0.42100000000000004,0.789,0.9359999999999999,0.88,0.42100000000000004,0.612,0.051
292,25764,Bobby Witt Jr.,23,273,0.235,0.04,0.212,0.19,0.267,0.412,8.6,-5.8,-1.91,-0.99,1.38,-1.69,7.34,-0.29,,0.36700000000000005,0.76,0.53,0.657,0.8340000000000001,0.763,0.41600000000000004,0.667,0.125
48,11737,Nick Castellanos,31,269,0.31,0.071,0.245,0.29,0.357,0.488,4.0,10.2,2.6,1.64,3.05,-4.53,-0.21,-0.97,,0.396,0.785,0.5479999999999999,0.48100000000000004,0.82,0.6709999999999999,0.391,0.677,0.179
58,14344,Matt Olson,29,289,0.227,0.152,0.298,0.51,0.349,0.488,3.7,10.0,-0.25,0.6,2.72,-0.37,2.4,6.24,,0.319,0.718,0.473,0.649,0.725,0.693,0.385,0.561,0.145
63,30116,Seiya Suzuki,28,207,0.278,0.121,0.261,0.46,0.367,0.45,3.0,6.5,-0.33,1.67,1.02,2.65,-3.16,11.0,,0.225,0.573,0.381,0.642,0.888,0.8079999999999999,0.447,0.58,0.073
94,15112,Ryan McMahon,28,262,0.261,0.099,0.317,0.31,0.336,0.47,5.0,6.5,0.63,-1.28,-0.86,-0.95,3.95,6.66,,0.284,0.693,0.46299999999999997,0.563,0.775,0.701,0.43700000000000006,0.573,0.138
93,4940,Jason Heyward,33,140,0.233,0.136,0.18600000000000003,0.73,0.343,0.457,4.5,3.5,1.64,0.0,-2.06,4.64,-1.15,-5.4,,0.285,0.61,0.424,0.6779999999999999,0.868,0.795,0.428,0.586,0.086
128,17350,Rafael Devers,26,266,0.247,0.064,0.203,0.31,0.301,0.498,1.8,4.1,0.99,0.4,1.16,-0.73,0.74,-6.22,,0.373,0.809,0.541,0.662,0.8240000000000001,0.755,0.385,0.62,0.132
141,13419,Christian Walker,32,253,0.249,0.083,0.18600000000000003,0.45,0.313,0.467,3.0,3.1,0.45,-0.11,1.2,4.01,-0.86,-5.65,,0.308,0.753,0.501,0.607,0.8320000000000001,0.753,0.434,0.632,0.12300000000000001
236,21534,Cal Raleigh,26,209,0.214,0.105,0.254,0.42,0.297,0.406,2.7,-2.0,0.8,0.13,-2.71,-3.42,1.46,-2.14,,0.335,0.741,0.49700000000000005,0.645,0.825,0.752,0.39899999999999997,0.565,0.12300000000000001
18,19913,Jesus Sanchez,25,118,0.286,0.102,0.271,0.38,0.364,0.543,4.1,6.8,2.86,-2.25,-0.76,3.83,-0.52,-10.69,,0.342,0.76,0.508,0.63,0.7879999999999999,0.7240000000000001,0.397,0.585,0.14
39,22275,Jake Burger,27,161,0.25,0.05,0.317,0.16,0.298,0.581,4.2,6.5,0.38,0.4,5.87,11.84,-1.88,-5.46,,0.457,0.7,0.561,0.525,0.78,0.662,0.429,0.64,0.19
33,31837,Masataka Yoshida,29,252,0.305,0.099,0.10300000000000001,0.96,0.381,0.475,4.4,11.5,2.51,-1.29,-2.43,2.41,1.23,9.09,,0.263,0.569,0.39799999999999996,0.7709999999999999,0.8909999999999999,0.847,0.44299999999999995,0.583,0.061
49,14387,Harold Ramirez,28,191,0.294,0.063,0.204,0.31,0.34,0.508,4.8,7.2,2.57,1.01,0.43,1.81,-1.17,-7.43,,0.444,0.69,0.535,0.58,0.836,0.7020000000000001,0.37,0.639,0.159
69,9847,Andrew McCutchen,36,235,0.264,0.157,0.2,0.79,0.379,0.425,3.9,6.9,2.55,0.01,-3.38,-0.52,0.5,-2.83,,0.221,0.6829999999999999,0.419,0.561,0.8140000000000001,0.738,0.429,0.5870000000000001,0.11
92,11680,Elias Diaz,32,217,0.294,0.078,0.184,0.43,0.35,0.452,1.0,5.5,-0.02,1.23,5.92,-2.11,-0.01,-3.86,,0.361,0.794,0.529,0.605,0.879,0.764,0.38799999999999996,0.5529999999999999,0.124
139,11615,Brandon Drury,30,235,0.255,0.051,0.268,0.19,0.302,0.481,3.7,3.0,0.98,0.55,-2.87,-5.44,1.61,-4.85,,0.365,0.675,0.494,0.568,0.861,0.735,0.41700000000000004,0.604,0.131
130,20202,Brandon Marsh,25,214,0.257,0.121,0.336,0.36,0.347,0.432,6.6,3.2,1.59,-0.48,0.44,-1.07,-1.08,1.33,,0.275,0.632,0.424,0.562,0.879,0.759,0.418,0.575,0.102
124,26289,Gunnar Henderson,22,204,0.225,0.147,0.299,0.49,0.343,0.428,6.3,3.4,-0.65,0.74,0.51,0.99,3.17,0.08,,0.23800000000000002,0.623,0.40299999999999997,0.536,0.7829999999999999,0.7,0.43,0.588,0.121
163,18015,Paul DeJong,29,152,0.228,0.086,0.27,0.32,0.309,0.441,4.3,1.2,1.11,-0.49,5.2,-3.85,-4.08,-5.5,,0.293,0.73,0.479,0.45899999999999996,0.8009999999999999,0.6809999999999999,0.425,0.599,0.153
