,IDfg,Name,Age,PA,AVG,BB%,K%,BB/K,OBP,SLG,Spd,wRAA,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
137,16556,Ozzie Albies,22,1386,0.278,0.065,0.165,0.39,0.329,0.476,6.0,25.6,0.9,1.23,1.97,-0.12,0.75,-2.65,0.54,0.381,0.8190000000000001,0.5579999999999999,0.6779999999999999,0.87,0.792,0.406,0.638,0.11599999999999999
26,15362,Jeff McNeil,27,815,0.321,0.06,0.121,0.49,0.383,0.513,5.0,42.3,1.24,1.07,1.85,3.28,2.37,1.2,,0.39799999999999996,0.848,0.588,0.7240000000000001,0.889,0.8240000000000001,0.42100000000000004,0.643,0.10300000000000001
92,17350,Rafael Devers,22,1192,0.282,0.07200000000000001,0.201,0.36,0.335,0.505,4.2,32.7,0.36,1.44,0.9,0.79,2.32,-1.08,15.44,0.392,0.752,0.537,0.6859999999999999,0.8270000000000001,0.7659999999999999,0.40399999999999997,0.624,0.126
104,9241,Starling Marte,30,1192,0.286,0.05,0.17,0.3,0.335,0.481,6.9,27.6,0.66,-0.43,1.23,1.64,0.48,4.46,,0.36200000000000004,0.773,0.535,0.621,0.866,0.77,0.42,0.63,0.12300000000000001
53,4106,Michael Brantley,32,1268,0.31,0.078,0.099,0.79,0.368,0.486,4.1,48.5,0.7,0.81,3.46,1.17,1.14,-0.2,,0.281,0.636,0.439,0.8059999999999999,0.965,0.9079999999999999,0.444,0.59,0.04
37,15429,Kris Bryant,27,1091,0.278,0.11199999999999999,0.231,0.48,0.379,0.496,3.9,49.0,1.82,0.09,0.62,-0.23,1.6,0.87,,0.303,0.75,0.485,0.597,0.8320000000000001,0.746,0.408,0.59,0.12300000000000001
72,2396,Carlos Santana,33,1365,0.255,0.16,0.147,1.08,0.374,0.465,3.0,45.7,0.65,-0.12,1.38,1.61,1.42,-0.6,,0.226,0.6579999999999999,0.40299999999999997,0.705,0.873,0.8170000000000001,0.409,0.562,0.07400000000000001
181,9077,Lorenzo Cain,33,1243,0.283,0.09699999999999999,0.161,0.61,0.36,0.394,4.8,12.8,0.57,0.0,-0.54,1.0,-0.33,-0.71,,0.265,0.6559999999999999,0.435,0.6759999999999999,0.912,0.831,0.436,0.603,0.07400000000000001
132,14162,Carlos Correa,24,789,0.255,0.11199999999999999,0.23600000000000002,0.47,0.337,0.472,3.5,16.2,0.94,-1.07,0.46,-1.16,2.2,-2.07,-5.91,0.297,0.627,0.431,0.654,0.857,0.774,0.406,0.5589999999999999,0.09699999999999999
84,14344,Matt Olson,25,1207,0.256,0.1,0.249,0.4,0.342,0.495,1.9,36.3,0.37,0.6,-0.68,2.28,0.88,2.9,4.89,0.267,0.687,0.446,0.679,0.7809999999999999,0.746,0.426,0.5479999999999999,0.113
324,12147,Nick Ahmed,29,1189,0.244,0.077,0.187,0.41,0.303,0.424,5.1,-9.7,-0.29,0.09,-1.74,0.3,0.94,3.39,,0.325,0.7190000000000001,0.49700000000000005,0.607,0.885,0.782,0.436,0.6409999999999999,0.10800000000000001
39,11579,Bryce Harper,26,1377,0.255,0.166,0.252,0.66,0.383,0.503,4.0,61.4,2.07,0.62,-1.12,-0.47,0.27,-0.13,,0.289,0.763,0.46799999999999997,0.536,0.797,0.6970000000000001,0.377,0.585,0.142
33,3473,Anthony Rizzo,29,1278,0.288,0.11,0.13,0.85,0.39,0.494,3.4,60.9,1.21,1.07,-1.08,1.8,1.4,2.75,,0.33299999999999996,0.667,0.465,0.747,0.904,0.836,0.396,0.5429999999999999,0.076
203,15172,Tim Anderson,26,1124,0.285,0.04,0.23,0.17,0.316,0.454,5.8,9.3,0.08,-0.15,1.64,-0.69,1.02,6.82,-7.47,0.425,0.747,0.56,0.598,0.8740000000000001,0.752,0.42,0.629,0.139
15,2434,Nelson Cruz,38,1112,0.282,0.1,0.228,0.44,0.365,0.569,1.6,66.1,1.58,-0.01,1.39,0.49,3.4,-3.43,14.99,0.312,0.708,0.46299999999999997,0.523,0.8340000000000001,0.7040000000000001,0.381,0.544,0.13699999999999998
117,17232,Yoan Moncada,24,1209,0.273,0.08900000000000001,0.307,0.29,0.339,0.469,5.6,26.9,0.86,-0.2,0.09,0.14,1.36,0.32,-0.22,0.276,0.653,0.439,0.506,0.8140000000000001,0.7040000000000001,0.433,0.628,0.13
111,17901,Andrew Benintendi,24,1276,0.279,0.102,0.193,0.53,0.355,0.448,6.1,28.2,0.56,-0.38,0.34,3.05,1.18,-1.51,-7.22,0.306,0.745,0.485,0.725,0.85,0.8029999999999999,0.406,0.591,0.095
81,2967,Tommy Pham,30,1224,0.274,0.121,0.215,0.56,0.368,0.456,6.0,36.9,0.4,-0.28,1.03,1.62,3.18,1.83,,0.213,0.622,0.39,0.588,0.88,0.79,0.433,0.596,0.08199999999999999
112,6153,Eduardo Escobar,29,1330,0.27,0.077,0.192,0.4,0.327,0.501,4.2,29.0,0.84,1.5,1.27,1.43,-2.08,-0.03,,0.401,0.7190000000000001,0.527,0.687,0.853,0.777,0.396,0.616,0.11800000000000001
154,12144,Max Kepler,26,1207,0.238,0.109,0.162,0.67,0.327,0.463,3.3,18.9,0.61,1.23,0.87,0.89,-0.02,-1.0,,0.27699999999999997,0.701,0.45799999999999996,0.64,0.919,0.8220000000000001,0.42700000000000005,0.605,0.081
297,10847,Andrelton Simmons,29,1024,0.28,0.057999999999999996,0.079,0.73,0.326,0.395,4.9,-5.5,-0.56,-0.6,-1.92,0.74,1.57,-4.46,,0.298,0.674,0.46299999999999997,0.759,0.938,0.873,0.43799999999999994,0.6,0.059000000000000004
42,5038,Josh Donaldson,32,878,0.255,0.149,0.23800000000000002,0.63,0.372,0.503,2.7,38.1,1.55,0.5,-0.23,1.0,0.25,3.51,-6.77,0.255,0.706,0.433,0.601,0.769,0.71,0.396,0.5770000000000001,0.126
54,14128,Joey Gallo,25,874,0.221,0.14400000000000002,0.36700000000000005,0.39,0.338,0.53,3.5,34.1,1.4,0.11,0.63,0.38,0.89,0.92,,0.294,0.711,0.455,0.43799999999999994,0.7240000000000001,0.611,0.387,0.5710000000000001,0.177
90,8090,Matt Carpenter,33,1169,0.244,0.141,0.24600000000000002,0.57,0.357,0.467,3.8,31.3,1.37,-0.97,2.53,1.54,-0.94,-3.49,,0.218,0.602,0.384,0.5820000000000001,0.857,0.769,0.433,0.536,0.08900000000000001
38,12927,Brandon Nimmo,26,789,0.25,0.16,0.267,0.6,0.395,0.459,5.9,35.1,1.31,1.98,1.78,1.18,-1.13,2.98,5.87,0.198,0.643,0.396,0.557,0.83,0.754,0.445,0.612,0.09699999999999999
78,16997,Gleyber Torres,22,1088,0.275,0.083,0.231,0.36,0.338,0.511,3.3,33.7,1.31,0.12,-0.34,0.16,0.82,-2.28,3.85,0.348,0.7290000000000001,0.503,0.584,0.8290000000000001,0.7290000000000001,0.40700000000000003,0.616,0.13699999999999998
71,17128,Ramon Laureano,24,657,0.288,0.065,0.263,0.25,0.345,0.508,5.7,21.2,1.92,-0.03,-2.26,-0.58,-0.27,10.29,,0.32,0.655,0.47,0.523,0.862,0.735,0.447,0.63,0.125
206,10071,Jonathan Villar,27,1229,0.268,0.083,0.255,0.32,0.333,0.424,6.4,8.3,0.16,-0.29,0.05,1.56,0.17,-1.98,-12.63,0.308,0.7340000000000001,0.48700000000000004,0.633,0.797,0.737,0.42100000000000004,0.642,0.128
303,18030,Harrison Bader,25,833,0.236,0.092,0.29100000000000004,0.32,0.324,0.395,6.5,-5.3,1.38,-1.37,-0.97,-0.98,-0.52,-2.44,,0.294,0.614,0.431,0.601,0.8420000000000001,0.748,0.429,0.601,0.109
76,14274,Mitch Haniger,28,966,0.266,0.10400000000000001,0.237,0.44,0.351,0.485,4.9,30.3,1.02,-0.11,2.69,0.68,1.61,0.14,4.28,0.256,0.629,0.42,0.589,0.86,0.768,0.44,0.584,0.098
204,12532,Kolten Wong,28,956,0.27,0.08199999999999999,0.15,0.55,0.349,0.408,5.4,6.6,0.56,0.52,-0.31,1.19,0.0,-3.43,,0.287,0.6629999999999999,0.449,0.7090000000000001,0.907,0.835,0.43,0.5710000000000001,0.07400000000000001
168,13757,Chris Taylor,28,1018,0.257,0.09,0.28800000000000003,0.31,0.332,0.451,6.2,13.7,0.84,-0.78,-0.04,0.61,0.41,-2.91,,0.275,0.733,0.483,0.509,0.7979999999999999,0.708,0.45299999999999996,0.626,0.141
146,18289,Brian Anderson,26,1190,0.268,0.08900000000000001,0.204,0.44,0.35,0.43,3.6,20.0,0.36,1.75,-1.87,-0.04,-0.32,-0.87,,0.31,0.675,0.46799999999999997,0.62,0.858,0.768,0.431,0.602,0.109
217,9927,Brett Gardner,35,1159,0.243,0.10099999999999999,0.18600000000000003,0.54,0.324,0.433,6.9,6.7,0.83,-0.91,-1.82,-1.05,0.43,0.81,46.08,0.23199999999999998,0.546,0.371,0.713,0.925,0.851,0.44299999999999995,0.5429999999999999,0.055
55,11445,Mark Canha,30,908,0.262,0.111,0.215,0.52,0.366,0.485,3.4,34.7,1.63,0.98,0.86,-1.45,0.79,1.18,-5.11,0.27699999999999997,0.612,0.42,0.72,0.852,0.802,0.426,0.609,0.083
109,19198,Yuli Gurriel,35,1185,0.294,0.051,0.10800000000000001,0.47,0.333,0.486,3.6,27.4,-0.05,1.04,2.3,2.45,1.08,-2.17,-17.48,0.36200000000000004,0.6920000000000001,0.499,0.777,0.924,0.862,0.415,0.6409999999999999,0.069
176,4962,Asdrubal Cabrera,33,1106,0.261,0.08900000000000001,0.201,0.44,0.328,0.45,3.0,13.2,-0.04,-0.77,1.62,1.02,1.65,-0.27,,0.306,0.695,0.47200000000000003,0.701,0.866,0.804,0.42700000000000005,0.594,0.092
238,5933,Jean Segura,29,1250,0.292,0.05,0.114,0.44,0.332,0.417,5.3,3.5,0.17,0.08,-0.36,0.0,0.15,3.41,-7.1,0.359,0.636,0.47600000000000003,0.779,0.9470000000000001,0.8740000000000001,0.423,0.611,0.06
233,18015,Paul DeJong,25,1154,0.237,0.085,0.23600000000000002,0.36,0.316,0.44,4.0,3.4,-0.06,0.15,0.89,1.16,-0.37,-5.34,,0.305,0.693,0.475,0.584,0.871,0.767,0.43700000000000006,0.602,0.111
290,12984,Jackie Bradley Jr.,29,1102,0.229,0.09300000000000001,0.265,0.35,0.316,0.412,6.0,-5.0,0.89,-0.51,0.03,-0.94,-1.67,-0.43,-7.12,0.289,0.7140000000000001,0.475,0.569,0.777,0.706,0.43700000000000006,0.614,0.14
110,4418,Jed Lowrie,35,688,0.264,0.115,0.192,0.6,0.35,0.443,1.4,16.5,0.63,-0.46,1.4,-1.01,3.18,-1.8,-3.09,0.252,0.736,0.457,0.6759999999999999,0.8740000000000001,0.812,0.425,0.59,0.086
269,13769,Adalberto Mondesi,23,734,0.268,0.040999999999999995,0.285,0.14,0.297,0.454,9.1,-2.3,0.58,-0.04,2.05,-0.44,-1.44,4.32,,0.402,0.797,0.564,0.46,0.784,0.648,0.41,0.655,0.19899999999999998
74,2136,David Peralta,31,1037,0.286,0.08,0.203,0.39,0.348,0.494,3.8,33.4,0.4,1.22,0.18,2.92,-0.11,7.25,,0.341,0.696,0.49,0.6629999999999999,0.857,0.778,0.42100000000000004,0.631,0.109
139,4892,Mike Moustakas,29,1219,0.253,0.084,0.165,0.51,0.322,0.486,3.1,21.6,0.09,0.46,0.53,1.08,1.46,0.29,,0.355,0.7390000000000001,0.51,0.67,0.873,0.789,0.40299999999999997,0.5579999999999999,0.10800000000000001
160,12155,Eddie Rosario,27,1182,0.282,0.044000000000000004,0.161,0.27,0.312,0.49,4.2,16.7,0.08,-0.53,4.15,0.28,0.36,5.89,,0.446,0.794,0.584,0.727,0.845,0.79,0.395,0.605,0.122
216,4940,Jason Heyward,29,1078,0.26,0.102,0.158,0.65,0.34,0.413,4.7,5.7,1.61,-1.31,-1.22,-1.91,-1.53,-1.04,,0.309,0.665,0.45399999999999996,0.7170000000000001,0.8859999999999999,0.818,0.40700000000000003,0.564,0.08199999999999999
48,15672,Austin Meadows,23,782,0.29,0.08199999999999999,0.21899999999999997,0.37,0.354,0.534,5.5,33.2,0.6,0.74,3.19,1.82,1.08,4.42,,0.276,0.629,0.428,0.638,0.888,0.7959999999999999,0.431,0.605,0.087
64,11899,Joc Pederson,27,957,0.249,0.094,0.205,0.46,0.331,0.53,3.6,32.8,1.6,0.13,1.04,0.06,-0.57,2.54,-9.1,0.315,0.654,0.457,0.674,0.836,0.7709999999999999,0.418,0.598,0.105
61,11737,Nick Castellanos,27,1342,0.294,0.067,0.21899999999999997,0.31,0.346,0.513,3.7,48.2,1.46,-0.31,0.27,2.24,2.63,-1.88,15.16,0.39799999999999996,0.7759999999999999,0.5489999999999999,0.556,0.861,0.728,0.4,0.636,0.149
93,5297,Aaron Hicks,29,836,0.244,0.145,0.21899999999999997,0.66,0.354,0.459,4.7,22.6,0.87,1.0,-0.56,0.56,1.43,3.8,-5.34,0.222,0.655,0.39899999999999997,0.631,0.815,0.754,0.409,0.537,0.098
56,4949,Giancarlo Stanton,29,777,0.268,0.106,0.302,0.35,0.349,0.507,3.6,29.6,1.74,-1.67,0.1,1.73,1.48,-7.22,16.66,0.32299999999999995,0.644,0.444,0.524,0.8029999999999999,0.677,0.37799999999999995,0.568,0.14300000000000002
97,13152,Jorge Polanco,25,1037,0.293,0.08199999999999999,0.172,0.48,0.353,0.466,4.8,25.5,0.77,0.66,1.1,0.67,-0.3,3.31,,0.27399999999999997,0.6559999999999999,0.436,0.7170000000000001,0.9129999999999999,0.8420000000000001,0.423,0.585,0.069
179,10324,Marcell Ozuna,28,1177,0.262,0.085,0.19,0.45,0.327,0.451,4.0,13.5,1.18,-0.73,-2.3,-0.99,-0.2,-1.04,,0.312,0.711,0.467,0.596,0.865,0.755,0.387,0.602,0.114
191,15223,Adam Frazier,27,960,0.278,0.07200000000000001,0.133,0.54,0.338,0.431,4.3,8.0,0.23,2.39,-1.72,-0.31,1.62,-0.98,,0.297,0.69,0.46799999999999997,0.778,0.91,0.863,0.43700000000000006,0.564,0.064
300,4579,Starlin Castro,29,1323,0.274,0.057,0.17800000000000002,0.32,0.314,0.418,3.4,-7.4,0.1,-1.66,-0.5,1.01,0.07,-3.0,,0.324,0.68,0.47600000000000003,0.669,0.899,0.809,0.42700000000000005,0.603,0.091
296,17992,David Fletcher,25,960,0.285,0.073,0.102,0.71,0.339,0.377,4.5,-5.7,-0.23,-0.8,1.65,0.28,0.38,-0.01,,0.262,0.503,0.374,0.8290000000000001,0.96,0.9109999999999999,0.466,0.5770000000000001,0.033
86,16478,Kyle Schwarber,26,1120,0.245,0.132,0.264,0.5,0.347,0.503,3.3,31.2,0.93,0.35,0.63,-0.05,0.84,2.34,,0.259,0.659,0.423,0.575,0.8190000000000001,0.73,0.409,0.557,0.114
75,16472,Rhys Hoskins,26,1365,0.236,0.149,0.237,0.63,0.359,0.475,3.3,42.6,1.12,-0.29,0.38,0.49,1.37,-0.94,,0.23399999999999999,0.608,0.391,0.6629999999999999,0.857,0.789,0.42,0.5329999999999999,0.08199999999999999
247,12092,Niko Goodrum,27,964,0.247,0.091,0.28,0.33,0.318,0.427,5.9,1.2,0.6,0.08,-2.86,0.47,-1.09,-0.87,6.58,0.32899999999999996,0.7140000000000001,0.48700000000000004,0.557,0.818,0.7140000000000001,0.41,0.589,0.139
253,15986,Willy Adames,23,907,0.263,0.085,0.273,0.31,0.328,0.414,3.2,-0.3,0.81,-1.29,-2.22,2.4,-1.58,1.52,-8.52,0.275,0.705,0.46799999999999997,0.5760000000000001,0.835,0.7509999999999999,0.44799999999999995,0.607,0.11599999999999999
260,13853,Joey Wendle,29,808,0.277,0.063,0.177,0.36,0.334,0.404,6.2,0.0,0.27,-0.33,2.5,0.34,-0.52,-2.17,,0.365,0.616,0.465,0.706,0.9129999999999999,0.816,0.39899999999999997,0.584,0.086
282,12180,Jorge Alfaro,26,842,0.262,0.048,0.34700000000000003,0.14,0.317,0.417,3.4,-3.6,0.71,-1.64,-0.8,0.48,-0.3,-6.55,,0.49,0.8009999999999999,0.612,0.49,0.757,0.627,0.391,0.648,0.228
286,9134,Tyler Flowers,33,606,0.228,0.109,0.299,0.36,0.33,0.387,2.7,-2.6,0.7,-1.75,-2.22,-2.11,-0.2,-2.38,3.98,0.275,0.6920000000000001,0.45299999999999996,0.488,0.804,0.6940000000000001,0.42700000000000005,0.611,0.139
323,13608,Mallex Smith,26,1110,0.261,0.08,0.215,0.37,0.332,0.37,8.3,-9.6,0.32,-0.89,-0.96,-0.18,-1.2,-0.28,,0.294,0.7070000000000001,0.48100000000000004,0.623,0.815,0.7509999999999999,0.452,0.621,0.12
18,19251,Pete Alonso,24,693,0.26,0.10400000000000001,0.264,0.39,0.358,0.583,2.7,38.4,2.22,0.16,2.71,-0.68,3.03,-2.27,,0.34600000000000003,0.6809999999999999,0.466,0.62,0.8340000000000001,0.732,0.359,0.59,0.125
41,19755,Shohei Ohtani,24,792,0.286,0.08800000000000001,0.268,0.33,0.351,0.532,5.8,34.3,1.91,1.15,-0.57,1.28,-0.01,0.81,,0.326,0.7,0.475,0.629,0.8079999999999999,0.735,0.401,0.583,0.126
298,4922,Ender Inciarte,28,890,0.26,0.084,0.14300000000000002,0.59,0.33,0.384,6.1,-3.7,-0.07,-0.48,0.2,1.05,0.58,-1.49,4.14,0.311,0.7070000000000001,0.491,0.785,0.895,0.857,0.455,0.609,0.07
35,14221,Jorge Soler,27,936,0.265,0.10800000000000001,0.264,0.41,0.354,0.541,2.7,42.6,2.24,0.12,-0.12,-0.08,1.17,-1.04,,0.276,0.7,0.44,0.457,0.828,0.685,0.387,0.616,0.138
52,15161,Mitch Garver,28,694,0.271,0.10099999999999999,0.22899999999999998,0.44,0.351,0.524,2.7,28.9,1.71,0.28,0.5,0.59,-0.77,2.7,,0.21100000000000002,0.5660000000000001,0.36700000000000005,0.59,0.8740000000000001,0.7829999999999999,0.44,0.569,0.08
67,13145,Josh Bell,26,1196,0.269,0.126,0.18600000000000003,0.68,0.362,0.492,3.2,40.9,1.33,1.82,-1.58,0.56,-0.4,3.99,,0.285,0.728,0.456,0.6579999999999999,0.838,0.769,0.386,0.551,0.105
377,6609,Freddy Galvis,29,1245,0.254,0.059000000000000004,0.235,0.25,0.298,0.408,3.7,-17.4,0.04,-1.77,-0.19,-0.52,-0.26,-0.57,-3.24,0.384,0.708,0.519,0.645,0.8270000000000001,0.7490000000000001,0.41700000000000004,0.618,0.13
91,10762,Corey Dickerson,30,812,0.301,0.046,0.16699999999999998,0.27,0.334,0.505,5.0,22.6,0.55,0.28,0.56,2.39,0.71,-3.34,,0.457,0.789,0.59,0.73,0.835,0.7859999999999999,0.401,0.629,0.126
166,3269,Robinson Cano,36,771,0.277,0.07400000000000001,0.15,0.49,0.337,0.447,1.4,9.6,0.39,-0.83,0.11,3.34,-0.93,-4.51,,0.36,0.723,0.508,0.705,0.915,0.826,0.406,0.628,0.08800000000000001
