,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,327.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
[1-0],0.0,0.0,0.0,119.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
[0-1],0.0,0.0,0.0,0.0,138.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,39.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,123.0,0.0,0.0,0.0,0.0,0.0,53.0
[0-2],0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,83.0,0.0,0.0,0.0,56.0,0.0,28.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,9.0,3.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,71.0,0.0,0.0,0.0,39.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,87.0,0.0,72.0,0.0,44.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,24.0,24.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,62.0,53.0,0.0,41.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,24.0,46.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
