,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,289.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
[1-0],0.0,0.0,0.0,90.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
[0-1],0.0,0.0,0.0,0.0,156.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,26.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,120.0,0.0,0.0,0.0,0.0,0.0,74.0
[0-2],0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,97.0,0.0,0.0,0.0,29.0,0.0,48.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,8.0,1.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,86.0,0.0,0.0,0.0,41.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,124.0,0.0,33.0,0.0,59.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,11.0,13.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,77.0,49.0,0.0,83.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,28.0,32.0,50.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
