,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.45041322314049587,0.4359504132231405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363
[1-0],0.0,0.0,0.0,0.37155963302752293,0.42660550458715596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2018348623853211
[0-1],0.0,0.0,0.0,0.0,0.47393364928909953,0.3033175355450237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22274881516587677
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.24691358024691357,0.5308641975308642,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37823834196891193,0.37305699481865284,0.0,0.0,0.0,0.0,0.0,0.24870466321243523
[0-2],0.0,0.0,0.0,0.0,0.0,0.07352941176470588,0.0,0.0,0.4852941176470588,0.0,0.0,0.0,0.11764705882352941,0.0,0.3235294117647059
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.3,0.05
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3275862068965517,0.3275862068965517,0.0,0.0,0.0,0.3448275862068966
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.43846153846153846,0.0,0.14615384615384616,0.0,0.2153846153846154
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.2,0.24
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22131147540983606,0.3114754098360656,0.12295081967213115,0.0,0.3442622950819672
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,0.13333333333333333,0.24444444444444444,0.3333333333333333
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
