,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,244.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
[1-0],0.0,0.0,0.0,88.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
[0-1],0.0,0.0,0.0,0.0,131.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,20.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,138.0,0.0,0.0,0.0,0.0,0.0,34.0
[0-2],0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,109.0,0.0,0.0,0.0,86.0,0.0,45.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,1.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,85.0,0.0,0.0,0.0,29.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,108.0,0.0,79.0,0.0,56.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,12.0,7.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,73.0,77.0,0.0,42.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,35.0,36.0,27.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
