,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.4061302681992337,0.49936143039591313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09450830140485313
[1-0],0.0,0.0,0.0,0.3522012578616352,0.5220125786163522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12578616352201258
[0-1],0.0,0.0,0.0,0.0,0.3856041131105398,0.46272493573264784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15167095115681234
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.25892857142857145,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.20535714285714285
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31645569620253167,0.5126582278481012,0.0,0.0,0.0,0.0,0.0,0.17088607594936708
[0-2],0.0,0.0,0.0,0.0,0.0,0.10891089108910891,0.0,0.0,0.5346534653465347,0.0,0.0,0.0,0.18811881188118812,0.0,0.16831683168316833
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.3793103448275862,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24528301886792453,0.4591194968553459,0.0,0.0,0.0,0.29559748427672955
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1753846153846154,0.0,0.36615384615384616,0.0,0.24615384615384617,0.0,0.2123076923076923
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38596491228070173,0.0,0.42105263157894735,0.19298245614035087
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2490118577075099,0.308300395256917,0.22134387351778656,0.0,0.22134387351778656
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18032786885245902,0.21311475409836064,0.2540983606557377,0.3524590163934426
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
