,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,204.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
[1-0],0.0,0.0,0.0,68.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
[0-1],0.0,0.0,0.0,0.0,138.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,12.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,85.0,0.0,0.0,0.0,0.0,0.0,67.0
[0-2],0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,82.0,0.0,0.0,0.0,7.0,0.0,16.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,62.0,0.0,0.0,0.0,40.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,92.0,0.0,25.0,0.0,49.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,15.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,59.0,21.0,0.0,74.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,18.0,50.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
