,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,318.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
[1-0],0.0,0.0,0.0,112.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
[0-1],0.0,0.0,0.0,0.0,150.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,29.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,162.0,0.0,0.0,0.0,0.0,0.0,54.0
[0-2],0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,108.0,0.0,0.0,0.0,38.0,0.0,34.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,73.0,0.0,0.0,0.0,47.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,119.0,0.0,80.0,0.0,69.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,24.0,11.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,78.0,56.0,0.0,56.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,31.0,43.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
