,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,297.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
[1-0],0.0,0.0,0.0,85.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
[0-1],0.0,0.0,0.0,0.0,157.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,148.0,0.0,0.0,0.0,0.0,0.0,55.0
[0-2],0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,98.0,0.0,0.0,0.0,46.0,0.0,33.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,89.0,0.0,0.0,0.0,31.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,122.0,0.0,59.0,0.0,63.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,8.0,12.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,98.0,56.0,0.0,55.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,45.0,27.0,57.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
