,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,264.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
[1-0],0.0,0.0,0.0,88.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
[0-1],0.0,0.0,0.0,0.0,187.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,22.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,156.0,0.0,0.0,0.0,0.0,0.0,65.0
[0-2],0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,112.0,0.0,0.0,0.0,40.0,0.0,37.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,93.0,0.0,0.0,0.0,33.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,144.0,0.0,61.0,0.0,63.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,7.0,7.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,101.0,73.0,0.0,63.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,46.0,31.0,54.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
