,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,283.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
[1-0],0.0,0.0,0.0,94.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
[0-1],0.0,0.0,0.0,0.0,111.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,30.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,128.0,0.0,0.0,0.0,0.0,0.0,56.0
[0-2],0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,72.0,0.0,0.0,0.0,32.0,0.0,34.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,3.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,73.0,0.0,0.0,0.0,25.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,88.0,0.0,37.0,0.0,73.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,9.0,11.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,64.0,48.0,0.0,48.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,27.0,34.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
