,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.34497206703910616,0.5251396648044693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12988826815642457
[1-0],0.0,0.0,0.0,0.25203252032520324,0.5284552845528455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21951219512195122
[0-1],0.0,0.0,0.0,0.0,0.324468085106383,0.46808510638297873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2074468085106383
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.24193548387096775,0.5161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,0.24193548387096775
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30677290836653387,0.4900398406374502,0.0,0.0,0.0,0.0,0.0,0.20318725099601595
[0-2],0.0,0.0,0.0,0.0,0.0,0.20909090909090908,0.0,0.0,0.4636363636363636,0.0,0.0,0.0,0.17727272727272728,0.0,0.15
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.4666666666666667,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22018348623853212,0.5229357798165137,0.0,0.0,0.0,0.25688073394495414
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20640569395017794,0.0,0.398576512455516,0.0,0.18505338078291814,0.0,0.2099644128113879
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3438735177865613,0.233201581027668,0.22924901185770752,0.0,0.19367588932806323
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.21,0.29
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
