,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.3640897755610973,0.5187032418952618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1172069825436409
[1-0],0.0,0.0,0.0,0.27835051546391754,0.6219931271477663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09965635738831616
[0-1],0.0,0.0,0.0,0.0,0.3614457831325301,0.4578313253012048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18072289156626506
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.2839506172839506,0.5679012345679012,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32727272727272727,0.5060606060606061,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
[0-2],0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0.0,0.0,0.39183673469387753,0.0,0.0,0.0,0.18775510204081633,0.0,0.19591836734693877
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.17391304347826086,0.043478260869565216
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.577922077922078,0.0,0.0,0.0,0.13636363636363635
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20426829268292682,0.0,0.3597560975609756,0.0,0.23170731707317074,0.0,0.20426829268292682
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532258064516129,0.0,0.16129032258064516,0.3064516129032258
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527075812274368,0.35379061371841153,0.20216606498194944,0.0,0.19133574007220217
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30687830687830686,0.21693121693121692,0.2222222222222222,0.25396825396825395
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
