,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.40540540540540543,0.4954954954954955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0990990990990991
[1-0],0.0,0.0,0.0,0.31555555555555553,0.5022222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18222222222222223
[0-1],0.0,0.0,0.0,0.0,0.36496350364963503,0.4197080291970803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21532846715328466
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.19718309859154928,0.5211267605633803,0.0,0.0,0.0,0.0,0.0,0.0,0.28169014084507044
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3286384976525822,0.4647887323943662,0.0,0.0,0.0,0.0,0.0,0.20657276995305165
[0-2],0.0,0.0,0.0,0.0,0.0,0.17266187050359713,0.0,0.0,0.5035971223021583,0.0,0.0,0.0,0.15827338129496402,0.0,0.16546762589928057
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.35714285714285715,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32075471698113206,0.44339622641509435,0.0,0.0,0.0,0.2358490566037736
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19617224880382775,0.0,0.430622009569378,0.0,0.19617224880382775,0.0,0.17703349282296652
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5116279069767442,0.0,0.2558139534883721,0.23255813953488372
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20930232558139536,0.38953488372093026,0.19767441860465115,0.0,0.20348837209302326
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23893805309734514,0.24778761061946902,0.25663716814159293,0.25663716814159293
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
