,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,70258.0,93234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20084.0
[1-0],0.0,0.0,0.0,23770.0,35309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10964.0
[0-1],0.0,0.0,0.0,0.0,37292.0,39585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16015.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,7346.0,12369.0,0.0,0.0,0.0,0.0,0.0,0.0,3956.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,25066.0,33037.0,0.0,0.0,0.0,0.0,0.0,14245.0
[0-2],0.0,0.0,0.0,0.0,0.0,9334.0,0.0,0.0,21793.0,0.0,0.0,0.0,8891.0,0.0,8603.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4512.0,0.0,0.0,0.0,2466.0,294.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11011.0,18131.0,0.0,0.0,0.0,8168.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14894.0,0.0,26582.0,0.0,13453.0,0.0,14382.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7671.0,0.0,4376.0,3380.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14825.0,18290.0,11925.0,0.0,14184.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041.0,7381.0,8288.0,10008.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
