,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.32234432234432236,0.5506715506715507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12698412698412698
[1-0],0.0,0.0,0.0,0.3333333333333333,0.5303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635
[0-1],0.0,0.0,0.0,0.0,0.41648106904231624,0.4298440979955457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15367483296213807
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.6022727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.14772727272727273
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3241590214067278,0.47706422018348627,0.0,0.0,0.0,0.0,0.0,0.19877675840978593
[0-2],0.0,0.0,0.0,0.0,0.0,0.1782608695652174,0.0,0.0,0.48695652173913045,0.0,0.0,0.0,0.17391304347826086,0.0,0.1608695652173913
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5909090909090909,0.0,0.0,0.0,0.4090909090909091,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20253164556962025,0.5886075949367089,0.0,0.0,0.0,0.2088607594936709
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21176470588235294,0.0,0.4235294117647059,0.0,0.17941176470588235,0.0,0.18529411764705883
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6888888888888889,0.0,0.15555555555555556,0.15555555555555556
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2904191616766467,0.3023952095808383,0.218562874251497,0.0,0.18862275449101795
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3105263157894737,0.24210526315789474,0.1631578947368421,0.28421052631578947
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
