,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.35263835263835264,0.5160875160875161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13127413127413126
[1-0],0.0,0.0,0.0,0.33211678832116787,0.4562043795620438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2116788321167883
[0-1],0.0,0.0,0.0,0.0,0.43640897755610975,0.42144638403990026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14214463840399003
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.26373626373626374,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.16483516483516483
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3233333333333333,0.4766666666666667,0.0,0.0,0.0,0.0,0.0,0.2
[0-2],0.0,0.0,0.0,0.0,0.0,0.12105263157894737,0.0,0.0,0.4842105263157895,0.0,0.0,0.0,0.21578947368421053,0.0,0.17894736842105263
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,0.0,0.4166666666666667,0.041666666666666664
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2925170068027211,0.41496598639455784,0.0,0.0,0.0,0.2925170068027211
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.4236111111111111,0.0,0.18055555555555555,0.0,0.20833333333333334
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48214285714285715,0.0,0.19642857142857142,0.32142857142857145
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17937219730941703,0.3273542600896861,0.19282511210762332,0.0,0.3004484304932735
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2907801418439716,0.20567375886524822,0.19148936170212766,0.3120567375886525
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
