,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.38741721854304634,0.4735099337748344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1390728476821192
[1-0],0.0,0.0,0.0,0.29914529914529914,0.5213675213675214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795
[0-1],0.0,0.0,0.0,0.0,0.45964912280701753,0.3824561403508772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.32857142857142857,0.5142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.15714285714285714
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2964426877470356,0.5059288537549407,0.0,0.0,0.0,0.0,0.0,0.1976284584980237
[0-2],0.0,0.0,0.0,0.0,0.0,0.17692307692307693,0.0,0.0,0.5,0.0,0.0,0.0,0.14615384615384616,0.0,0.17692307692307693
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.4090909090909091,0.045454545454545456
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.5727272727272728,0.0,0.0,0.0,0.2
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21224489795918366,0.0,0.37551020408163266,0.0,0.17551020408163265,0.0,0.23673469387755103
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5135135135135135,0.0,0.21621621621621623,0.2702702702702703
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24757281553398058,0.32038834951456313,0.23786407766990292,0.0,0.1941747572815534
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.25833333333333336,0.19166666666666668,0.25833333333333336
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
