,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,292.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
[1-0],0.0,0.0,0.0,81.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
[0-1],0.0,0.0,0.0,0.0,150.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,23.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,167.0,0.0,0.0,0.0,0.0,0.0,55.0
[0-2],0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,96.0,0.0,0.0,0.0,46.0,0.0,48.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,1.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,89.0,0.0,0.0,0.0,21.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,118.0,0.0,76.0,0.0,67.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,10.0,19.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,98.0,56.0,0.0,53.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,41.0,42.0,48.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
