,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.3468354430379747,0.5050632911392405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14810126582278482
[1-0],0.0,0.0,0.0,0.354014598540146,0.4708029197080292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17518248175182483
[0-1],0.0,0.0,0.0,0.0,0.4396984924623116,0.36180904522613067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1984924623115578
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.28865979381443296,0.4742268041237113,0.0,0.0,0.0,0.0,0.0,0.0,0.23711340206185566
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44554455445544555,0.3432343234323432,0.0,0.0,0.0,0.0,0.0,0.21122112211221122
[0-2],0.0,0.0,0.0,0.0,0.0,0.0949367088607595,0.0,0.0,0.620253164556962,0.0,0.0,0.0,0.1518987341772152,0.0,0.13291139240506328
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.0,0.0,0.0,0.4642857142857143,0.07142857142857142
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32044198895027626,0.40331491712707185,0.0,0.0,0.0,0.27624309392265195
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625,0.0,0.4625,0.0,0.175,0.0,0.2
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29577464788732394,0.0,0.2676056338028169,0.43661971830985913
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22033898305084745,0.3644067796610169,0.1483050847457627,0.0,0.2669491525423729
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21481481481481482,0.16296296296296298,0.18518518518518517,0.43703703703703706
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
