,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,274.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
[1-0],0.0,0.0,0.0,91.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
[0-1],0.0,0.0,0.0,0.0,175.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,24.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,143.0,0.0,0.0,0.0,0.0,0.0,60.0
[0-2],0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,92.0,0.0,0.0,0.0,41.0,0.0,34.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,1.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,61.0,0.0,0.0,0.0,43.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,122.0,0.0,52.0,0.0,60.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,11.0,18.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,73.0,43.0,0.0,67.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,29.0,27.0,44.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
