,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,270.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
[1-0],0.0,0.0,0.0,71.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
[0-1],0.0,0.0,0.0,0.0,190.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,150.0,0.0,0.0,0.0,0.0,0.0,77.0
[0-2],0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,92.0,0.0,0.0,0.0,26.0,0.0,45.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,73.0,0.0,0.0,0.0,47.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,122.0,0.0,41.0,0.0,78.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,8.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,40.0,0.0,82.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,20.0,21.0,52.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
