,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.31932773109243695,0.5567226890756303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394957983193278
[1-0],0.0,0.0,0.0,0.29605263157894735,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17763157894736842
[0-1],0.0,0.0,0.0,0.0,0.3712121212121212,0.4356060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19318181818181818
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.28888888888888886,0.5111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34831460674157305,0.47752808988764045,0.0,0.0,0.0,0.0,0.0,0.17415730337078653
[0-2],0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0,0.18518518518518517
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.23076923076923078,0.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2823529411764706,0.43529411764705883,0.0,0.0,0.0,0.2823529411764706
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23118279569892472,0.0,0.34408602150537637,0.0,0.1935483870967742,0.0,0.23118279569892472
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.23529411764705882,0.29411764705882354
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1984126984126984,0.24603174603174602,0.3333333333333333,0.0,0.2222222222222222
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472222222222222,0.2638888888888889,0.1527777777777778,0.2361111111111111
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
