,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,0.38471981751724516,0.50504850633468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11023167614807486
[1-0],0.0,0.0,0.0,0.3390792245196234,0.5040909025777701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15682987290260642
[0-1],0.0,0.0,0.0,0.0,0.3996745019224048,0.42836857742048234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719569206571129
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,0.3077217125382263,0.5259089364593952,0.0,0.0,0.0,0.0,0.0,0.0,0.1663693510023785
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3421082079113747,0.4571000951155374,0.0,0.0,0.0,0.0,0.0,0.2007916969730879
[0-2],0.0,0.0,0.0,0.0,0.0,0.19190641139988798,0.0,0.0,0.4458940905602456,0.0,0.0,0.0,0.17977225114600404,0.0,0.1824272468938624
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6214602998334259,0.0,0.0,0.0,0.32870627429205995,0.049833425874514156
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29352827466035014,0.48569250456042906,0.0,0.0,0.0,0.22077922077922077
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21927368222509178,0.0,0.376086357239238,0.0,0.19391204677683793,0.0,0.21072791375883232
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5093371909521305,0.0,0.2739347711730668,0.21672803787480274
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25164445362812965,0.2948823914316217,0.20341288700623342,0.0,0.2500602679340152
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28623773802654356,0.20049047893825736,0.22671667628390074,0.2865551067512983
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
