,[0-0],[1-0],[0-1],[2-0],[1-1],[0-2],[3-0],[2-1],[1-2],[3-1],[2-2],[3-2],OUT,WALK,PLAY
[0-0],0.0,191.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
[1-0],0.0,0.0,0.0,61.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
[0-1],0.0,0.0,0.0,0.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
[2-0],0.0,0.0,0.0,0.0,0.0,0.0,14.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
[1-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,107.0,0.0,0.0,0.0,0.0,0.0,41.0
[0-2],0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,73.0,0.0,0.0,0.0,33.0,0.0,24.0
[3-0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0
[2-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,61.0,0.0,0.0,0.0,16.0
[1-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,72.0,0.0,60.0,0.0,48.0
[3-1],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,13.0,6.0
[2-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,55.0,37.0,0.0,40.0
[3-2],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,26.0,18.0,40.0
OUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
WALK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
PLAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
