,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
21,12572,Blake Treinen,33,2.48,9.83,3.24,0.194,1.04,2.95,0.254,97.3,0.327,86.9,0.243,93.4,,,0.001,90.0,,,,,0.21,2.3,2.61,,-9.27,,,0.37200000000000005,0.6609999999999999,0.49,0.609,0.858,0.745,0.406,0.662,0.125
161,4806,Rich Hill,41,3.69,8.26,2.51,0.227,1.2,4.27,0.42,87.9,0.057999999999999996,69.4,0.032,83.2,0.395,72.0,,,0.021,80.3,,,0.06,1.15,-1.17,0.74,,2.14,,0.289,0.639,0.45,0.6920000000000001,0.853,0.797,0.462,0.605,0.091
25,3096,Kenley Jansen,33,2.51,11.48,2.64,0.167,1.07,3.07,0.45899999999999996,93.5,0.13699999999999998,82.0,0.5920000000000001,92.1,,,,,,,,,1.38,2.51,1.37,,,,,0.35600000000000004,0.691,0.505,0.597,0.7659999999999999,0.7,0.444,0.632,0.152
51,19388,Tony Gonsolin,27,2.81,9.76,2.71,0.196,1.11,3.51,0.436,94.4,0.221,87.1,,,0.076,80.8,,,0.251,84.3,,,0.96,1.02,,0.09,,0.93,,0.309,0.711,0.47100000000000003,0.551,0.8270000000000001,0.7190000000000001,0.40399999999999997,0.61,0.132
309,15454,Nick Pivetta,28,4.75,10.13,2.7,0.237,1.32,4.41,0.436,94.6,0.215,86.0,,,0.23800000000000002,78.7,0.03,87.5,,,,,0.1,-0.01,,-0.25,-3.27,,,0.302,0.701,0.478,0.626,0.866,0.7809999999999999,0.441,0.638,0.105
58,6655,Craig Kimbrel,33,2.88,15.36,3.66,0.155,1.01,2.75,0.47100000000000003,96.6,,,,,0.402,86.1,,,,,,,0.6,,,2.29,,,,0.31,0.636,0.43799999999999994,0.402,0.7709999999999999,0.613,0.39299999999999996,0.615,0.17
326,20099,Chris Paddack,25,4.95,8.44,4.62,0.262,1.25,4.22,0.345,94.7,,,0.025,90.4,0.106,78.3,0.278,84.8,,,,,-0.82,,-4.48,0.05,0.85,,,0.31,0.701,0.486,0.68,0.8190000000000001,0.7709999999999999,0.451,0.648,0.11199999999999999
300,16502,Ryan Yarbrough,29,4.7,6.88,4.13,0.261,1.22,4.28,0.37200000000000005,86.8,0.161,71.0,0.39399999999999996,82.2,,,0.285,78.5,,,,,1.09,1.31,-0.87,,-0.35,,,0.37,0.6779999999999999,0.494,0.722,0.846,0.7909999999999999,0.40399999999999997,0.655,0.10300000000000001
285,20633,Yusei Kikuchi,30,4.59,9.26,2.56,0.241,1.31,4.31,0.292,95.1,0.182,82.7,0.359,91.5,,,,,0.095,86.4,,,-0.23,-0.08,0.48,,,0.64,,0.315,0.677,0.47700000000000004,0.57,0.838,0.741,0.45,0.6,0.124
159,3542,Danny Duffy,32,3.68,9.36,2.77,0.234,1.27,4.05,0.449,93.0,0.177,83.1,,,0.124,76.4,0.153,84.6,,,,,0.66,0.48,,-0.04,0.06,,,0.331,0.669,0.474,0.556,0.863,0.74,0.424,0.573,0.12300000000000001
296,22250,Logan Gilbert,24,4.68,9.65,4.57,0.239,1.17,3.73,0.46299999999999997,95.3,0.239,83.4,,,0.068,74.8,0.078,79.9,,,,,1.34,-1.93,,0.2,-3.34,,,0.312,0.757,0.507,0.6459999999999999,0.8109999999999999,0.754,0.43799999999999994,0.622,0.125
0,21032,Emmanuel Clase,23,1.29,9.56,4.63,0.194,0.96,2.11,0.18100000000000002,100.3,0.299,91.9,,,,,,,,,,,1.44,2.66,,,,,,0.41600000000000004,0.72,0.5489999999999999,0.496,0.8370000000000001,0.691,0.436,0.631,0.16899999999999998
315,13361,Steven Matz,29,4.81,8.93,3.4,0.274,1.4,4.46,0.335,94.5,0.07400000000000001,89.0,,,0.163,77.7,0.24,85.0,,,,,-0.28,-2.86,,-1.36,0.36,,,0.294,0.67,0.46799999999999997,0.652,0.867,0.794,0.46299999999999997,0.596,0.096
42,13394,Dylan Floro,30,2.75,8.25,2.79,0.224,1.19,2.77,0.275,93.7,,,0.179,87.6,,,0.23399999999999999,86.4,,,,,1.29,,-0.86,,1.74,,,0.33799999999999997,0.6809999999999999,0.48,0.688,0.857,0.787,0.41200000000000003,0.622,0.102
120,18413,Jose Urquidy,26,3.42,7.05,3.96,0.214,1.0,4.26,0.446,92.7,0.182,79.4,,,0.083,77.2,0.18600000000000003,84.4,,,,,1.49,-0.6,,0.66,0.58,,,0.331,0.723,0.524,0.662,0.843,0.785,0.49200000000000005,0.6459999999999999,0.113
322,12917,Dylan Bundy,28,4.89,8.98,3.06,0.232,1.22,4.43,0.375,90.5,0.226,80.0,,,0.13,73.9,0.168,82.8,,,,,-0.27,0.39,,0.65,-0.58,,,0.312,0.614,0.444,0.585,0.8640000000000001,0.755,0.44,0.5720000000000001,0.109
144,13449,Taylor Rogers,30,3.58,12.38,6.92,0.262,1.26,2.36,0.297,95.3,0.51,83.1,,,,,,,,,,,-0.35,0.69,,,,,,0.366,0.636,0.494,0.604,0.848,0.753,0.475,0.696,0.122
226,19479,Aaron Civale,26,4.17,7.62,3.57,0.251,1.19,4.53,0.349,91.7,0.107,83.0,0.268,87.6,0.18100000000000002,76.5,0.035,85.3,0.085,85.6,,,-1.54,-2.3,2.09,1.05,1.6,-1.03,,0.32799999999999996,0.667,0.465,0.674,0.8759999999999999,0.79,0.40299999999999997,0.642,0.09699999999999999
204,11836,Taijuan Walker,28,4.03,8.31,2.65,0.221,1.18,4.57,0.41,94.0,0.2,85.8,0.015,87.9,0.081,75.8,,,0.15,89.3,,,0.56,0.54,-6.04,0.32,,-0.4,,0.28,0.6559999999999999,0.449,0.669,0.861,0.795,0.45,0.621,0.092
95,26410,Alek Manoah,23,3.22,10.24,3.18,0.191,1.05,3.8,0.406,93.4,0.276,81.1,,,,,0.096,86.9,,,,,1.11,1.25,,,-1.15,,,0.312,0.715,0.478,0.627,0.8029999999999999,0.736,0.41200000000000003,0.573,0.126
277,6893,Johnny Cueto,35,4.55,7.79,2.75,0.267,1.37,4.26,0.355,91.6,0.122,82.6,0.10400000000000001,85.3,0.04,79.5,0.248,82.7,,,,,0.17,-0.11,-2.14,-2.16,-0.18,,,0.306,0.732,0.479,0.723,0.861,0.809,0.406,0.619,0.092
174,12718,Adrian Houser,28,3.81,6.76,1.75,0.242,1.34,4.47,0.204,93.6,0.086,84.7,,,0.138,80.2,0.11,86.9,,,,,1.25,-2.46,,-1.81,-2.57,,,0.31,0.67,0.451,0.715,0.899,0.8220000000000001,0.39,0.598,0.08
200,16561,Austin Gomber,26,3.99,8.73,2.5,0.222,1.23,4.39,0.361,91.9,0.22399999999999998,85.4,,,0.175,75.9,0.16699999999999998,83.2,,,,,-0.34,0.86,,-0.16,1.57,,,0.3,0.64,0.452,0.6,0.8490000000000001,0.757,0.447,0.6409999999999999,0.11
266,19244,Cole Irvin,27,4.5,6.38,3.0,0.279,1.37,4.32,0.377,90.8,0.153,83.0,,,0.028999999999999998,76.6,0.22,84.3,,,,,-0.39,-1.23,,-5.4,1.1,,,0.34600000000000003,0.733,0.517,0.763,0.867,0.828,0.441,0.6559999999999999,0.08900000000000001
245,11674,Jameson Taillon,29,4.3,8.73,3.18,0.235,1.21,4.43,0.483,94.0,0.19899999999999998,87.0,,,0.19,80.7,0.06,88.1,0.0,93.0,,,0.95,-0.51,,-1.43,-1.75,5.96,,0.337,0.728,0.506,0.632,0.835,0.758,0.43200000000000005,0.627,0.122
80,10291,Ryan Tepera,33,3.07,11.52,3.39,0.177,1.01,2.88,0.387,93.5,0.018000000000000002,82.0,0.446,86.9,,,,,0.09,86.4,,,0.85,-0.5,1.71,,,1.26,,0.34299999999999997,0.718,0.47700000000000004,0.434,0.8140000000000001,0.639,0.358,0.62,0.172
93,15552,Chad Green,30,3.21,10.78,5.24,0.179,0.87,3.72,0.518,95.7,,,,,0.321,85.0,,,,,,,1.83,,,-0.21,,,,0.342,0.743,0.524,0.603,0.759,0.703,0.45299999999999996,0.6459999999999999,0.155
49,15541,Tyler Rogers,30,2.81,6.77,4.32,0.249,1.14,3.28,0.251,82.7,0.408,71.7,,,,,,,,,,,0.19,1.68,,,,,,0.31,0.682,0.491,0.7509999999999999,0.865,0.828,0.486,0.628,0.084
68,27458,Kwang-hyun Kim,32,2.97,6.43,2.04,0.229,1.22,4.22,0.32299999999999995,89.4,0.36200000000000004,83.5,,,0.094,69.8,,,0.109,80.5,,,0.35,1.21,,-0.45,,0.5,,0.298,0.654,0.439,0.688,0.892,0.8079999999999999,0.395,0.594,0.084
1,10343,Aaron Loup,33,1.43,8.71,3.95,0.188,0.91,2.87,0.282,92.3,0.077,76.4,0.324,84.9,,,0.087,80.1,,,,,2.38,-0.83,1.05,,3.38,,,0.317,0.648,0.47100000000000003,0.623,0.8640000000000001,0.778,0.465,0.627,0.105
293,9784,Garrett Richards,33,4.64,7.71,2.09,0.275,1.5,4.6,0.32799999999999996,94.6,0.3,88.3,,,0.11,78.6,0.051,90.6,,,,,-0.45,-0.46,,-2.19,-0.14,,,0.29100000000000004,0.721,0.484,0.596,0.885,0.789,0.449,0.596,0.102
2,7531,Collin McHugh,34,1.55,10.41,6.17,0.206,0.94,2.12,0.359,90.6,0.529,79.5,0.33,87.6,0.031,74.4,0.001,86.0,,,,,0.47,2.08,2.31,0.67,-2.88,,,0.344,0.642,0.483,0.5529999999999999,0.81,0.7120000000000001,0.465,0.636,0.139
37,7550,Jake McGee,34,2.7,10.24,7.0,0.191,0.89,2.93,0.445,94.9,0.08,82.4,,,,,,,,,,,1.34,-0.38,,,,,,0.349,0.7879999999999999,0.578,0.6779999999999999,0.8270000000000001,0.784,0.521,0.657,0.125
33,10058,Tyler Matzek,30,2.64,11.74,2.55,0.189,1.2,2.8,0.35700000000000004,95.6,0.214,84.7,0.027000000000000003,89.9,0.079,81.1,,,,,,,1.74,1.17,1.48,-2.04,,,,0.32,0.7290000000000001,0.493,0.593,0.818,0.7340000000000001,0.424,0.5660000000000001,0.131
164,13470,Lucas Sims,27,3.72,13.62,3.79,0.179,1.05,3.25,0.467,94.6,0.389,84.5,,,0.16699999999999998,81.4,0.006,88.1,,,,,0.81,1.83,,-0.77,-1.81,,,0.315,0.5770000000000001,0.418,0.496,0.8009999999999999,0.662,0.39399999999999996,0.5539999999999999,0.142
110,15451,Mike Mayers,29,3.34,11.4,3.8,0.224,1.18,3.37,0.43799999999999994,94.5,0.33899999999999997,85.2,0.28300000000000003,91.0,0.006999999999999999,77.2,0.001,87.5,,,,,0.36,0.96,-0.07,0.1,7.33,,,0.324,0.6920000000000001,0.47,0.588,0.795,0.7090000000000001,0.39899999999999997,0.608,0.13699999999999998
283,18000,Triston McKenzie,23,4.58,10.45,2.66,0.191,1.12,4.53,0.48,92.3,0.193,86.4,,,0.177,79.6,0.033,86.6,,,,,0.35,1.0,,2.04,-5.85,,,0.344,0.691,0.48,0.593,0.853,0.7390000000000001,0.392,0.637,0.125
62,18655,A.J. Minter,27,2.92,9.85,2.79,0.214,1.19,2.73,0.34,96.0,0.43700000000000006,88.7,,,,,0.15,86.5,,,,,0.32,1.67,,,-0.72,,,0.332,0.693,0.491,0.5720000000000001,0.797,0.7120000000000001,0.441,0.621,0.141
132,17282,Michael Kopech,25,3.5,13.37,4.29,0.208,1.13,2.97,0.435,97.4,0.267,84.5,,,0.064,80.0,0.026000000000000002,89.8,,,,,0.68,1.17,,-1.06,1.31,,,0.302,0.659,0.465,0.5660000000000001,0.767,0.696,0.45799999999999996,0.628,0.141
48,12804,Matt Wisler,28,2.8,11.8,3.88,0.204,1.09,3.1,0.54,91.7,0.8809999999999999,81.5,,,,,,,,,,,-2.09,1.18,,,,,,0.301,0.615,0.442,0.532,0.784,0.69,0.45,0.632,0.13699999999999998
6,12828,Andrew Kittredge,31,1.92,9.04,4.71,0.215,1.0,3.06,0.27,95.2,0.452,88.8,,,,,,,0.011000000000000001,87.3,,,2.03,1.31,,,,-11.23,,0.43700000000000006,0.687,0.5429999999999999,0.564,0.853,0.7190000000000001,0.425,0.693,0.152
8,16122,Jordan Romano,28,1.97,12.28,3.53,0.176,1.02,3.15,0.37200000000000005,97.5,0.41100000000000003,88.7,,,,,,,,,,,1.62,0.59,,,,,,0.337,0.6990000000000001,0.491,0.514,0.799,0.687,0.42700000000000005,0.6679999999999999,0.154
7,20191,Garrett Whitlock,25,1.96,9.94,4.76,0.23,1.1,2.84,0.305,96.0,0.165,83.8,,,,,0.20600000000000002,83.1,,,,,1.01,1.05,,,0.11,,,0.325,0.7020000000000001,0.503,0.629,0.804,0.7440000000000001,0.473,0.644,0.129
129,15256,Cole Sulser,31,3.45,9.63,2.3,0.205,1.22,3.49,0.40700000000000003,93.4,0.14300000000000002,86.8,,,0.016,77.4,0.312,84.4,,,,,-0.36,0.41,,-1.02,3.26,,,0.33899999999999997,0.733,0.499,0.607,0.7929999999999999,0.718,0.408,0.574,0.141
27,27463,Garrett Crochet,22,2.54,10.89,2.7,0.202,1.19,2.63,0.379,97.1,0.264,85.3,,,,,0.076,91.8,,,,,0.46,1.83,,,4.45,,,0.284,0.6509999999999999,0.44799999999999995,0.5920000000000001,0.794,0.723,0.447,0.563,0.124
378,2717,Rick Porcello,31,5.64,8.24,3.6,0.303,1.51,3.33,0.35100000000000003,90.4,0.29100000000000004,86.3,,,0.051,75.0,0.125,81.8,,,,,-0.54,0.17,,-1.38,-1.84,,,0.315,0.696,0.48100000000000004,0.81,0.899,0.867,0.436,0.67,0.064
173,17479,Jack Flaherty,25,3.79,10.16,3.19,0.204,1.11,4.18,0.33899999999999997,93.4,0.284,84.0,,,0.133,76.7,0.018000000000000002,85.0,,,,,0.87,0.42,,-0.47,-4.22,,,0.281,0.685,0.447,0.531,0.83,0.7190000000000001,0.41100000000000003,0.598,0.125
99,17998,Pete Fairbanks,26,3.25,12.33,2.71,0.235,1.41,2.83,0.36,97.3,0.41600000000000004,86.3,,,,,0.009000000000000001,93.5,,,,,0.37,-0.14,,,2.23,,,0.32,0.679,0.47200000000000003,0.551,0.782,0.691,0.42200000000000004,0.608,0.145
231,8223,Brett Anderson,33,4.22,5.66,2.37,0.268,1.33,4.39,0.226,89.3,0.091,81.7,0.092,86.4,0.11800000000000001,76.0,0.249,82.4,,,,,-1.07,-1.91,-1.45,0.47,1.63,,,0.29100000000000004,0.644,0.42200000000000004,0.723,0.91,0.8290000000000001,0.373,0.5920000000000001,0.07200000000000001
203,19316,Eric Lauer,26,4.03,8.95,2.58,0.224,1.24,4.24,0.418,92.5,0.114,86.7,0.185,89.8,0.138,78.7,0.105,86.6,,,,,-0.54,2.38,0.48,1.74,-0.62,,,0.29600000000000004,0.706,0.474,0.6779999999999999,0.8320000000000001,0.778,0.434,0.602,0.105
89,16258,Aaron Bummer,27,3.15,12.2,2.62,0.194,1.23,2.79,0.131,95.5,0.261,83.0,0.078,88.1,,,0.005,88.3,,,,,0.4,2.84,-0.38,,-2.1,,,0.27899999999999997,0.608,0.415,0.426,0.865,0.6920000000000001,0.414,0.593,0.128
248,17859,Adbert Alzolay,26,4.35,9.61,3.34,0.224,1.16,4.42,0.331,94.0,0.325,86.3,0.055,90.2,0.08199999999999999,81.2,0.07200000000000001,85.5,,,,,-1.24,1.45,-0.01,1.96,2.11,,,0.33799999999999997,0.662,0.479,0.626,0.8420000000000001,0.7559999999999999,0.433,0.619,0.11699999999999999
171,2429,Corey Kluber,35,3.78,9.22,2.44,0.243,1.33,3.85,0.382,90.7,,,0.27,87.7,0.294,82.0,0.13699999999999998,84.7,,,,,-1.97,,0.75,1.34,1.97,,,0.341,0.662,0.46799999999999997,0.57,0.865,0.735,0.397,0.642,0.124
242,6632,Carlos Carrasco,34,4.29,9.76,2.93,0.243,1.31,4.31,0.349,93.4,0.21600000000000003,86.9,0.002,90.0,0.081,83.4,0.258,87.6,,,,,-0.56,0.71,-26.47,1.89,-0.28,,,0.33799999999999997,0.727,0.496,0.544,0.84,0.721,0.40700000000000003,0.642,0.139
20,16233,Tejay Antone,26,2.48,11.35,3.0,0.157,0.96,3.46,0.365,96.2,0.37,83.6,,,0.249,79.6,0.015,87.0,,,,,-0.43,2.41,,4.14,-8.72,,,0.294,0.556,0.41100000000000003,0.53,0.787,0.685,0.445,0.643,0.129
367,9323,Patrick Corbin,31,5.5,7.7,2.6,0.287,1.5,5.06,0.309,91.9,0.387,80.3,0.002,86.0,0.013000000000000001,64.9,0.046,80.3,,,,,-1.07,-0.17,1.01,-11.18,-2.55,,,0.354,0.679,0.48200000000000004,0.616,0.895,0.7709999999999999,0.395,0.655,0.111
72,10078,Caleb Thielbar,34,3.0,10.61,3.41,0.218,1.17,3.2,0.486,90.9,0.309,79.9,,,0.18600000000000003,70.8,,,,,,,1.57,0.59,,-1.2,,,,0.319,0.687,0.49,0.647,0.816,0.757,0.465,0.595,0.11900000000000001
162,13761,Chris Stratton,30,3.7,10.29,2.72,0.228,1.3,3.61,0.361,93.1,0.174,86.2,,,0.23,80.2,0.11900000000000001,86.6,,,,,0.6,-1.85,,0.89,1.3,,,0.321,0.6990000000000001,0.47,0.517,0.86,0.7170000000000001,0.39299999999999996,0.609,0.133
17,4264,Mark Melancon,36,2.37,7.52,2.28,0.234,1.24,3.45,0.19399999999999998,92.1,,,0.547,92.0,0.355,82.2,0.009000000000000001,84.2,,,,,-1.49,,0.84,2.26,0.68,,,0.307,0.67,0.45299999999999996,0.667,0.898,0.804,0.40299999999999997,0.6559999999999999,0.08900000000000001
43,18335,Josh Staumont,27,2.76,10.74,2.53,0.192,1.16,3.5,0.466,97.1,,,,,0.325,81.6,,,,,,,1.41,,,0.39,,,,0.28800000000000003,0.642,0.43700000000000006,0.599,0.799,0.723,0.42,0.598,0.121
413,11713,Matt Harvey,31,6.72,6.78,2.5,0.312,1.64,5.01,0.349,93.3,0.196,87.0,,,0.141,80.2,0.11599999999999999,85.3,,,,,-1.28,-2.48,,-2.36,0.84,,,0.302,0.6859999999999999,0.47200000000000003,0.7,0.907,0.833,0.444,0.6409999999999999,0.079
111,25385,Drew Rasmussen,25,3.35,9.26,2.76,0.215,1.18,3.37,0.28600000000000003,97.3,0.276,86.5,,,0.040999999999999995,81.1,0.027999999999999997,90.3,,,,,1.13,0.65,,0.08,-4.84,,,0.303,0.675,0.461,0.643,0.823,0.755,0.424,0.68,0.113
224,12972,Joe Ross,28,4.17,9.08,3.21,0.234,1.22,4.36,0.363,93.5,0.313,84.6,,,,,0.068,89.0,,,,,-0.1,0.74,,,-2.54,,,0.309,0.64,0.45799999999999996,0.653,0.825,0.7609999999999999,0.451,0.643,0.109
40,8337,Lucas Luetge,34,2.74,9.71,5.2,0.237,1.13,2.84,0.382,,0.226,81.4,0.621,88.4,0.152,74.6,,,,,,,,-1.21,0.74,1.68,,,,0.35700000000000004,0.753,0.504,0.612,0.8390000000000001,0.738,0.37200000000000005,0.581,0.132
45,7803,Richard Bleier,33,2.77,6.63,5.5,0.234,1.0,2.96,0.128,89.8,0.154,78.9,0.22,87.4,,,0.023,83.0,,,,,2.19,3.95,1.0,,-13.46,,,0.415,0.685,0.545,0.716,0.889,0.821,0.48200000000000004,0.7090000000000001,0.09699999999999999
52,13758,Tyler Duffey,30,2.81,9.59,2.71,0.197,1.1,3.23,0.307,92.6,,,,,0.526,82.5,,,,,,,1.11,,,1.16,,,,0.32,0.639,0.44299999999999995,0.608,0.858,0.748,0.38799999999999996,0.636,0.11199999999999999
232,19447,Patrick Sandoval,24,4.22,9.24,2.65,0.226,1.25,4.59,0.293,93.1,0.195,85.2,,,0.09300000000000001,78.4,0.27699999999999997,84.5,,,,,-0.68,1.61,,-1.32,1.03,,,0.32799999999999996,0.6779999999999999,0.467,0.536,0.804,0.69,0.397,0.573,0.14400000000000002
258,20468,Huascar Ynoa,23,4.39,9.35,3.08,0.231,1.22,4.11,0.309,96.2,0.479,85.3,,,,,0.071,88.0,,,,,-0.58,1.11,,,-1.48,,,0.342,0.6559999999999999,0.47,0.542,0.871,0.7290000000000001,0.408,0.593,0.127
18,12988,Andrew Chafin,31,2.41,8.85,3.21,0.196,1.02,3.2,0.38,92.3,0.264,82.7,,,,,0.001,85.0,,,,,1.29,2.29,,,-2.88,,,0.34600000000000003,0.6829999999999999,0.48200000000000004,0.601,0.8809999999999999,0.7609999999999999,0.40399999999999997,0.605,0.115
401,19362,Keegan Akin,26,6.19,8.73,2.34,0.28,1.55,4.71,0.42700000000000005,92.0,0.172,83.8,,,0.055,76.9,0.19,81.8,,,,,0.3,-3.02,,-1.57,-1.58,,,0.28600000000000003,0.7240000000000001,0.491,0.6709999999999999,0.836,0.784,0.467,0.611,0.106
314,13183,Zach Davies,28,4.8,7.33,1.88,0.257,1.43,4.95,0.33799999999999997,88.1,0.004,79.8,0.10400000000000001,86.9,0.057999999999999996,74.3,0.35,78.8,,,,,-0.99,-4.73,-0.43,-0.24,0.35,,,0.28800000000000003,0.6729999999999999,0.424,0.6729999999999999,0.866,0.7809999999999999,0.35200000000000004,0.535,0.09300000000000001
243,11760,Drew Smyly,32,4.29,9.35,3.18,0.253,1.33,4.58,0.386,92.4,,,0.126,88.1,0.409,79.1,,,,,,,-0.45,,-0.44,-0.07,,,,0.32299999999999995,0.7,0.488,0.5529999999999999,0.8590000000000001,0.745,0.43700000000000006,0.653,0.124
368,17285,Justus Sheffield,25,5.51,7.36,1.76,0.288,1.62,4.65,0.302,92.2,0.326,81.8,,,,,0.2,86.0,,,,,-1.05,-0.29,,,-1.05,,,0.275,0.665,0.43799999999999994,0.6459999999999999,0.907,0.812,0.418,0.626,0.083
141,23293,Codi Heuer,24,3.56,8.01,2.53,0.227,1.2,3.66,0.336,96.4,0.23800000000000002,87.5,,,,,0.175,87.5,,,,,-0.22,2.28,,,1.95,,,0.336,0.737,0.504,0.547,0.838,0.725,0.419,0.5820000000000001,0.138
197,13892,Paul Sewald,31,3.95,13.5,3.79,0.2,1.16,3.43,0.488,92.3,0.40700000000000003,81.8,,,,,0.008,80.4,,,,,0.93,0.11,,,1.69,,,0.33899999999999997,0.6729999999999999,0.491,0.544,0.772,0.6859999999999999,0.45399999999999996,0.579,0.154
298,18064,Phil Maton,28,4.69,11.92,3.08,0.255,1.43,3.19,0.376,92.2,0.212,84.8,0.035,90.2,0.294,77.4,,,,,,,-0.06,-0.45,0.3,-0.63,,,,0.34299999999999997,0.6890000000000001,0.491,0.523,0.759,0.664,0.426,0.623,0.165
57,13549,Richard Rodriguez,31,2.87,7.8,5.07,0.2,0.91,3.72,0.512,93.1,0.179,81.4,,,,,,,,,,,1.28,1.21,,,,,,0.317,0.722,0.504,0.64,0.845,0.7759999999999999,0.461,0.68,0.113
150,20151,James Karinchak,25,3.61,14.32,2.73,0.167,1.18,3.4,0.41600000000000004,95.8,,,,,0.377,83.3,,,,,,,0.55,,,1.08,,,,0.292,0.619,0.424,0.557,0.746,0.6679999999999999,0.40299999999999997,0.581,0.141
128,6399,Jose Cisnero,32,3.45,9.46,2.34,0.218,1.26,3.65,0.358,96.5,0.281,87.9,,,,,0.069,90.8,,,,,0.94,0.03,,,0.27,,,0.272,0.7090000000000001,0.45799999999999996,0.657,0.8079999999999999,0.7559999999999999,0.425,0.531,0.11199999999999999
44,15514,Kendall Graveman,30,2.77,9.16,2.71,0.19,1.04,3.46,0.267,96.1,0.136,87.4,0.02,91.7,0.043,80.8,0.096,89.1,,,,,1.34,2.71,-3.13,0.06,0.22,,,0.293,0.6459999999999999,0.43200000000000005,0.638,0.8690000000000001,0.774,0.39299999999999996,0.589,0.098
336,15440,Matthew Boyd,30,5.12,8.22,2.82,0.261,1.36,4.83,0.41200000000000003,91.8,0.225,79.9,,,0.075,73.8,0.201,79.6,,,,,-0.67,-1.3,,-0.36,0.95,,,0.353,0.698,0.49700000000000005,0.66,0.847,0.77,0.41700000000000004,0.6629999999999999,0.114
9,18806,Drew Steckenrider,30,2.0,7.71,3.41,0.211,1.02,3.35,0.406,94.1,0.183,80.5,,,,,0.159,87.6,,,,,1.69,-1.2,,,2.21,,,0.326,0.6970000000000001,0.49700000000000005,0.746,0.87,0.826,0.461,0.637,0.086
241,8246,Paolo Espino,34,4.28,7.7,3.67,0.256,1.24,4.43,0.419,89.1,0.16,77.7,,,0.24600000000000002,71.2,0.042,83.7,,,,,-0.46,-0.08,,0.97,-2.7,,,0.311,0.64,0.455,0.687,0.888,0.81,0.43700000000000006,0.6,0.086
282,17149,Domingo German,28,4.58,8.97,3.63,0.234,1.18,4.31,0.436,93.5,,,,,0.34,81.2,0.223,86.6,,,,,-1.89,,,1.32,1.99,,,0.375,0.688,0.501,0.596,0.807,0.7120000000000001,0.401,0.634,0.14400000000000002
23,15288,Adam Cimber,30,2.49,6.07,3.11,0.239,1.11,3.2,0.299,86.9,0.34600000000000003,78.1,,,,,,,,,,,1.52,0.25,,,,,,0.327,0.72,0.515,0.7120000000000001,0.862,0.812,0.47700000000000004,0.609,0.09699999999999999
97,16094,Zach Thompson,27,3.24,7.92,2.36,0.222,1.21,3.69,0.401,92.2,,,0.35100000000000003,87.1,0.16899999999999998,77.3,0.127,85.4,,,,,-2.54,,2.93,-0.65,1.54,,,0.344,0.691,0.48100000000000004,0.614,0.865,0.7559999999999999,0.39399999999999996,0.606,0.11699999999999999
84,13942,Brent Suter,31,3.09,9.17,3.69,0.248,1.25,3.63,0.278,86.9,0.065,80.0,,,0.053,74.9,0.105,82.9,,,,,1.06,-0.63,,-5.29,-1.75,,,0.317,0.705,0.48,0.608,0.897,0.787,0.42,0.606,0.102
196,12863,Matt Barnes,31,3.94,13.33,3.38,0.206,1.2,3.69,0.41700000000000004,95.8,,,,,0.467,85.1,0.021,88.0,,,,,-0.06,,,1.41,3.35,,,0.337,0.628,0.45799999999999996,0.531,0.83,0.701,0.415,0.66,0.13699999999999998
85,13435,Pierce Johnson,30,3.09,11.9,2.89,0.216,1.25,3.26,0.429,95.8,,,,,0.644,84.4,,,,,,,-0.81,,,1.72,,,,0.312,0.621,0.44299999999999995,0.484,0.826,0.687,0.423,0.586,0.139
179,11804,Hector Neris,32,3.84,11.72,2.78,0.217,1.29,3.73,0.373,94.3,0.027000000000000003,87.8,,,,,,,0.424,84.6,,,0.1,-0.14,,,,0.49,,0.359,0.688,0.48700000000000004,0.54,0.753,0.657,0.38799999999999996,0.598,0.16699999999999998
14,5358,Jose Alvarez,32,2.28,6.08,2.18,0.221,1.15,3.12,0.282,91.3,0.11199999999999999,81.8,0.040999999999999995,86.0,,,0.27399999999999997,81.3,,,,,2.08,-0.76,-3.5,,-0.03,,,0.33399999999999996,0.648,0.473,0.691,0.867,0.7979999999999999,0.444,0.679,0.096
289,13218,Michael Fulmer,28,4.62,8.6,2.91,0.289,1.5,4.44,0.348,94.7,0.34700000000000003,90.5,,,0.037000000000000005,78.9,0.107,87.7,,,,,-1.37,1.18,,1.44,-2.04,,,0.332,0.696,0.47200000000000003,0.627,0.857,0.757,0.38299999999999995,0.561,0.115
35,19569,David Bednar,26,2.69,11.01,3.9,0.206,1.07,2.87,0.38799999999999996,96.6,,,,,0.225,77.4,,,0.213,89.5,,,1.28,,,0.57,,0.69,,0.342,0.752,0.537,0.54,0.8009999999999999,0.713,0.475,0.6579999999999999,0.154
312,7115,Daniel Bard,36,4.78,10.66,2.33,0.257,1.52,4.11,0.322,97.4,0.424,87.2,,,,,0.07200000000000001,89.8,,,,,-1.45,1.23,,,-2.98,,,0.298,0.6859999999999999,0.469,0.574,0.8079999999999999,0.725,0.44,0.598,0.129
