,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
1,15947,Ryne Stanek,30,1.15,10.21,2.0,0.187,1.23,3.02,0.397,98.4,0.183,87.1,,,,,,,0.23199999999999998,88.6,,,1.7,-0.56,,,,1.14,,0.321,0.7490000000000001,0.47200000000000003,0.5429999999999999,0.7709999999999999,0.6709999999999999,0.35200000000000004,0.598,0.155
69,12988,Andrew Chafin,32,2.83,10.52,3.53,0.217,1.17,3.06,0.34700000000000003,91.6,0.319,82.9,,,,,0.003,84.7,,,,,-0.19,1.07,,,-2.73,,,0.359,0.6729999999999999,0.467,0.519,0.889,0.7020000000000001,0.344,0.634,0.139
257,23550,Aaron Ashby,24,4.44,10.57,2.68,0.251,1.43,4.06,0.262,95.7,0.292,83.6,,,0.127,79.7,0.20800000000000002,89.2,,,,,-0.54,-0.35,,0.89,-1.34,,,0.332,0.584,0.44,0.545,0.85,0.718,0.426,0.617,0.124
58,10061,Brooks Raley,34,2.68,10.23,4.07,0.187,0.97,2.74,0.33799999999999997,90.7,0.38299999999999995,81.4,0.191,88.1,,,0.196,85.6,,,,,1.5,0.74,1.51,,1.42,,,0.35200000000000004,0.638,0.465,0.594,0.878,0.748,0.395,0.635,0.11699999999999999
248,14677,Duane Underwood Jr.,27,4.4,8.95,2.28,0.253,1.45,2.92,0.275,95.5,,,0.27699999999999997,92.5,0.133,82.7,0.21899999999999997,89.7,,,,,0.65,,0.32,-1.19,-1.42,,,0.332,0.726,0.491,0.573,0.857,0.742,0.40299999999999997,0.575,0.126
189,19795,Keegan Thompson,27,3.76,8.45,2.51,0.238,1.27,4.4,0.402,93.5,0.040999999999999995,83.8,0.214,89.9,0.175,81.4,0.048,86.1,,,,,-0.27,1.63,0.07,-0.6,0.59,,,0.313,0.669,0.46,0.659,0.867,0.7829999999999999,0.41200000000000003,0.573,0.1
239,14739,Paul Blackburn,28,4.28,7.19,2.97,0.255,1.26,4.21,0.318,91.7,0.047,79.2,0.195,87.2,0.17600000000000002,78.9,0.124,86.0,,,,,-0.5,-0.68,-1.18,0.96,-0.4,,,0.306,0.6679999999999999,0.44299999999999995,0.662,0.872,0.782,0.38,0.636,0.096
337,9323,Patrick Corbin,32,6.31,7.55,2.61,0.32,1.7,4.84,0.33,92.7,0.294,81.8,,,,,0.083,82.5,,,,,-1.2,-2.88,,,-1.69,,,0.331,0.6809999999999999,0.47200000000000003,0.691,0.888,0.805,0.40299999999999997,0.6890000000000001,0.092
82,17732,Nabil Crismatt,27,2.94,8.69,2.95,0.223,1.17,3.22,0.289,90.4,0.004,84.3,,,0.204,73.2,0.501,82.8,,,,,-0.89,-14.69,,-0.27,1.53,,,0.35600000000000004,0.6409999999999999,0.47200000000000003,0.632,0.853,0.754,0.409,0.586,0.11599999999999999
44,14527,Jorge Lopez,29,2.54,9.13,2.32,0.204,1.18,3.42,0.257,97.7,0.102,87.6,,,0.193,84.2,0.156,90.0,,,,,0.36,0.2,,2.63,0.1,,,0.301,0.654,0.467,0.589,0.86,0.768,0.47,0.621,0.109
261,22201,MacKenzie Gore,23,4.5,9.26,1.95,0.246,1.47,4.11,0.392,94.7,0.154,87.5,,,0.18,80.9,0.057,85.2,,,,,0.9,-2.6,,-0.69,-2.3,,,0.289,0.71,0.46,0.644,0.851,0.774,0.406,0.612,0.10400000000000001
320,22286,Trevor Rogers,24,5.47,8.92,2.36,0.272,1.5,4.36,0.35700000000000004,94.6,0.17800000000000002,80.7,,,,,0.293,85.7,,,,,-1.14,-0.44,,,-0.37,,,0.321,0.715,0.486,0.695,0.828,0.777,0.42,0.614,0.10800000000000001
297,11589,Jose Urena,30,5.01,5.85,1.47,0.281,1.57,4.65,0.29,95.7,0.247,86.8,,,,,0.159,90.3,,,,,-0.48,0.14,,,-2.79,,,0.337,0.705,0.46399999999999997,0.721,0.909,0.8190000000000001,0.345,0.583,0.084
109,27779,Bryce Elder,23,3.17,7.83,2.04,0.219,1.24,3.78,0.322,90.8,0.266,82.4,0.132,90.1,,,0.12300000000000001,86.0,,,,,0.82,0.52,0.59,,-1.09,,,0.336,0.65,0.45,0.631,0.917,0.7809999999999999,0.363,0.5589999999999999,0.099
310,14212,Josh Hader,28,5.22,14.58,3.86,0.222,1.28,3.45,0.469,97.5,0.28300000000000003,84.0,,,,,0.022000000000000002,88.7,,,,,-0.52,0.95,,,-11.59,,,0.326,0.6940000000000001,0.469,0.5529999999999999,0.736,0.6579999999999999,0.38799999999999996,0.525,0.16
201,19531,Jason Foley,26,3.88,6.41,3.91,0.296,1.38,2.76,0.253,96.3,0.235,85.5,,,,,0.069,89.5,,,,,0.65,-1.41,,,0.87,,,0.32,0.71,0.504,0.706,0.907,0.8390000000000001,0.47,0.648,0.081
236,13761,Chris Stratton,31,4.26,8.53,2.4,0.286,1.53,3.32,0.34700000000000003,92.9,0.192,86.7,,,0.289,80.9,0.07,86.9,,,,,-1.85,1.16,,1.53,-1.62,,,0.35600000000000004,0.684,0.479,0.66,0.848,0.7609999999999999,0.376,0.606,0.115
183,13896,Chris Flexen,27,3.73,6.21,1.86,0.246,1.33,4.49,0.46,91.7,0.08199999999999999,81.0,0.324,87.5,0.037000000000000005,74.8,0.161,81.1,,,,,-0.87,3.28,0.19,-7.29,0.69,,,0.326,0.752,0.48700000000000004,0.6859999999999999,0.887,0.8029999999999999,0.379,0.588,0.096
287,12917,Dylan Bundy,29,4.89,6.04,3.36,0.268,1.28,4.66,0.45799999999999996,89.2,0.24,79.2,,,0.106,72.2,0.187,81.2,,,,,-0.24,-1.35,,1.34,-1.28,,,0.375,0.685,0.517,0.696,0.887,0.812,0.456,0.6759999999999999,0.09699999999999999
146,19883,Alex Lange,26,3.41,11.65,2.65,0.2,1.23,3.25,0.285,96.2,,,,,0.488,85.6,0.195,89.8,,,,,-0.97,,,0.74,1.47,,,0.373,0.586,0.441,0.386,0.8140000000000001,0.5660000000000001,0.316,0.546,0.191
301,15734,Brad Keller,26,5.09,6.57,1.79,0.274,1.5,4.5,0.297,94.1,0.361,87.0,,,,,0.055,90.2,,,,,-0.96,-0.28,,,0.0,,,0.317,0.7190000000000001,0.485,0.618,0.909,0.7979999999999999,0.41700000000000004,0.541,0.098
108,19879,Tanner Houck,26,3.15,8.4,2.55,0.224,1.18,3.3,0.261,94.9,0.408,85.4,,,,,,,0.06,87.6,,,0.95,1.33,,,,0.18,,0.332,0.7,0.469,0.529,0.883,0.726,0.374,0.514,0.129
144,13218,Michael Fulmer,29,3.39,8.62,2.18,0.243,1.37,3.57,0.40299999999999997,94.4,0.635,90.3,,,0.021,78.9,0.06,86.5,,,,,-0.97,1.14,,-9.2,-1.47,,,0.312,0.6920000000000001,0.456,0.584,0.847,0.735,0.38,0.5429999999999999,0.121
36,8241,David Robertson,37,2.4,11.45,2.31,0.173,1.16,3.58,0.40299999999999997,,0.226,84.0,0.508,93.1,0.265,84.8,,,,,,,,1.25,-0.21,2.21,,,,0.301,0.64,0.44,0.48100000000000004,0.8190000000000001,0.682,0.408,0.659,0.14
83,10133,Brad Boxberger,34,2.95,9.56,2.52,0.218,1.23,3.57,0.446,92.8,0.225,87.4,,,,,0.226,81.3,,,,,0.9,-0.34,,,0.59,,,0.268,0.633,0.428,0.701,0.818,0.777,0.439,0.66,0.095
86,25174,Penn Murfee,28,2.99,9.87,4.22,0.19,0.95,3.1,0.486,89.0,0.51,79.8,,,,,,,,,,,0.58,2.24,,,,,,0.361,0.685,0.502,0.623,0.877,0.774,0.43700000000000006,0.654,0.114
121,22487,Johan Oviedo,24,3.21,8.68,2.35,0.227,1.29,3.74,0.364,96.1,0.40299999999999997,85.7,,,0.107,78.4,0.055,88.8,,,,,-0.74,0.7,,1.92,0.34,,,0.31,0.698,0.48200000000000004,0.58,0.871,0.767,0.44299999999999995,0.599,0.11199999999999999
191,5448,Jesse Chavez,38,3.76,9.61,3.7,0.262,1.31,3.39,0.342,91.1,,,0.5589999999999999,89.1,0.017,76.9,0.129,85.6,,,,,-3.61,,1.32,2.45,-0.02,,,0.33,0.638,0.456,0.7170000000000001,0.835,0.785,0.41100000000000003,0.6709999999999999,0.098
289,24586,Kyle Bradish,25,4.9,8.49,2.41,0.261,1.4,4.46,0.33299999999999996,94.7,0.298,87.0,,,0.129,83.2,0.085,89.9,,,,,-1.23,0.39,,0.04,1.03,,,0.28800000000000003,0.6829999999999999,0.45399999999999996,0.605,0.882,0.78,0.418,0.578,0.1
303,21537,Daniel Lynch,25,5.13,8.34,2.35,0.285,1.57,4.63,0.37200000000000005,94.0,0.304,86.0,,,0.051,81.1,0.183,84.9,,,,,-0.83,-1.15,,-1.05,-0.41,,,0.32899999999999996,0.735,0.49700000000000005,0.639,0.856,0.772,0.415,0.5870000000000001,0.113
115,15514,Kendall Graveman,31,3.18,9.14,2.54,0.254,1.4,3.42,0.23800000000000002,96.5,0.27399999999999997,88.7,,,0.04,83.7,0.136,90.8,,,,,-0.39,0.28,,-1.86,1.26,,,0.32799999999999996,0.6629999999999999,0.45799999999999996,0.638,0.846,0.755,0.389,0.6,0.11199999999999999
190,13346,Hoby Milner,31,3.76,8.91,4.27,0.244,1.18,3.16,0.29100000000000004,89.0,0.327,79.5,,,,,0.203,81.4,,,,,0.25,0.23,,,-0.01,,,0.319,0.5820000000000001,0.41100000000000003,0.6990000000000001,0.8420000000000001,0.77,0.349,0.5660000000000001,0.095
309,17878,Dennis Santana,26,5.22,8.28,1.93,0.224,1.33,3.35,0.304,96.9,0.405,85.8,,,,,0.133,90.0,,,,,-0.47,0.98,,,2.27,,,0.34299999999999997,0.62,0.442,0.621,0.863,0.742,0.35600000000000004,0.529,0.114
170,17149,Domingo German,29,3.61,7.22,3.05,0.236,1.16,4.44,0.42100000000000004,92.7,,,,,0.373,81.0,0.23199999999999998,86.0,,,,,-1.38,,,0.66,1.8,,,0.33799999999999997,0.6920000000000001,0.496,0.594,0.88,0.772,0.447,0.6579999999999999,0.113
91,13394,Dylan Floro,31,3.02,8.05,3.2,0.234,1.17,3.13,0.335,92.6,,,0.218,84.2,,,0.151,85.2,,,,,1.56,,0.24,,-0.27,,,0.368,0.6509999999999999,0.484,0.706,0.892,0.809,0.41100000000000003,0.6409999999999999,0.09300000000000001
70,6316,David Phelps,35,2.83,9.05,2.06,0.219,1.3,3.16,0.385,93.2,,,0.245,89.9,0.264,81.7,0.075,86.5,,,,,1.11,,-0.74,0.86,0.76,,,0.27399999999999997,0.61,0.396,0.73,0.902,0.8270000000000001,0.365,0.599,0.069
110,26108,Andre Pallante,23,3.17,6.08,1.83,0.272,1.42,3.98,0.17300000000000001,95.2,0.196,86.9,,,0.168,76.6,0.001,83.0,,,,,0.27,1.45,,-2.22,5.52,,,0.252,0.698,0.44799999999999995,0.68,0.905,0.8340000000000001,0.44,0.6,0.07400000000000001
161,15009,Kyle Finnegan,30,3.51,9.45,3.18,0.22,1.14,3.76,0.316,97.1,0.122,89.1,,,,,,,0.09,88.6,,,1.07,-1.99,,,,-0.29,,0.28800000000000003,0.722,0.494,0.642,0.789,0.7440000000000001,0.475,0.616,0.126
199,20070,Bailey Falter,25,3.86,7.93,4.35,0.261,1.21,4.65,0.44,91.2,,,0.146,83.6,0.17,76.6,0.042,83.1,,,,,0.16,,-0.62,-1.24,-6.57,,,0.314,0.679,0.486,0.606,0.86,0.773,0.469,0.662,0.11
140,20203,Eli Morgan,26,3.38,9.72,5.54,0.191,0.89,3.58,0.512,92.2,0.158,85.7,,,0.011000000000000001,80.5,0.278,76.0,,,,,0.65,2.83,,3.92,-0.1,,,0.341,0.74,0.514,0.643,0.847,0.7709999999999999,0.435,0.703,0.11800000000000001
223,13164,Eduardo Rodriguez,29,4.05,7.12,2.12,0.245,1.33,4.43,0.373,91.8,0.042,82.8,0.23800000000000002,88.7,,,0.163,85.5,,,,,0.52,-4.57,0.84,,-3.43,,,0.327,0.68,0.47,0.797,0.871,0.841,0.40399999999999997,0.639,0.075
256,25756,Matt Brash,24,4.44,11.01,1.88,0.246,1.56,3.51,0.266,96.9,0.446,86.6,,,0.18600000000000003,84.3,0.009000000000000001,85.9,,,,,-0.8,0.4,,1.27,-3.71,,,0.308,0.594,0.424,0.526,0.836,0.7020000000000001,0.405,0.608,0.126
331,21446,Ryan Feltner,25,5.83,7.77,2.4,0.263,1.41,4.76,0.39299999999999996,94.2,0.287,84.4,,,0.096,77.9,0.063,83.8,,,,,-1.56,0.82,,-1.22,-0.07,,,0.273,0.713,0.45899999999999996,0.659,0.887,0.809,0.423,0.57,0.08800000000000001
119,16977,Trevor Williams,30,3.21,8.43,3.65,0.252,1.23,3.88,0.424,90.9,0.162,82.2,,,0.053,78.1,0.133,84.5,,,,,1.22,-2.71,,-1.0,-1.55,,,0.319,0.748,0.48700000000000004,0.645,0.888,0.7909999999999999,0.392,0.6829999999999999,0.102
166,15541,Tyler Rogers,31,3.57,5.83,2.13,0.251,1.27,3.44,0.255,83.3,0.461,72.2,,,,,,,,,,,0.77,-0.42,,,,,,0.287,0.624,0.44299999999999995,0.7090000000000001,0.8759999999999999,0.818,0.465,0.639,0.081
282,21448,Davis Martin,25,4.83,6.82,2.53,0.255,1.29,4.28,0.38799999999999996,94.1,0.32299999999999995,84.3,,,0.106,79.8,0.10800000000000001,85.9,,,,,-0.92,0.58,,-0.35,-0.09,,,0.35100000000000003,0.728,0.513,0.617,0.8809999999999999,0.778,0.43,0.613,0.114
65,17192,Jalen Beeks,28,2.8,10.33,3.18,0.217,1.16,3.49,0.335,95.1,,,0.011000000000000001,87.8,0.013999999999999999,82.3,0.493,90.4,,,,,0.28,,-20.46,-10.49,1.22,,,0.336,0.711,0.484,0.586,0.8009999999999999,0.711,0.395,0.648,0.14
127,19677,Gregory Soto,27,3.28,8.95,1.76,0.221,1.38,3.59,0.363,98.4,0.21600000000000003,89.3,,,,,0.01,91.9,,,,,0.93,-2.21,,,3.07,,,0.29600000000000004,0.698,0.469,0.629,0.836,0.762,0.43,0.5670000000000001,0.11199999999999999
286,5524,Madison Bumgarner,32,4.88,6.35,2.29,0.28,1.44,4.85,0.419,91.2,0.364,87.5,,,0.18899999999999997,78.7,0.113,85.5,,,,,-2.55,-1.14,,0.29,1.42,,,0.301,0.723,0.48100000000000004,0.752,0.888,0.8390000000000001,0.426,0.616,0.077
198,23429,JP Sears,26,3.86,6.56,2.22,0.255,1.29,4.21,0.414,93.2,0.259,79.3,,,,,0.175,82.8,,,,,-1.38,1.73,,,2.32,,,0.29100000000000004,0.672,0.45899999999999996,0.705,0.893,0.826,0.44,0.635,0.08
327,14975,Chad Kuhl,29,5.72,7.23,1.9,0.28,1.55,5.26,0.39799999999999996,92.8,0.366,86.6,,,0.115,79.6,0.067,87.8,,,,,-2.02,0.36,,-1.89,-3.97,,,0.282,0.698,0.45399999999999996,0.628,0.872,0.7829999999999999,0.414,0.596,0.099
57,13892,Paul Sewald,32,2.67,10.13,4.24,0.145,0.77,3.88,0.51,92.6,0.486,82.8,,,,,,,,,,,1.79,1.33,,,,,,0.307,0.726,0.489,0.562,0.769,0.695,0.434,0.607,0.149
106,19899,Clarke Schmidt,26,3.12,8.74,2.43,0.218,1.2,3.6,0.382,94.9,0.377,86.5,,,0.183,83.6,0.051,89.7,,,,,-0.73,1.28,,3.32,-3.17,,,0.307,0.677,0.467,0.537,0.868,0.7440000000000001,0.43200000000000005,0.581,0.11900000000000001
96,17796,Dillon Tate,28,3.05,7.33,3.75,0.212,0.99,3.48,0.23399999999999999,94.0,0.248,80.3,,,,,0.237,83.9,,,,,2.63,-1.05,,,-1.2,,,0.331,0.6759999999999999,0.48700000000000004,0.6509999999999999,0.861,0.7829999999999999,0.45299999999999996,0.647,0.106
152,12730,Nick Martinez,31,3.47,8.04,2.32,0.238,1.29,4.43,0.34,93.4,,,0.177,88.6,0.159,81.8,0.256,79.8,,,,,-1.0,,0.71,0.12,1.01,,,0.349,0.665,0.47200000000000003,0.635,0.8420000000000001,0.748,0.38799999999999996,0.654,0.11900000000000001
117,19362,Keegan Akin,27,3.2,8.49,3.85,0.224,1.09,3.59,0.326,93.6,0.295,85.4,,,0.004,75.0,0.18100000000000002,84.2,,,,,1.14,0.98,,-1.61,-1.95,,,0.374,0.696,0.526,0.6709999999999999,0.833,0.772,0.474,0.632,0.12
321,20531,Kutter Crawford,26,5.47,8.96,2.66,0.267,1.42,4.34,0.469,94.6,0.064,85.3,0.31,88.8,0.16899999999999998,79.8,0.07200000000000001,86.7,,,,,-1.69,-0.17,0.32,-0.75,-1.53,,,0.32,0.6859999999999999,0.475,0.628,0.846,0.7609999999999999,0.423,0.614,0.113
325,21455,Kris Bubic,24,5.58,7.67,1.75,0.3,1.7,4.78,0.33299999999999996,91.9,,,,,0.217,79.5,0.278,80.8,,,,,-1.87,,,-0.02,-0.51,,,0.289,0.703,0.469,0.703,0.867,0.809,0.434,0.591,0.08900000000000001
165,7803,Richard Bleier,35,3.55,5.68,3.2,0.299,1.44,3.27,0.243,89.9,0.159,77.8,0.23199999999999998,87.3,,,0.069,82.9,,,,,-0.47,-0.29,-1.64,,-1.61,,,0.387,0.732,0.5489999999999999,0.7070000000000001,0.9059999999999999,0.8320000000000001,0.47100000000000003,0.6579999999999999,0.092
224,13183,Zach Davies,29,4.09,6.83,1.96,0.236,1.3,4.83,0.397,89.6,0.01,76.3,0.061,87.7,0.057999999999999996,74.8,0.332,79.8,,,,,-0.71,-2.82,-2.02,-1.56,1.1,,,0.278,0.6729999999999999,0.42,0.7240000000000001,0.851,0.7979999999999999,0.361,0.5579999999999999,0.085
246,12857,Shawn Armstrong,31,4.38,9.63,3.88,0.266,1.35,3.47,0.337,95.5,,,0.289,92.3,0.066,86.2,,,,,,,0.01,,-1.0,-2.61,,,,0.379,0.708,0.5379999999999999,0.6990000000000001,0.807,0.767,0.48100000000000004,0.643,0.125
266,6345,Chris Archer,33,4.56,7.36,1.75,0.225,1.31,4.49,0.37,93.1,0.44299999999999995,88.8,,,0.053,81.8,0.147,87.1,,,,,-1.68,0.9,,0.76,0.35,,,0.27699999999999997,0.682,0.442,0.648,0.865,0.785,0.408,0.568,0.095
328,5615,Ryan Brasier,34,5.78,9.24,4.92,0.273,1.3,3.61,0.4,96.0,0.429,85.6,,,,,0.013000000000000001,88.0,,,,,-1.55,0.9,,,-1.23,,,0.386,0.742,0.547,0.615,0.861,0.7659999999999999,0.45299999999999996,0.677,0.128
242,12808,Mike Clevinger,31,4.33,7.16,2.6,0.232,1.2,4.98,0.45799999999999996,93.5,0.207,80.0,0.146,86.7,0.034,76.8,0.092,86.2,,,,,0.53,-1.57,-0.21,-1.71,-0.6,,,0.319,0.693,0.48200000000000004,0.6629999999999999,0.8490000000000001,0.78,0.436,0.606,0.106
330,17425,Erick Fedde,29,5.81,6.66,1.62,0.289,1.63,5.15,0.35600000000000004,92.6,0.287,78.5,0.27399999999999997,89.2,,,0.035,86.0,,,,,-0.73,-1.53,0.0,,-3.44,,,0.252,0.6729999999999999,0.426,0.7170000000000001,0.889,0.8290000000000001,0.414,0.614,0.073
63,22276,Dylan Coleman,25,2.78,9.4,1.92,0.191,1.24,3.88,0.385,97.6,0.425,83.4,,,,,,,,,,,0.38,0.43,,,,,,0.299,0.66,0.44299999999999995,0.588,0.7829999999999999,0.7040000000000001,0.4,0.5429999999999999,0.131
78,10314,Erasmo Ramirez,32,2.92,6.36,4.36,0.242,1.08,4.05,0.342,93.3,0.067,80.6,0.45899999999999996,89.2,,,0.034,85.4,,,,,-1.02,2.63,1.71,,2.42,,,0.342,0.72,0.516,0.677,0.8690000000000001,0.8,0.45899999999999996,0.648,0.10300000000000001
153,14542,Carlos Estevez,29,3.47,8.53,2.35,0.209,1.18,4.08,0.445,97.6,0.149,87.3,,,,,0.146,88.5,,,,,0.3,-0.11,,,0.77,,,0.307,0.7829999999999999,0.5,0.78,0.843,0.82,0.406,0.6,0.09
241,17586,Tanner Scott,27,4.31,12.93,1.96,0.23,1.61,3.67,0.259,96.9,0.621,89.2,,,,,,,,,,,-0.32,-0.13,,,,,,0.316,0.679,0.45899999999999996,0.516,0.768,0.6629999999999999,0.39399999999999996,0.547,0.155
280,12049,Kyle Hendricks,32,4.8,7.04,2.75,0.258,1.29,4.82,0.42700000000000005,86.7,,,,,0.11900000000000001,72.8,0.307,80.0,,,,,-0.24,,,-3.03,-0.4,,,0.332,0.647,0.45399999999999996,0.675,0.852,0.773,0.387,0.629,0.10300000000000001
177,14420,Jackson Stephens,28,3.69,7.88,2.04,0.234,1.34,3.54,0.281,94.2,0.035,87.0,,,0.28800000000000003,76.8,0.096,86.0,,,,,0.59,-0.96,,0.57,-1.3,,,0.326,0.6970000000000001,0.488,0.6940000000000001,0.875,0.807,0.43799999999999994,0.596,0.094
217,19769,Will Vest,27,4.0,9.0,2.86,0.251,1.33,3.54,0.276,95.2,0.332,86.5,,,,,0.105,86.9,,,,,-0.26,0.01,,,0.61,,,0.32299999999999995,0.6829999999999999,0.47600000000000003,0.64,0.867,0.779,0.428,0.618,0.105
279,11189,Vince Velasquez,30,4.78,8.24,2.76,0.233,1.23,4.25,0.489,93.0,0.223,84.8,,,0.17,81.6,0.086,88.2,,,,,0.75,-1.05,,-0.49,-2.93,,,0.309,0.716,0.485,0.631,0.8270000000000001,0.7559999999999999,0.433,0.624,0.11800000000000001
260,11487,Joely Rodriguez,30,4.47,10.19,2.19,0.222,1.35,3.23,0.262,92.8,0.059000000000000004,84.0,,,,,0.387,87.8,,,,,0.71,-3.15,,,1.07,,,0.384,0.49200000000000005,0.425,0.642,0.8540000000000001,0.735,0.379,0.648,0.113
196,10343,Aaron Loup,34,3.84,7.98,2.36,0.235,1.3,3.76,0.28,91.2,0.027999999999999997,76.1,0.36,84.8,,,0.125,80.3,,,,,-0.49,3.03,-0.02,,-0.35,,,0.366,0.664,0.488,0.6509999999999999,0.863,0.769,0.41,0.581,0.113
172,17496,Diego Castillo,28,3.64,8.78,2.41,0.202,1.14,3.68,0.345,95.3,0.633,88.4,,,,,,,,,,,0.11,1.68,,,,,,0.32799999999999996,0.693,0.484,0.563,0.868,0.75,0.428,0.563,0.121
89,21690,Edward Cabrera,24,3.01,9.42,2.27,0.177,1.07,4.59,0.382,96.0,0.154,86.9,,,0.207,83.8,0.319,92.5,,,,,-1.38,1.14,,1.63,1.94,,,0.335,0.627,0.44,0.569,0.82,0.6970000000000001,0.35700000000000004,0.56,0.133
233,18331,James Kaprielian,28,4.23,6.58,1.66,0.236,1.34,4.63,0.436,94.1,0.231,85.0,,,0.125,79.4,0.1,85.3,,,,,-0.22,0.28,,0.41,-2.75,,,0.298,0.723,0.47600000000000003,0.674,0.873,0.8,0.419,0.581,0.095
98,20353,Steven Wilson,27,3.06,9.0,2.65,0.188,1.06,4.13,0.581,95.1,0.42200000000000004,82.2,,,,,0.055999999999999994,85.2,,,,,0.13,1.93,,,-3.05,,,0.302,0.723,0.469,0.591,0.8170000000000001,0.7290000000000001,0.397,0.612,0.127
105,19343,A.J. Puk,27,3.12,10.31,3.3,0.214,1.15,3.69,0.36700000000000005,96.6,0.381,86.9,,,,,0.002,89.0,,,,,-0.01,1.11,,,2.76,,,0.318,0.6729999999999999,0.473,0.552,0.835,0.728,0.43700000000000006,0.609,0.129
283,19618,Jordan Hicks,25,4.84,9.24,1.8,0.208,1.32,4.17,0.24100000000000002,99.4,0.316,84.8,,,,,,,0.027000000000000003,92.2,,,0.35,0.57,,,,-1.76,,0.272,0.622,0.42100000000000004,0.591,0.878,0.7709999999999999,0.425,0.5820000000000001,0.096
97,16990,Tanner Banks,30,3.06,8.32,2.72,0.212,1.13,3.57,0.304,92.9,0.295,86.8,,,0.054000000000000006,82.1,0.201,85.0,,,,,1.98,-1.21,,2.53,-0.09,,,0.327,0.7,0.495,0.727,0.873,0.82,0.45,0.682,0.08900000000000001
215,15551,Mark Leiter Jr.,31,3.99,9.71,2.92,0.208,1.14,4.29,0.32799999999999996,91.0,0.052000000000000005,79.4,0.08900000000000001,87.7,0.16699999999999998,73.2,,,0.23399999999999999,84.3,,,0.24,-1.62,-4.0,-0.69,,3.08,,0.32299999999999995,0.621,0.436,0.5529999999999999,0.875,0.728,0.381,0.5920000000000001,0.11900000000000001
340,19995,Joel Kuhnel,27,6.36,8.69,4.0,0.284,1.4,3.96,0.298,96.1,0.301,86.9,,,,,0.153,90.3,,,,,-0.57,-1.95,,,0.0,,,0.359,0.679,0.496,0.6559999999999999,0.856,0.773,0.42700000000000005,0.588,0.11199999999999999
202,21453,Konnor Pilkington,24,3.88,7.76,1.56,0.237,1.47,4.49,0.387,92.2,0.08199999999999999,81.9,,,0.069,76.9,0.214,84.5,,,,,-0.05,-0.82,,0.79,-1.03,,,0.29600000000000004,0.753,0.47200000000000003,0.667,0.821,0.7609999999999999,0.385,0.5429999999999999,0.113
227,17369,Brett Martin,27,4.14,7.2,2.22,0.258,1.36,3.63,0.27,93.6,0.18,86.9,,,0.36700000000000005,82.9,,,,,,,0.77,1.49,,-1.04,,,,0.41100000000000003,0.665,0.504,0.6459999999999999,0.907,0.772,0.36700000000000005,0.632,0.115
323,19874,Alex Faedo,26,5.53,7.38,1.76,0.289,1.64,4.62,0.439,92.8,0.35100000000000003,85.0,,,,,0.129,86.3,,,,,-1.91,-0.04,,,-0.47,,,0.287,0.706,0.461,0.623,0.877,0.785,0.41600000000000004,0.607,0.099
141,10430,Mychal Givens,32,3.38,10.42,2.84,0.243,1.32,3.96,0.365,93.5,0.298,84.8,,,,,0.19,82.2,,,,,-0.22,0.75,,,-0.65,,,0.287,0.6759999999999999,0.45399999999999996,0.655,0.826,0.764,0.43,0.573,0.107
125,14332,Joel Payamps,28,3.23,6.63,2.56,0.269,1.37,4.24,0.306,94.7,0.361,82.3,,,,,0.138,88.9,,,,,-0.18,-1.25,,,1.09,,,0.309,0.7020000000000001,0.467,0.682,0.866,0.7929999999999999,0.402,0.527,0.09699999999999999
169,12447,Seth Lugo,32,3.6,9.55,3.83,0.231,1.17,3.76,0.37799999999999995,94.5,0.134,89.0,,,0.34,79.9,0.017,87.7,,,,,0.33,-0.93,,0.64,1.16,,,0.263,0.638,0.426,0.588,0.893,0.787,0.436,0.614,0.091
251,20430,Rony Garcia,24,4.41,8.47,3.69,0.212,1.04,4.52,0.46799999999999997,92.8,0.317,80.3,,,,,0.102,87.4,,,,,0.52,-0.29,,,0.22,,,0.27899999999999997,0.728,0.465,0.6940000000000001,0.8909999999999999,0.8220000000000001,0.415,0.602,0.08199999999999999
306,16094,Zach Thompson,28,5.18,6.66,1.96,0.279,1.51,4.87,0.326,92.3,,,0.33299999999999996,86.8,0.209,76.6,0.085,85.8,,,,,0.23,,-0.96,-0.51,-5.53,,,0.321,0.6970000000000001,0.469,0.649,0.867,0.777,0.39399999999999996,0.63,0.105
314,19309,Trevor Richards,29,5.34,11.53,2.34,0.233,1.44,4.07,0.469,93.5,0.184,85.2,,,,,0.375,84.1,,,,,-1.01,-2.1,,,1.33,,,0.345,0.664,0.446,0.535,0.815,0.6659999999999999,0.315,0.534,0.149
341,11490,Aaron Sanchez,29,6.6,6.15,2.73,0.318,1.55,4.48,0.29100000000000004,92.2,,,,,0.284,79.1,0.099,87.7,,,,,-1.01,,,-2.1,1.28,,,0.33299999999999996,0.6559999999999999,0.469,0.758,0.888,0.835,0.42100000000000004,0.619,0.078
