,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
215,15467,Marco Gonzales,27,3.99,7.11,3.32,0.263,1.27,3.83,0.345,89.4,,,0.214,86.1,0.188,77.3,0.235,82.3,,,,,0.23,,0.06,0.09,0.31,,,0.345,0.653,0.478,0.757,0.866,0.8220000000000001,0.433,0.66,0.085
41,2036,Clayton Kershaw,31,2.89,9.11,4.91,0.222,1.04,3.54,0.313,90.6,0.406,87.5,,,0.163,73.3,0.006,84.9,,,,,0.28,1.61,,0.75,-1.2,,,0.33799999999999997,0.721,0.508,0.583,0.871,0.764,0.444,0.69,0.12
3,14444,Hyun-Jin Ryu,32,2.21,8.56,6.46,0.227,1.01,3.07,0.28300000000000003,90.5,0.005,80.0,0.212,87.1,0.142,73.1,0.24600000000000002,80.3,,,,,0.9,-4.66,-0.17,0.97,2.99,,,0.35100000000000003,0.6659999999999999,0.48200000000000004,0.655,0.8420000000000001,0.762,0.41600000000000004,0.608,0.115
51,17479,Jack Flaherty,23,3.01,10.7,3.62,0.194,1.03,3.64,0.376,93.4,0.28600000000000003,84.3,,,0.11699999999999999,77.8,0.027000000000000003,86.0,,,,,1.36,1.52,,-0.22,-1.55,,,0.317,0.6779999999999999,0.47,0.557,0.8079999999999999,0.711,0.423,0.59,0.136
217,6397,Jake Odorizzi,29,4.01,9.46,2.76,0.235,1.28,3.78,0.467,92.0,0.153,83.7,0.055999999999999994,86.6,0.059000000000000004,74.0,0.171,84.7,,,,,0.9,-0.01,0.09,-2.64,-0.52,,,0.317,0.725,0.48,0.6809999999999999,0.815,0.762,0.39799999999999996,0.5760000000000001,0.114
113,9803,Miles Mikolas,30,3.46,6.79,4.75,0.254,1.14,3.76,0.29,93.8,0.248,87.6,,,0.214,78.4,0.022000000000000002,87.6,0.017,89.0,,,0.43,1.55,,0.03,-2.11,-0.71,,0.36,0.674,0.505,0.6940000000000001,0.88,0.809,0.462,0.6829999999999999,0.09699999999999999
185,10021,Mike Minor,31,3.84,8.18,3.13,0.237,1.19,4.32,0.42200000000000004,92.7,0.2,86.9,,,0.111,80.6,0.22399999999999998,86.1,,,0.0,64.0,0.21,-0.83,,-0.06,2.07,,-3.89,0.32299999999999995,0.6859999999999999,0.48,0.687,0.8290000000000001,0.775,0.43200000000000005,0.597,0.10800000000000001
176,15689,Luis Castillo,26,3.82,9.77,3.05,0.22,1.18,3.99,0.29600000000000004,96.1,0.16699999999999998,84.9,,,,,0.29600000000000004,86.8,,,,,-0.18,-0.02,,,2.19,,,0.335,0.6940000000000001,0.479,0.542,0.799,0.691,0.401,0.588,0.14800000000000002
207,6632,Carlos Carrasco,32,3.94,10.82,5.54,0.25,1.19,3.37,0.33299999999999996,93.5,0.282,84.5,,,0.099,81.9,0.168,88.0,,,,,-0.27,1.06,,-1.14,0.57,,,0.366,0.6890000000000001,0.501,0.48100000000000004,0.856,0.6970000000000001,0.419,0.6509999999999999,0.152
89,2429,Corey Kluber,33,3.3,9.34,5.31,0.234,1.09,3.26,0.33899999999999997,91.9,,,0.292,88.5,0.22699999999999998,83.6,0.067,85.1,,,,,-1.01,,1.43,2.75,0.05,,,0.349,0.66,0.479,0.569,0.8809999999999999,0.748,0.41700000000000004,0.635,0.121
158,12768,Sonny Gray,28,3.74,9.66,2.62,0.226,1.26,3.74,0.292,93.3,0.196,84.8,0.091,93.1,0.239,81.9,0.055,89.8,,,,,-0.12,1.23,-0.86,1.31,0.17,,,0.297,0.62,0.423,0.557,0.8859999999999999,0.745,0.39,0.564,0.10800000000000001
83,15890,Luis Severino,25,3.28,10.49,4.56,0.232,1.14,2.9,0.336,97.5,0.354,87.9,,,,,0.13699999999999998,88.1,,,,,0.6,1.18,,,-0.31,,,0.327,0.6809999999999999,0.494,0.619,0.825,0.753,0.47200000000000003,0.688,0.122
172,13164,Eduardo Rodriguez,25,3.81,9.7,2.99,0.245,1.3,3.78,0.359,93.2,0.061,83.4,0.179,88.7,,,0.225,87.6,,,,,0.44,-1.43,0.37,,0.61,,,0.33,0.6920000000000001,0.46799999999999997,0.643,0.841,0.755,0.381,0.627,0.115
242,15764,Masahiro Tanaka,30,4.13,8.2,4.11,0.25,1.19,4.15,0.32899999999999996,91.6,0.35,83.4,0.032,88.9,0.035,76.5,0.013999999999999999,84.6,0.28300000000000003,87.0,,,-1.62,2.08,-2.5,-0.83,-1.81,-0.01,,0.37200000000000005,0.6990000000000001,0.503,0.626,0.861,0.7559999999999999,0.4,0.685,0.12300000000000001
272,12970,Joe Musgrove,26,4.28,8.1,4.15,0.25,1.2,3.72,0.348,92.7,0.20800000000000002,83.5,0.11,89.1,0.066,82.1,0.11900000000000001,85.4,,,,,-0.38,1.31,-0.45,0.09,0.34,,,0.35700000000000004,0.6990000000000001,0.519,0.607,0.867,0.773,0.47600000000000003,0.6659999999999999,0.11800000000000001
318,15440,Matthew Boyd,28,4.48,10.05,3.93,0.235,1.19,4.38,0.474,91.3,0.33799999999999997,80.1,,,0.08,72.2,0.069,78.7,,,,,-0.25,1.35,,-1.7,-1.62,,,0.32299999999999995,0.69,0.48,0.606,0.833,0.746,0.42700000000000005,0.616,0.122
324,14916,Jon Gray,27,4.52,9.3,3.08,0.259,1.35,4.07,0.28600000000000003,95.4,0.337,88.1,,,0.13,79.3,0.023,86.6,,,,,-1.05,1.24,,-0.06,-3.62,,,0.292,0.6679999999999999,0.462,0.511,0.858,0.738,0.451,0.638,0.121
221,13431,Marcus Stroman,28,4.05,7.41,2.51,0.265,1.37,3.79,0.23800000000000002,92.5,0.073,86.4,0.21100000000000002,91.0,0.24,84.8,0.047,85.5,,,,,-0.53,-0.16,0.19,1.92,-2.34,,,0.303,0.653,0.44299999999999995,0.62,0.892,0.78,0.4,0.581,0.09699999999999999
366,15474,Lucas Giolito,24,4.76,9.08,2.4,0.226,1.27,4.49,0.397,93.3,0.146,84.3,,,0.07200000000000001,78.8,0.209,81.7,,,,,0.14,0.7,,-3.06,1.37,,,0.29100000000000004,0.667,0.462,0.604,0.826,0.7490000000000001,0.45399999999999996,0.586,0.11599999999999999
0,9073,Kirby Yates,32,1.67,13.9,6.37,0.181,0.91,1.93,0.359,93.7,0.028999999999999998,86.7,,,0.0,80.0,,,0.39,86.8,,,1.05,-0.58,,-3.89,,2.53,,0.368,0.715,0.51,0.591,0.75,0.682,0.409,0.609,0.162
289,11423,Jose Quintana,30,4.35,8.08,2.72,0.259,1.35,4.12,0.326,91.5,0.031,77.4,,,0.22899999999999998,76.5,0.08900000000000001,86.5,,,,,0.38,0.42,,-0.49,-3.22,,,0.285,0.636,0.43200000000000005,0.675,0.895,0.8109999999999999,0.418,0.639,0.08199999999999999
253,10123,Kyle Gibson,31,4.16,8.55,2.51,0.254,1.37,4.19,0.26,93.2,0.21,84.8,,,0.113,80.4,0.133,85.5,,,,,-0.35,1.26,,-1.2,0.08,,,0.34,0.6679999999999999,0.45399999999999996,0.57,0.882,0.73,0.349,0.604,0.12300000000000001
206,18498,Kenta Maeda,31,3.94,10.39,3.43,0.217,1.16,3.62,0.37,92.0,0.293,83.7,0.011000000000000001,85.9,0.092,77.2,0.19899999999999998,84.8,,,,,-0.1,1.96,-2.8,-1.6,1.27,,,0.344,0.69,0.488,0.536,0.8170000000000001,0.7020000000000001,0.41600000000000004,0.64,0.146
104,3284,Anibal Sanchez,34,3.39,8.0,2.69,0.224,1.19,4.07,0.38299999999999995,90.6,0.042,83.4,0.253,88.1,0.073,77.5,0.266,81.7,,,,,-0.35,-1.89,1.43,-0.71,1.41,,,0.33299999999999996,0.6759999999999999,0.47100000000000003,0.684,0.8540000000000001,0.782,0.40299999999999997,0.649,0.10300000000000001
14,14212,Josh Hader,25,2.52,16.11,5.62,0.143,0.81,2.64,0.518,95.0,0.182,81.9,,,,,0.003,87.1,,,,,1.61,2.67,,,-3.88,,,0.358,0.7709999999999999,0.551,0.531,0.67,0.622,0.46799999999999997,0.617,0.20800000000000002
186,3184,David Price,33,3.84,9.69,3.72,0.24,1.21,3.87,0.379,92.4,,,0.245,88.7,0.027999999999999997,79.6,0.23800000000000002,84.8,,,,,0.76,,0.06,-3.17,-0.42,,,0.305,0.6940000000000001,0.474,0.6759999999999999,0.845,0.784,0.434,0.645,0.102
147,15734,Brad Keller,22,3.68,6.42,1.82,0.247,1.33,3.98,0.28,93.7,0.29,85.3,,,,,0.021,88.5,0.008,88.4,,,0.56,0.81,,,-2.94,-1.21,,0.312,0.6659999999999999,0.456,0.6729999999999999,0.905,0.8109999999999999,0.408,0.58,0.086
141,5524,Madison Bumgarner,29,3.66,8.32,3.63,0.239,1.17,3.94,0.389,91.2,0.341,86.6,,,0.2,78.3,0.062,83.9,,,,,-0.27,0.48,,1.63,0.5,,,0.335,0.6940000000000001,0.489,0.6459999999999999,0.868,0.782,0.431,0.672,0.107
346,16400,Reynaldo Lopez,25,4.64,7.73,2.29,0.254,1.36,4.83,0.457,95.5,0.19,84.0,,,0.061,76.9,0.152,83.8,,,,,-0.11,-0.03,,-1.32,-0.67,,,0.28600000000000003,0.71,0.48,0.675,0.8440000000000001,0.789,0.45799999999999996,0.6,0.10099999999999999
167,4972,Cole Hamels,34,3.79,8.96,2.74,0.248,1.32,4.32,0.322,91.8,,,0.21100000000000002,87.3,0.128,78.5,0.198,83.4,,,,,-0.83,,0.99,-0.49,1.18,,,0.316,0.6920000000000001,0.47100000000000003,0.606,0.838,0.746,0.41200000000000003,0.59,0.12
191,4930,Jon Lester,35,3.87,8.0,2.71,0.271,1.4,4.33,0.349,90.7,,,0.29600000000000004,88.0,0.155,74.7,0.10400000000000001,84.7,,,,,-0.69,,-0.01,-0.02,-0.06,,,0.28600000000000003,0.691,0.446,0.6920000000000001,0.8740000000000001,0.8029999999999999,0.39399999999999996,0.5820000000000001,0.08800000000000001
121,10811,Mike Foltynewicz,27,3.51,9.21,2.92,0.213,1.15,4.0,0.392,95.9,0.278,86.3,,,0.1,79.9,0.075,87.3,,,,,0.11,1.53,,-0.11,1.28,,,0.275,0.675,0.45399999999999996,0.615,0.8490000000000001,0.7709999999999999,0.447,0.61,0.10400000000000001
99,11674,Jameson Taillon,27,3.35,8.24,3.87,0.242,1.17,3.52,0.307,95.2,0.204,89.5,,,0.191,82.3,0.047,87.9,,,,,0.68,1.16,,0.63,-4.21,,,0.341,0.6729999999999999,0.491,0.645,0.8590000000000001,0.777,0.451,0.644,0.109
30,18383,Mike Soroka,21,2.79,7.32,3.4,0.241,1.15,3.38,0.251,92.5,0.24,83.5,,,,,0.11900000000000001,81.4,,,,,1.0,1.14,,,1.66,,,0.335,0.674,0.48,0.647,0.8759999999999999,0.785,0.429,0.629,0.10300000000000001
241,10190,Tyler Skaggs,27,4.13,9.09,3.04,0.252,1.31,3.72,0.34700000000000003,91.4,,,,,0.304,74.9,0.142,84.1,,,,,0.48,,,-0.4,0.31,,,0.311,0.669,0.466,0.674,0.843,0.779,0.431,0.622,0.10300000000000001
385,2717,Rick Porcello,30,4.87,8.2,3.58,0.257,1.28,4.37,0.386,90.4,0.215,85.3,,,0.133,74.9,0.12,81.3,,,,,0.19,-0.19,,-0.6,-1.26,,,0.316,0.6729999999999999,0.48,0.721,0.885,0.826,0.45899999999999996,0.6709999999999999,0.083
266,7410,J.A. Happ,36,4.25,8.84,3.33,0.239,1.21,4.57,0.406,91.7,0.15,85.0,,,0.012,77.1,0.132,86.0,,,,,0.57,0.11,,-5.23,-1.01,,,0.319,0.7170000000000001,0.47600000000000003,0.669,0.861,0.7829999999999999,0.395,0.598,0.10300000000000001
255,16256,Kyle Freeland,26,4.17,7.4,2.31,0.257,1.36,4.46,0.33899999999999997,91.7,0.049,80.5,0.3,86.1,,,0.129,85.9,,,,,0.32,0.48,-0.08,,-1.37,,,0.316,0.685,0.461,0.696,0.875,0.8,0.392,0.627,0.092
288,8753,Tanner Roark,32,4.35,7.92,3.01,0.266,1.34,4.46,0.37200000000000005,91.8,0.154,85.6,0.033,88.5,0.133,75.2,0.109,83.7,,,,,-0.1,1.02,-2.63,-0.37,-0.97,,,0.294,0.69,0.455,0.701,0.884,0.8140000000000001,0.40700000000000003,0.59,0.085
304,15423,Andrew Heaney,28,4.41,9.74,3.97,0.247,1.23,4.21,0.379,92.2,0.259,79.0,,,,,0.16,83.9,,,,,0.13,-0.31,,,0.68,,,0.33299999999999996,0.679,0.483,0.581,0.838,0.737,0.43200000000000005,0.644,0.127
4,12076,Felipe Vazquez,27,2.22,12.39,4.84,0.216,1.1,2.3,0.341,98.2,0.122,86.8,,,0.10099999999999999,82.2,0.142,88.5,,,,,0.7,4.83,,0.24,0.75,,,0.305,0.726,0.515,0.524,0.7979999999999999,0.7170000000000001,0.499,0.635,0.146
159,9434,Dallas Keuchel,31,3.74,6.92,2.52,0.26,1.33,4.06,0.228,89.0,0.157,78.7,0.175,86.3,,,0.135,79.7,,,,,0.2,-1.17,0.78,,0.13,,,0.332,0.657,0.449,0.722,0.892,0.812,0.361,0.586,0.084
75,13273,Ross Stripling,29,3.22,9.69,5.45,0.25,1.17,3.44,0.318,91.2,0.22899999999999998,86.9,,,0.24600000000000002,80.2,0.124,83.6,,,,,-0.08,-0.06,,1.75,-0.81,,,0.325,0.652,0.46799999999999997,0.614,0.867,0.768,0.43700000000000006,0.688,0.109
58,14524,Jose Leclerc,25,3.06,13.18,2.89,0.169,1.11,2.82,0.45899999999999996,96.2,0.001,87.0,,,0.022000000000000002,77.1,0.395,81.6,0.094,89.3,,,0.64,3.91,,1.52,1.64,1.13,,0.3,0.669,0.44799999999999995,0.529,0.755,0.664,0.402,0.5820000000000001,0.15
332,14107,Kevin Gausman,28,4.56,8.24,3.2,0.267,1.34,4.2,0.341,93.8,0.099,81.6,,,0.001,75.0,0.055,82.4,0.266,83.2,,,-0.59,-0.62,,-3.89,-0.9,1.05,,0.35100000000000003,0.715,0.503,0.634,0.828,0.75,0.419,0.597,0.126
6,10233,Aroldis Chapman,31,2.33,14.79,3.24,0.161,1.08,2.19,0.327,98.7,0.284,85.7,,,,,0.004,90.6,,,,,0.8,2.68,,,4.83,,,0.32899999999999996,0.635,0.46,0.56,0.7509999999999999,0.6729999999999999,0.428,0.588,0.15
5,3548,Liam Hendriks,30,2.31,12.06,4.71,0.214,1.07,2.41,0.46399999999999997,95.9,0.228,88.0,,,0.063,84.4,0.004,88.0,,,,,1.02,2.18,,2.44,-10.75,,,0.335,0.7140000000000001,0.502,0.515,0.79,0.687,0.44,0.644,0.157
20,13449,Taylor Rogers,28,2.62,10.81,6.11,0.213,0.98,2.59,0.306,94.1,0.29600000000000004,82.6,,,0.182,78.4,0.004,89.0,,,,,1.14,1.82,,1.81,6.7,,,0.31,0.606,0.452,0.565,0.856,0.752,0.48,0.662,0.11199999999999999
262,13774,Zach Eflin,25,4.23,7.78,2.96,0.261,1.33,4.39,0.361,93.9,0.266,86.5,0.019,89.9,0.054000000000000006,77.8,0.09300000000000001,86.6,,,,,-0.14,0.72,-1.91,-1.04,-2.27,,,0.312,0.682,0.478,0.688,0.861,0.799,0.45,0.667,0.096
69,14309,Frankie Montas,25,3.13,8.16,3.32,0.252,1.25,3.36,0.298,96.2,0.248,87.5,,,,,0.012,87.7,0.11,86.8,,,-0.24,1.88,,,-0.69,0.81,,0.32799999999999996,0.6990000000000001,0.49,0.6609999999999999,0.866,0.7879999999999999,0.435,0.6,0.10400000000000001
25,12447,Seth Lugo,28,2.68,10.27,4.7,0.204,1.0,2.96,0.35700000000000004,94.1,0.12300000000000001,88.0,,,0.28300000000000003,79.9,0.07,87.4,,,,,2.16,-1.74,,1.25,-0.73,,,0.298,0.648,0.46,0.625,0.846,0.769,0.462,0.613,0.106
250,16977,Trevor Williams,27,4.15,6.8,2.41,0.251,1.29,4.44,0.387,90.9,0.17300000000000001,82.3,,,0.006,76.5,0.138,83.4,,,,,0.59,-0.78,,-4.76,-1.54,,,0.325,0.695,0.48,0.701,0.882,0.8109999999999999,0.42100000000000004,0.616,0.091
137,16162,Brandon Woodruff,25,3.62,10.43,4.32,0.235,1.15,3.08,0.313,96.0,0.205,88.0,,,0.02,81.3,0.134,86.5,,,,,1.71,0.22,,-1.91,-0.93,,,0.321,0.71,0.494,0.628,0.8540000000000001,0.772,0.445,0.598,0.11199999999999999
417,12917,Dylan Bundy,26,5.13,9.34,3.09,0.263,1.38,4.96,0.42,91.4,0.24100000000000002,81.3,,,0.09300000000000001,74.7,0.13699999999999998,83.6,,,,,-1.15,0.84,,-0.84,-1.01,,,0.34600000000000003,0.68,0.495,0.5710000000000001,0.85,0.742,0.445,0.619,0.128
214,7448,Gio Gonzalez,33,3.97,7.87,1.93,0.245,1.39,4.12,0.32,89.6,,,,,0.196,75.7,0.257,82.6,,,,,0.02,,,-1.14,1.1,,,0.301,0.6579999999999999,0.431,0.6709999999999999,0.853,0.772,0.365,0.519,0.098
218,16502,Ryan Yarbrough,27,4.02,7.63,3.5,0.236,1.15,3.88,0.363,88.9,0.12300000000000001,74.7,0.34,85.6,,,0.252,80.5,,,,,-0.88,1.75,1.12,,0.63,,,0.33399999999999996,0.6809999999999999,0.486,0.7,0.875,0.807,0.436,0.624,0.094
130,14710,Edwin Diaz,25,3.56,15.28,5.72,0.204,1.05,2.89,0.395,97.4,0.35700000000000004,89.3,,,,,0.001,93.7,,,,,0.91,0.82,,,-3.52,,,0.35700000000000004,0.718,0.517,0.49200000000000005,0.738,0.643,0.44299999999999995,0.655,0.184
125,8779,Wade Miley,32,3.52,6.9,2.16,0.245,1.3,4.21,0.278,90.6,0.015,81.9,0.45899999999999996,87.4,0.121,75.6,0.191,81.6,,,,,-0.39,-3.41,0.37,-0.45,1.36,,,0.301,0.6829999999999999,0.442,0.68,0.8740000000000001,0.7909999999999999,0.37,0.565,0.09300000000000001
182,13743,Max Fried,25,3.84,9.8,3.24,0.26,1.34,3.71,0.22,93.7,0.131,83.8,,,0.255,74.5,0.04,84.5,,,,,0.1,1.51,,0.42,-4.06,,,0.311,0.6659999999999999,0.45899999999999996,0.575,0.857,0.745,0.41700000000000004,0.627,0.11699999999999999
281,13050,Anthony DeSclafani,29,4.31,8.79,3.48,0.246,1.24,4.59,0.374,94.2,0.293,88.1,,,0.09699999999999999,82.7,0.045,88.5,,,,,-0.09,1.06,,-2.83,-0.19,,,0.313,0.679,0.474,0.632,0.8859999999999999,0.792,0.439,0.621,0.099
12,7005,Ryan Pressly,29,2.44,12.42,5.09,0.202,1.02,2.55,0.271,95.8,0.282,90.0,,,0.311,83.1,,,,,,,0.58,1.62,,1.69,,,,0.396,0.626,0.499,0.439,0.807,0.645,0.446,0.614,0.177
317,1994,Ivan Nova,32,4.47,5.9,2.78,0.284,1.37,4.79,0.32,92.7,0.07,86.8,,,0.187,80.3,0.142,86.4,,,,,-0.38,-0.76,,-0.19,-0.67,,,0.32799999999999996,0.6990000000000001,0.484,0.696,0.905,0.823,0.419,0.591,0.086
15,12572,Blake Treinen,31,2.53,10.29,2.74,0.2,1.17,3.22,0.282,97.1,0.174,88.8,0.155,93.5,,,0.0,88.0,,,,,1.11,0.99,1.44,,-5.08,,,0.40399999999999997,0.674,0.515,0.5379999999999999,0.836,0.698,0.41100000000000003,0.58,0.155
68,11682,Carlos Martinez,26,3.13,9.16,2.18,0.221,1.3,3.34,0.308,94.2,0.24,84.4,0.132,91.0,0.02,79.6,0.14400000000000002,87.2,,,,,0.04,1.53,0.71,-1.17,1.74,,,0.326,0.664,0.475,0.616,0.86,0.767,0.442,0.607,0.111
86,15552,Chad Green,28,3.3,11.94,5.65,0.236,1.13,3.09,0.442,96.3,0.159,87.5,,,,,,,0.023,88.2,,,0.95,-1.32,,,,-3.97,,0.314,0.742,0.514,0.6409999999999999,0.7909999999999999,0.742,0.46799999999999997,0.693,0.133
21,8048,Will Smith,29,2.66,12.7,4.64,0.193,1.01,2.71,0.368,92.7,0.40299999999999997,81.4,,,0.11800000000000001,77.3,0.015,87.0,,,,,0.07,3.42,,0.99,0.88,,,0.374,0.633,0.485,0.474,0.847,0.682,0.42700000000000005,0.623,0.154
365,16207,Spencer Turnbull,25,4.76,8.8,2.56,0.265,1.42,3.88,0.316,93.8,0.195,86.6,,,0.127,80.5,0.032,86.9,,,,,0.11,0.13,,-1.34,-0.39,,,0.311,0.7,0.46799999999999997,0.616,0.878,0.774,0.40299999999999997,0.601,0.106
