,IDfg,Name,Age,ERA,K/9,K/BB,AVG,WHIP,FIP,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%
126,12800,Noe Ramirez,29,3.76,9.44,3.21,0.224,1.16,3.91,0.40399999999999997,89.1,0.359,77.6,,,,,0.34,84.1,,,,,1.64,-0.02,,,0.57,,,0.325,0.622,0.451,0.585,0.8009999999999999,0.7120000000000001,0.426,0.6409999999999999,0.13
220,13799,Matt Strahm,27,4.39,8.84,5.12,0.254,1.19,4.49,0.401,91.8,0.281,86.0,,,0.175,80.3,0.135,84.5,,,,,-0.6,-0.77,,3.51,-0.72,,,0.318,0.6890000000000001,0.5,0.679,0.8420000000000001,0.789,0.49,0.6679999999999999,0.105
368,16256,Kyle Freeland,27,5.76,6.43,2.02,0.286,1.51,5.45,0.298,91.9,0.126,84.9,0.191,86.7,0.073,80.4,0.162,86.3,,,,,-1.08,-0.96,-0.64,0.43,-0.45,,,0.331,0.69,0.47,0.6809999999999999,0.892,0.802,0.389,0.606,0.09300000000000001
56,13360,Cam Bedrosian,27,3.08,8.88,2.68,0.204,1.13,3.66,0.373,92.8,0.5,82.9,,,,,,,0.013000000000000001,85.9,,,0.46,1.6,,,,-8.51,,0.27399999999999997,0.6509999999999999,0.439,0.528,0.863,0.745,0.436,0.579,0.11199999999999999
106,9817,Sergio Romo,36,3.59,9.3,3.46,0.215,1.12,3.84,0.457,86.2,0.609,77.1,,,,,0.14800000000000002,80.1,,,,,-0.75,1.82,,,-1.62,,,0.39299999999999996,0.624,0.47600000000000003,0.615,0.8220000000000001,0.713,0.358,0.667,0.13699999999999998
113,19959,Jesus Luzardo,22,3.68,9.51,3.75,0.233,1.17,3.93,0.32299999999999995,95.6,0.19,84.1,,,0.05,82.8,0.23399999999999999,87.3,,,,,0.21,-0.12,,3.72,1.01,,,0.28300000000000003,0.6709999999999999,0.441,0.522,0.8190000000000001,0.706,0.408,0.599,0.13
149,14120,Lance McCullers Jr.,26,3.93,9.16,2.8,0.218,1.16,3.7,0.22899999999999998,93.8,,,0.015,91.4,0.376,83.4,0.183,86.4,,,,,0.62,,3.24,-0.42,0.11,,,0.3,0.5589999999999999,0.40399999999999997,0.522,0.8740000000000001,0.7170000000000001,0.4,0.581,0.114
286,6895,Chase Anderson,32,4.8,8.44,2.7,0.253,1.34,5.09,0.43,93.2,,,0.157,89.8,0.115,77.7,0.245,82.7,,,,,-0.9,,1.2,-3.14,0.93,,,0.319,0.715,0.486,0.6829999999999999,0.8290000000000001,0.773,0.42100000000000004,0.605,0.11
123,14814,Buck Farmer,28,3.74,8.8,3.0,0.239,1.25,4.01,0.32299999999999995,94.6,,,,,0.228,82.3,0.27399999999999997,88.0,,,,,0.17,,,1.32,-0.62,,,0.324,0.685,0.467,0.614,0.833,0.741,0.396,0.594,0.121
165,4338,Tyler Chatwood,29,4.06,9.35,2.15,0.242,1.4,4.1,0.225,95.6,,,0.142,90.1,0.11699999999999999,81.2,0.07,87.4,,,,,0.99,,0.53,-3.55,1.92,,,0.285,0.645,0.426,0.614,0.871,0.767,0.39299999999999996,0.5539999999999999,0.1
176,17192,Jalen Beeks,25,4.15,8.37,2.61,0.276,1.46,4.0,0.306,92.3,,,0.071,86.2,0.16,75.1,0.335,87.4,,,,,-0.92,,3.65,-0.75,-0.16,,,0.324,0.6659999999999999,0.46799999999999997,0.6579999999999999,0.852,0.774,0.42100000000000004,0.606,0.106
266,12022,Matt Andriese,30,4.65,9.82,2.95,0.236,1.28,3.9,0.317,92.3,0.028999999999999998,85.5,,,0.115,80.7,0.37200000000000005,86.0,,,,,0.33,3.02,,-0.47,0.46,,,0.301,0.687,0.47,0.659,0.856,0.785,0.439,0.606,0.10099999999999999
378,17030,Ariel Jurado,23,5.98,5.91,2.31,0.301,1.53,5.11,0.318,92.4,0.157,85.1,,,0.087,80.3,0.12,85.3,,,,,-1.22,-2.73,,0.28,1.14,,,0.29100000000000004,0.684,0.46,0.733,0.9,0.84,0.43200000000000005,0.617,0.07400000000000001
7,13911,Scott Oberg,29,2.25,9.32,2.52,0.195,1.11,3.54,0.309,94.4,0.434,85.7,,,,,0.046,88.0,,,,,1.53,2.1,,,-2.32,,,0.325,0.6629999999999999,0.47200000000000003,0.606,0.826,0.74,0.434,0.637,0.122
36,14506,J.B. Wendelken,27,2.81,10.14,3.25,0.177,1.01,3.0,0.442,94.7,0.146,85.3,,,0.135,80.5,0.128,86.6,,,,,1.72,4.28,,-2.09,-0.11,,,0.276,0.698,0.462,0.6,0.8240000000000001,0.7490000000000001,0.441,0.5820000000000001,0.11599999999999999
102,7982,Anthony Bass,32,3.54,7.82,2.46,0.179,0.99,3.8,0.297,95.1,0.35100000000000003,86.8,,,,,,,0.12,86.6,,,1.16,1.48,,,,3.24,,0.292,0.6679999999999999,0.43799999999999994,0.562,0.862,0.7390000000000001,0.387,0.619,0.114
164,25377,Brady Singer,23,4.06,8.53,2.65,0.218,1.17,4.08,0.299,93.4,0.374,83.1,,,,,0.047,87.8,,,,,1.16,0.13,,,0.99,,,0.294,0.583,0.41700000000000004,0.597,0.8909999999999999,0.772,0.426,0.605,0.095
324,11682,Carlos Martinez,28,5.14,9.22,2.5,0.26,1.45,4.04,0.29,94.8,0.27899999999999997,85.1,0.025,93.6,0.005,79.3,0.191,87.3,,,,,-1.67,1.71,0.92,-0.71,1.77,,,0.342,0.7,0.48700000000000004,0.635,0.868,0.77,0.40399999999999997,0.628,0.11199999999999999
121,6399,Jose Cisnero,31,3.74,10.25,2.55,0.232,1.34,3.74,0.41100000000000003,96.3,0.282,86.8,,,0.011000000000000001,83.5,0.08800000000000001,90.7,,,,,-0.63,1.95,,2.66,1.72,,,0.317,0.726,0.49200000000000005,0.561,0.82,0.7240000000000001,0.42700000000000005,0.5820000000000001,0.136
169,12804,Matt Wisler,26,4.11,11.5,3.27,0.237,1.32,3.94,0.455,92.6,0.747,82.7,,,0.002,75.3,,,,,,,-3.85,1.4,,-1.07,,,,0.35100000000000003,0.652,0.47600000000000003,0.544,0.8079999999999999,0.6940000000000001,0.414,0.616,0.146
180,12988,Andrew Chafin,30,4.19,11.7,3.52,0.257,1.38,3.48,0.3,93.8,0.369,84.4,,,,,,,,,,,-0.35,1.45,,,,,,0.331,0.6920000000000001,0.478,0.507,0.826,0.696,0.409,0.596,0.146
369,17594,Mitch Keller,24,5.81,10.46,2.38,0.291,1.65,4.3,0.364,94.9,0.196,87.4,,,0.175,80.0,0.04,90.5,,,,,-1.19,1.02,,-0.49,-7.82,,,0.284,0.742,0.48200000000000004,0.599,0.875,0.7829999999999999,0.433,0.586,0.105
202,10130,Mike Leake,31,4.29,5.8,4.7,0.284,1.29,5.19,0.33799999999999997,88.4,0.11199999999999999,80.9,0.251,86.6,0.095,78.9,0.19899999999999998,84.1,,,,,-1.9,0.58,0.73,-0.78,-0.28,,,0.34,0.693,0.502,0.718,0.909,0.838,0.457,0.635,0.081
319,13361,Steven Matz,29,5.09,8.91,3.05,0.268,1.4,5.11,0.34,93.6,0.126,89.6,,,0.149,78.4,0.213,84.4,,,,,-0.37,-0.41,,-1.34,-0.27,,,0.29100000000000004,0.679,0.46299999999999997,0.669,0.851,0.7879999999999999,0.445,0.573,0.098
215,14875,Caleb Smith,28,4.36,9.84,2.54,0.213,1.23,5.22,0.535,91.7,0.311,83.6,,,0.008,77.4,0.147,82.6,,,,,0.43,-0.15,,3.17,-0.96,,,0.32299999999999995,0.725,0.486,0.637,0.8,0.736,0.406,0.601,0.128
50,17496,Diego Castillo,25,2.99,10.36,2.81,0.211,1.2,3.92,0.295,97.9,0.544,88.1,,,,,,,,,,,-0.49,1.9,,,,,,0.308,0.626,0.447,0.46799999999999997,0.8240000000000001,0.6859999999999999,0.436,0.575,0.14
79,11710,Sam Dyson,31,3.32,7.94,4.23,0.227,1.06,3.47,0.284,93.9,0.07,82.9,0.24600000000000002,90.8,,,0.105,87.3,,,,,0.16,2.8,2.63,,0.96,,,0.303,0.7290000000000001,0.49200000000000005,0.7340000000000001,0.872,0.825,0.44299999999999995,0.635,0.086
349,10836,Asher Wojciechowski,31,5.51,8.37,2.58,0.263,1.41,5.73,0.496,91.4,0.254,79.8,0.2,85.8,,,0.032,85.0,,,,,-0.9,-1.22,1.06,,-6.37,,,0.311,0.711,0.478,0.628,0.846,0.764,0.418,0.5670000000000001,0.113
223,14710,Edwin Diaz,26,4.41,16.03,4.14,0.236,1.34,3.79,0.413,97.6,0.35200000000000004,89.6,,,,,0.002,93.7,,,,,-0.04,0.18,,,-4.7,,,0.345,0.7140000000000001,0.502,0.495,0.701,0.62,0.425,0.624,0.191
261,7803,Richard Bleier,33,4.63,5.13,3.42,0.277,1.26,3.86,0.174,89.1,0.102,79.2,0.228,87.6,,,0.05,81.8,,,,,1.26,0.08,-1.05,,-7.53,,,0.349,0.7,0.509,0.726,0.914,0.8440000000000001,0.456,0.639,0.08
86,1514,Oliver Perez,38,3.38,9.51,3.44,0.231,1.18,3.43,0.35700000000000004,91.1,0.473,77.9,,,,,,,,,,,0.71,0.52,,,,,,0.32299999999999995,0.648,0.474,0.596,0.848,0.7559999999999999,0.466,0.604,0.11599999999999999
226,6986,Ian Kennedy,35,4.42,10.24,4.0,0.27,1.37,4.05,0.39399999999999996,94.3,,,0.184,90.8,0.14400000000000002,80.5,0.027999999999999997,87.4,,,,,1.66,,-2.16,-2.98,-4.1,,,0.299,0.7140000000000001,0.488,0.6609999999999999,0.8640000000000001,0.7959999999999999,0.455,0.618,0.099
297,12857,Shawn Armstrong,28,4.93,9.49,2.41,0.258,1.47,4.22,0.439,93.5,,,0.318,89.6,0.121,82.8,,,,,,,0.34,,-0.02,-2.24,,,,0.299,0.738,0.493,0.662,0.8079999999999999,0.759,0.44299999999999995,0.591,0.11900000000000001
376,11964,Taylor Cole,29,5.92,8.71,2.08,0.283,1.59,3.29,0.21899999999999997,93.2,0.22899999999999998,87.3,,,0.036000000000000004,81.9,0.314,86.9,,,,,-0.68,-0.94,,4.87,1.15,,,0.314,0.6920000000000001,0.462,0.638,0.818,0.743,0.392,0.584,0.11900000000000001
285,6797,Julio Teheran,29,4.76,7.95,1.84,0.237,1.39,5.26,0.40299999999999997,89.6,0.20800000000000002,82.1,,,0.069,74.2,0.091,83.5,,,,,0.59,-2.25,,-0.79,-0.52,,,0.293,0.706,0.45,0.715,0.866,0.805,0.38,0.589,0.08800000000000001
10,18282,Jarlin Garcia,27,2.35,6.91,2.3,0.202,1.07,3.6,0.354,93.5,0.4,84.2,,,,,0.177,86.7,,,,,1.3,0.8,,,3.82,,,0.27899999999999997,0.649,0.451,0.7559999999999999,0.85,0.8190000000000001,0.46399999999999997,0.5379999999999999,0.081
45,4301,Justin Wilson,32,2.91,10.28,2.39,0.231,1.35,3.62,0.302,95.0,0.068,83.5,0.384,90.3,,,,,,,,,0.68,-0.8,1.27,,,,,0.308,0.7140000000000001,0.49200000000000005,0.691,0.8,0.763,0.452,0.563,0.11699999999999999
133,13470,Lucas Sims,25,3.8,11.93,3.03,0.18,1.08,4.17,0.526,93.7,0.237,83.2,,,0.226,81.4,0.04,86.8,,,,,-0.22,1.85,,2.13,-2.42,,,0.33399999999999996,0.614,0.44,0.557,0.79,0.68,0.377,0.607,0.141
304,12680,Ryne Harper,31,4.96,8.65,3.95,0.264,1.31,4.09,0.391,89.1,,,,,0.606,74.0,0.008,75.8,0.002,83.0,,,-2.63,,,1.36,9.04,-5.75,,0.316,0.657,0.478,0.618,0.8590000000000001,0.775,0.475,0.645,0.107
374,11490,Aaron Sanchez,26,5.89,7.88,1.69,0.276,1.62,5.25,0.303,93.6,,,,,0.231,78.5,0.193,88.0,,,,,-1.01,,,-0.98,0.17,,,0.276,0.684,0.444,0.6759999999999999,0.872,0.799,0.41,0.598,0.08900000000000001
296,15047,Austin Voth,27,4.92,8.49,2.84,0.249,1.3,5.18,0.46,92.4,0.11800000000000001,86.7,,,0.221,78.8,0.05,85.8,0.006,87.8,,,-0.7,-1.64,,1.17,-0.12,-9.64,,0.304,0.7090000000000001,0.475,0.6709999999999999,0.835,0.775,0.42200000000000004,0.589,0.107
75,9756,David Hale,32,3.29,6.09,3.36,0.282,1.34,3.46,0.297,93.2,0.174,82.0,,,,,0.245,82.4,,,,,1.13,-2.56,,,-0.4,,,0.344,0.705,0.493,0.726,0.887,0.821,0.41100000000000003,0.565,0.08800000000000001
186,17369,Brett Martin,24,4.21,8.18,2.59,0.256,1.39,4.04,0.271,93.9,0.32899999999999996,85.7,,,0.147,81.4,,,,,,,-0.43,0.45,,0.16,,,,0.32899999999999996,0.7190000000000001,0.509,0.557,0.867,0.758,0.461,0.616,0.12300000000000001
240,17735,Tyler Alexander,25,4.5,8.1,5.06,0.293,1.37,4.59,0.37799999999999995,90.7,0.191,81.7,0.165,85.6,,,0.14,84.4,,,,,0.42,-3.88,0.32,,-0.92,,,0.33,0.7390000000000001,0.5,0.7290000000000001,0.887,0.826,0.41700000000000004,0.636,0.087
241,15684,Miguel Castro,25,4.5,10.01,2.02,0.24,1.48,4.52,0.33,97.6,0.312,86.3,,,,,0.195,91.1,,,,,-1.29,1.09,,,1.36,,,0.304,0.6629999999999999,0.44799999999999995,0.5770000000000001,0.8320000000000001,0.728,0.4,0.544,0.122
253,5615,Ryan Brasier,32,4.57,10.15,2.84,0.237,1.33,4.03,0.435,96.1,0.322,85.5,,,,,0.077,87.4,,,,,-0.13,1.5,,,-3.03,,,0.373,0.747,0.53,0.5479999999999999,0.816,0.7070000000000001,0.42,0.635,0.155
321,13761,Chris Stratton,28,5.09,9.17,2.35,0.277,1.56,4.43,0.33299999999999996,92.5,0.247,85.2,,,0.13699999999999998,78.1,0.078,85.5,,,,,0.25,-2.22,,-0.43,-1.41,,,0.305,0.706,0.47200000000000003,0.563,0.86,0.748,0.41700000000000004,0.606,0.11900000000000001
141,12828,Andrew Kittredge,30,3.9,9.52,4.36,0.262,1.27,3.51,0.262,94.9,0.385,88.1,,,,,0.04,85.8,0.008,85.1,,,0.65,0.18,,,0.96,-1.59,,0.414,0.6829999999999999,0.523,0.565,0.853,0.7170000000000001,0.405,0.685,0.14800000000000002
136,7274,Craig Stammen,36,3.82,7.9,4.89,0.254,1.19,3.94,0.276,92.7,0.136,87.4,0.033,89.2,0.122,81.2,0.005,87.5,,,,,0.55,-1.69,1.48,-0.66,12.47,,,0.32299999999999995,0.6559999999999999,0.45299999999999996,0.6659999999999999,0.894,0.795,0.391,0.6459999999999999,0.09300000000000001
290,15846,Adam Plutko,28,4.86,6.11,2.82,0.269,1.3,5.25,0.456,91.1,0.198,85.8,0.059000000000000004,86.8,0.111,77.3,0.099,84.2,,,,,-0.05,0.46,-0.07,-0.3,-1.59,,,0.336,0.73,0.501,0.728,0.885,0.8240000000000001,0.418,0.638,0.08800000000000001
57,8048,Will Smith,30,3.1,12.61,4.56,0.194,1.01,4.05,0.39299999999999996,92.6,0.44299999999999995,81.6,,,0.077,77.0,0.015,87.0,,,,,0.43,2.05,,0.53,0.74,,,0.35,0.66,0.475,0.441,0.838,0.6629999999999999,0.40399999999999997,0.602,0.16
53,14375,Amir Garrett,28,3.03,12.59,2.48,0.201,1.29,4.19,0.293,95.2,0.569,85.7,,,,,,,,,,,-1.13,1.95,,,,,,0.324,0.618,0.434,0.46299999999999997,0.7490000000000001,0.616,0.374,0.61,0.16699999999999998
19,9939,Brandon Kintzler,35,2.55,6.86,2.58,0.22,1.11,3.99,0.284,92.3,0.102,86.1,,,,,0.161,87.2,,,,,1.57,-0.48,,,0.03,,,0.309,0.627,0.444,0.708,0.9129999999999999,0.831,0.426,0.64,0.075
251,19487,Devin Smeltzer,24,4.57,7.34,3.12,0.271,1.32,4.45,0.40399999999999997,88.8,0.098,79.5,,,0.192,76.1,0.28600000000000003,82.1,,,,,-0.85,-1.27,,0.9,0.14,,,0.32299999999999995,0.679,0.48100000000000004,0.6779999999999999,0.88,0.805,0.44299999999999995,0.613,0.094
347,12972,Joe Ross,26,5.48,8.02,1.73,0.287,1.67,4.59,0.313,94.1,0.207,88.0,,,0.08900000000000001,81.3,0.076,88.0,,,,,0.08,-1.13,,-0.38,-4.23,,,0.319,0.708,0.47,0.6890000000000001,0.84,0.778,0.38799999999999996,0.593,0.105
366,11760,Drew Smyly,30,5.71,10.39,2.53,0.261,1.5,5.46,0.431,91.7,,,0.18100000000000002,87.2,0.306,78.0,0.039,82.4,,,,,-0.5,,-2.22,-0.62,-1.93,,,0.282,0.6609999999999999,0.447,0.5870000000000001,0.831,0.7440000000000001,0.435,0.613,0.114
42,14966,Reyes Moronta,26,2.86,11.12,2.12,0.195,1.31,3.57,0.446,97.2,0.317,83.7,,,0.03,81.5,0.069,89.9,,,,,1.13,0.79,,-0.46,-2.2,,,0.29,0.619,0.42200000000000004,0.556,0.8290000000000001,0.7170000000000001,0.402,0.589,0.11900000000000001
54,16058,Stefan Crichton,28,3.04,8.95,3.29,0.215,1.1,3.36,0.307,92.7,0.349,78.4,,,,,0.023,87.3,,,,,1.61,0.74,,,-0.36,,,0.301,0.6579999999999999,0.45299999999999996,0.62,0.893,0.789,0.42700000000000005,0.591,0.096
154,17359,Josh Taylor,26,3.95,11.36,3.29,0.228,1.24,3.67,0.353,94.7,0.392,87.3,,,0.015,80.1,,,,,,,-0.52,2.28,,-2.26,,,,0.337,0.727,0.48700000000000004,0.5589999999999999,0.799,0.6970000000000001,0.384,0.643,0.14800000000000002
328,6345,Chris Archer,30,5.19,10.75,2.6,0.244,1.41,5.02,0.395,94.1,0.35600000000000004,88.8,,,0.02,82.2,0.12,87.7,,,,,-0.49,-0.02,,-2.3,-0.97,,,0.318,0.6509999999999999,0.456,0.575,0.8140000000000001,0.7170000000000001,0.414,0.614,0.129
211,14682,Luis Perdomo,27,4.33,7.15,2.54,0.241,1.23,3.94,0.272,94.2,0.345,86.6,,,,,0.134,88.5,,,,,0.03,1.47,,,1.52,,,0.34,0.6509999999999999,0.473,0.6759999999999999,0.902,0.81,0.43,0.6890000000000001,0.09
248,15832,Paul Fry,27,4.54,9.53,2.21,0.247,1.44,4.43,0.24,91.3,0.461,84.2,,,,,0.013999999999999999,88.1,,,,,-0.46,0.07,,,4.32,,,0.26,0.642,0.41700000000000004,0.532,0.878,0.7509999999999999,0.41200000000000003,0.521,0.10400000000000001
267,9784,Garrett Richards,32,4.65,8.55,2.48,0.249,1.33,4.49,0.34700000000000003,95.2,0.364,88.6,,,0.083,80.2,0.001,90.0,,,,,-0.18,0.8,,-4.4,-3.89,,,0.292,0.6709999999999999,0.45299999999999996,0.585,0.862,0.759,0.424,0.602,0.109
364,17793,Trey Wingenter,25,5.65,12.71,2.57,0.184,1.22,3.61,0.402,95.9,0.45,85.8,,,,,,,,,,,0.32,1.43,,,,,,0.292,0.691,0.45899999999999996,0.364,0.84,0.6629999999999999,0.418,0.5920000000000001,0.155
357,16977,Trevor Williams,28,5.6,7.25,2.49,0.281,1.46,5.45,0.38799999999999996,91.3,0.22,82.9,,,0.027999999999999997,77.6,0.132,84.2,,,,,-0.39,-2.0,,-0.34,-1.38,,,0.33,0.726,0.493,0.6829999999999999,0.856,0.7879999999999999,0.41200000000000003,0.62,0.105
336,12774,Jairo Diaz,29,5.33,9.27,2.42,0.278,1.55,4.46,0.314,96.5,0.434,87.4,,,,,,,,,,,-1.29,-0.06,,,,,,0.341,0.723,0.49700000000000005,0.552,0.857,0.733,0.409,0.638,0.133
137,13834,Alec Mills,27,3.84,8.05,2.93,0.23,1.16,4.98,0.326,89.9,0.10400000000000001,77.8,,,0.152,67.0,0.171,80.9,,,,,-0.58,2.69,,2.07,0.28,,,0.32299999999999995,0.659,0.45299999999999996,0.696,0.867,0.792,0.38799999999999996,0.634,0.094
312,9132,Nathan Eovaldi,29,5.04,9.47,2.9,0.272,1.42,5.06,0.337,97.5,0.042,86.7,0.23600000000000002,92.7,0.172,80.2,,,0.13699999999999998,87.9,,,-0.61,0.97,-1.82,0.54,,-0.18,,0.307,0.6920000000000001,0.474,0.585,0.858,0.758,0.434,0.659,0.115
170,9761,Joe Kelly,32,4.11,10.42,2.45,0.242,1.4,3.73,0.17600000000000002,97.8,,,,,0.40700000000000003,87.2,0.105,87.6,,,,,-0.4,,,0.93,-1.59,,,0.276,0.584,0.41700000000000004,0.594,0.8490000000000001,0.757,0.456,0.541,0.10099999999999999
262,16980,Daniel Mengden,27,4.63,6.5,1.53,0.258,1.49,4.85,0.413,91.0,0.121,82.9,0.145,86.1,0.096,72.7,0.113,82.9,,,,,-0.36,1.42,0.22,-2.05,-0.4,,,0.262,0.654,0.43,0.738,0.9109999999999999,0.851,0.429,0.61,0.064
277,19403,Colin Poche,25,4.7,12.54,3.79,0.18,1.01,4.08,0.624,93.0,0.09699999999999999,84.0,,,,,,,0.018000000000000002,83.4,,,1.53,1.48,,,,-17.18,,0.363,0.754,0.534,0.621,0.7120000000000001,0.677,0.439,0.657,0.172
317,18318,Jacob Waguespack,25,5.08,7.43,2.08,0.268,1.46,4.87,0.365,91.8,0.042,85.5,0.22699999999999998,89.1,0.131,78.1,0.107,82.8,,,,,0.02,-3.81,-0.32,-0.27,-2.12,,,0.312,0.723,0.48200000000000004,0.672,0.8759999999999999,0.7979999999999999,0.413,0.581,0.09699999999999999
332,7608,Tommy Milone,33,5.26,8.0,4.62,0.261,1.23,4.93,0.434,86.8,0.11199999999999999,79.3,,,0.067,75.3,0.381,79.3,,,,,-0.78,-1.52,,-1.6,0.56,,,0.363,0.657,0.473,0.672,0.8640000000000001,0.772,0.374,0.705,0.10800000000000001
25,11836,Taijuan Walker,27,2.65,8.45,2.68,0.214,1.16,4.5,0.409,93.2,0.214,85.3,,,0.1,74.6,0.004,88.5,0.17600000000000002,89.0,,,1.17,-1.24,,0.01,5.1,-0.06,,0.244,0.662,0.429,0.631,0.9009999999999999,0.816,0.442,0.5720000000000001,0.079
85,7196,Greg Holland,34,3.38,10.13,2.32,0.196,1.19,3.77,0.34600000000000003,92.1,0.46299999999999997,85.1,,,0.102,78.1,0.002,84.5,0.003,83.5,,,0.83,1.58,,-1.24,-1.2,4.3,,0.319,0.628,0.435,0.505,0.887,0.7120000000000001,0.376,0.545,0.125
167,9388,Josh Tomlin,35,4.08,6.58,5.8,0.261,1.15,4.33,0.42200000000000004,89.0,,,0.45799999999999996,86.5,0.203,76.5,0.069,84.6,,,,,0.65,,1.65,-0.39,-4.16,,,0.34600000000000003,0.731,0.505,0.691,0.888,0.809,0.415,0.652,0.096
256,16933,Elieser Hernandez,24,4.58,9.92,3.84,0.233,1.19,5.18,0.48100000000000004,90.8,0.33799999999999997,78.7,,,,,0.1,82.4,,,,,-1.2,1.55,,,-0.87,,,0.312,0.6970000000000001,0.491,0.653,0.809,0.7559999999999999,0.46399999999999997,0.66,0.12
274,7531,Collin McHugh,32,4.7,9.88,2.73,0.218,1.23,4.43,0.375,90.8,0.43200000000000005,79.6,0.121,87.1,0.083,74.6,0.031,83.8,,,,,-1.14,1.42,1.38,-2.64,0.17,,,0.31,0.596,0.434,0.5579999999999999,0.863,0.74,0.436,0.59,0.113
189,15690,Jimmy Cordero,27,4.22,7.45,2.65,0.242,1.23,3.99,0.21600000000000003,97.2,0.10800000000000001,88.7,0.011000000000000001,92.6,0.052000000000000005,83.0,0.147,88.5,,,,,0.93,-2.17,-2.61,-2.16,1.92,,,0.38799999999999996,0.665,0.508,0.637,0.8490000000000001,0.757,0.433,0.607,0.12300000000000001
71,7146,Daniel Hudson,32,3.27,9.51,2.61,0.202,1.16,4.48,0.488,96.2,0.217,86.6,,,0.004,74.7,0.057999999999999996,88.5,,,,,0.61,-0.35,,2.9,3.22,,,0.306,0.737,0.506,0.637,0.851,0.782,0.46299999999999997,0.631,0.11
27,10843,Adam Kolarek,30,2.68,7.05,2.9,0.212,1.07,3.98,0.198,89.3,0.08199999999999999,76.2,0.008,83.1,,,0.087,81.4,,,,,1.69,-0.06,-5.23,,-0.75,,,0.35700000000000004,0.655,0.475,0.684,0.86,0.7809999999999999,0.397,0.621,0.10400000000000001
291,10811,Mike Foltynewicz,28,4.86,8.08,2.63,0.244,1.28,5.3,0.406,94.8,0.287,85.2,,,0.1,79.3,0.096,86.6,,,,,0.28,-0.62,,-1.26,0.78,,,0.28300000000000003,0.736,0.483,0.635,0.858,0.785,0.441,0.6,0.10400000000000001
49,15594,Nick Wittgren,29,2.99,9.74,4.19,0.215,1.06,4.24,0.39,92.5,0.042,85.4,,,0.13699999999999998,83.7,0.174,85.8,,,,,1.35,-7.89,,-0.73,1.11,,,0.295,0.6809999999999999,0.467,0.6920000000000001,0.8370000000000001,0.7859999999999999,0.445,0.602,0.1
152,9490,Jeremy Jeffress,32,3.94,7.53,2.17,0.231,1.23,4.0,0.27399999999999997,93.7,,,,,0.27399999999999997,80.9,0.057,90.3,0.094,88.8,,,0.64,,,1.01,-0.77,3.66,,0.295,0.677,0.45399999999999996,0.629,0.898,0.795,0.415,0.604,0.09300000000000001
193,1581,Sean Doolittle,33,4.26,9.58,3.79,0.262,1.34,4.7,0.563,93.2,0.065,80.9,,,,,0.06,83.5,,,,,-0.1,3.48,,,-4.23,,,0.386,0.8240000000000001,0.589,0.6829999999999999,0.861,0.7979999999999999,0.46299999999999997,0.6659999999999999,0.11900000000000001
352,6627,Brad Brach,33,5.54,9.99,1.64,0.257,1.65,4.27,0.379,93.4,0.163,85.0,0.136,89.1,,,0.198,85.8,,,,,0.33,-0.87,-0.45,,-0.16,,,0.322,0.705,0.474,0.628,0.825,0.745,0.397,0.64,0.121
363,12272,Aaron Brooks,29,5.65,6.71,2.41,0.269,1.38,5.4,0.381,92.0,0.223,85.7,,,0.035,78.8,0.203,84.7,,,,,-0.78,0.22,,-2.38,-0.7,,,0.3,0.6890000000000001,0.45799999999999996,0.698,0.9,0.8220000000000001,0.40700000000000003,0.589,0.08199999999999999
98,17606,Cristian Javier,23,3.48,8.94,3.0,0.186,0.99,4.94,0.522,92.3,0.262,78.7,,,0.035,76.3,0.073,86.0,,,,,1.01,2.51,,2.85,-6.94,,,0.263,0.677,0.434,0.6859999999999999,0.863,0.8009999999999999,0.414,0.444,0.087
142,16814,Tim Hill,30,3.9,9.21,3.11,0.223,1.16,4.04,0.266,90.4,0.193,78.5,,,,,,,,,,,0.2,3.1,,,,,,0.314,0.6679999999999999,0.47,0.721,0.852,0.8029999999999999,0.442,0.6,0.09300000000000001
340,5257,Wilmer Font,29,5.36,9.83,2.89,0.266,1.43,4.73,0.43,94.4,0.129,84.6,,,0.172,76.4,,,0.094,84.4,,,-0.67,-0.36,,-0.19,,0.73,,0.326,0.6920000000000001,0.48700000000000004,0.67,0.823,0.7659999999999999,0.441,0.5760000000000001,0.114
239,15240,Kevin McCarthy,28,4.48,5.43,1.74,0.288,1.52,4.16,0.21899999999999997,91.0,0.063,82.8,0.11,88.0,,,0.226,83.6,0.012,83.8,,,-0.92,2.01,1.44,,0.31,6.24,,0.361,0.7120000000000001,0.51,0.7020000000000001,0.894,0.816,0.424,0.6459999999999999,0.094
331,11589,Jose Urena,27,5.25,6.42,1.97,0.281,1.48,5.02,0.301,95.8,0.276,85.7,,,,,0.099,90.3,,,,,-0.46,-1.25,,,1.84,,,0.35100000000000003,0.708,0.48100000000000004,0.679,0.884,0.79,0.366,0.575,0.10099999999999999
